47, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,35, Portugal, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,38, Jamaica, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,1958,40, United-States, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
61, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, Japan, >50K
47, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,54, United-States, >50K
63, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,92, United-States, <=50K
33, State-gov, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,65, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,37, United-States, >50K
24, Local-gov, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,36, Mexico, <=50K
29, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, <=50K
27, Local-gov, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Male,0,0,45, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
53, Private, Bachelors, Never-married, Transport-moving, Husband, Black, Male,0,0,50, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,35, United-States, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
61, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
29, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
23, State-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
70, Self-emp-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,2184,50, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,3738,0,20, United-States, <=50K
51, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Ecuador, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
56, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
54, Private, Bachelors, Widowed, Other-service, Wife, Black, Female,0,0,40, Puerto-Rico, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, Taiwan, <=50K
42, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, England, <=50K
43, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,44, United-States, <=50K
33, Private, Some-college, Separated, Tech-support, Own-child, White, Male,0,0,20, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7687,0,60, United-States, >50K
58, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
41, State-gov, 10th, Never-married, Tech-support, Unmarried, White, Male,0,0,25, United-States, <=50K
30, Private, 12th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
25, Private, Masters, Never-married, Machine-op-inspct, Own-child, White, Male,2411,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,25, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,42, United-States, >50K
29, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Priv-house-serv, Own-child, White, Male,0,0,16, United-States, <=50K
47, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,2994,0,60, United-States, >50K
38, Private, Assoc-voc, Separated, Prof-specialty, Not-in-family, White, Female,13724,0,45, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, United-States, >50K
43, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
49, Private, HS-grad, Never-married, Transport-moving, Wife, White, Female,15024,0,30, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,3771,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Female,0,0,60, United-States, <=50K
42, Self-emp-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,70, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
23, State-gov, 7th-8th, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,20, United-States, <=50K
31, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
21, State-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
53, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, >50K
47, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,1848,40, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
28, Private, HS-grad, Separated, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, 12th, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
40, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,50, United-States, >50K
31, State-gov, Some-college, Widowed, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
28, Local-gov, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
79, Private, 5th-6th, Widowed, Exec-managerial, Unmarried, White, Female,0,0,20, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Taiwan, >50K
55, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
49, Private, HS-grad, Divorced, Transport-moving, Wife, White, Male,0,0,40, United-States, >50K
52, Private, Bachelors, Widowed, Machine-op-inspct, Unmarried, White, Male,0,0,54, United-States, <=50K
68, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,26858,0,40, United-States, >50K
55, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
64, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,2629,0,21, United-States, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
27, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,35, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
52, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
58, Private, Prof-school, Widowed, Farming-fishing, Not-in-family, White, Male,40257,0,40, Puerto-Rico, >50K
46, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
39, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Federal-gov, 1st-4th, Divorced, Protective-serv, Husband, White, Male,0,0,48, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, El-Salvador, >50K
38, Private, 7th-8th, Never-married, Exec-managerial, Own-child, White, Male,0,0,54, United-States, <=50K
26, Private, HS-grad, Never-married, Protective-serv, Own-child, Black, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, Some-college, Never-married, Tech-support, Unmarried, White, Female,0,0,16, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,79, United-States, >50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,80, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Mexico, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, United-States, <=50K
23, Local-gov, Bachelors, Never-married, Craft-repair, Unmarried, White, Female,0,0,10, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,99999,0,60, United-States, >50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,54, United-States, >50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,4364,0,50, United-States, <=50K
60, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,2217,40, United-States, <=50K
49, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
50, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Vietnam, >50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, United-States, <=50K
61, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Local-gov, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,52, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
68, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States, >50K
65, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
52, Local-gov, Bachelors, Widowed, Prof-specialty, Unmarried, White, Female,0,0,58, United-States, <=50K
31, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, >50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
19, State-gov, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
51, Local-gov, Assoc-acdm, Separated, Prof-specialty, Unmarried, Black, Female,0,0,60, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
44, Local-gov, 11th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,1690,0,30, United-States, <=50K
62, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, <=50K
43, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,4650,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Ireland, >50K
37, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,5312,0,45, United-States, <=50K
50, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,32, United-States, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Separated, Farming-fishing, Husband, White, Male,0,0,73, United-States, <=50K
32, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Separated, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female,0,0,60, United-States, <=50K
37, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Italy, <=50K
59, Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Some-college, Never-married, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
44, Local-gov, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
20, Self-emp-inc, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,60, United-States, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,30, United-States, <=50K
45, Private, Bachelors, Widowed, Armed-Forces, Unmarried, Black, Female,0,0,40, United-States, <=50K
35, State-gov, 7th-8th, Never-married, Other-service, Not-in-family, Black, Male,0,0,20, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
56, State-gov, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,35, United-States, <=50K
59, Private, 9th, Divorced, Exec-managerial, Not-in-family, Black, Female,0,1864,30, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,3929,0,40, Mexico, <=50K
37, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,43, United-States, <=50K
28, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
45, Private, 12th, Never-married, Adm-clerical, Wife, White, Female,0,0,25, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
33, Local-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,50, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Ireland, >50K
50, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, State-gov, Bachelors, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, El-Salvador, <=50K
61, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
47, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Assoc-acdm, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
32, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
60, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,48, United-States, <=50K
58, Private, Assoc-acdm, Divorced, Other-service, Wife, White, Female,0,0,38, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, 7th-8th, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,52, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,39, United-States, <=50K
18, Private, 9th, Never-married, Other-service, Wife, White, Female,2174,0,30, United-States, <=50K
37, Private, 7th-8th, Never-married, Other-service, Wife, White, Female,0,0,25, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Vietnam, <=50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,40, South, <=50K
21, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
85, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
34, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K
45, Self-emp-not-inc, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
52, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,22, United-States, <=50K
39, Local-gov, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,48, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,65, United-States, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Taiwan, >50K
19, Private, 12th, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Exec-managerial, Not-in-family, Black, Male,2174,0,40, United-States, <=50K
40, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4619,0,50, United-States, >50K
37, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,50, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States, <=50K
24, Local-gov, Prof-school, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Assoc-acdm, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Philippines, >50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,33, United-States, <=50K
79, State-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, >50K
57, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, Dominican-Republic, >50K
59, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Wife, White, Male,0,2190,40, United-States, >50K
31, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
65, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,4500,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Sales, Wife, White, Male,0,0,35, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
54, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,35, United-States, <=50K
63, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, >50K
47, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
26, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,33, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,60, United-States, <=50K
