66, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
51, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,45, Peru, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
42, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, >50K
51, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,80, Germany, <=50K
52, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,54, Peru, <=50K
28, Private, Assoc-acdm, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
66, Local-gov, 5th-6th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,20, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1748,45, United-States, >50K
49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,32, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
66, Self-emp-not-inc, Doctorate, Widowed, Prof-specialty, Husband, White, Male,0,0,99, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,99999,0,60, United-States, >50K
26, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,8, United-States, <=50K
51, Private, Bachelors, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,24, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
34, Private, 10th, Never-married, Sales, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
50, Federal-gov, HS-grad, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Local-gov, 10th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
48, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,54, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,54, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
24, Self-emp-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,65, United-States, <=50K
59, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
23, State-gov, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
67, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,38, United-States, >50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, El-Salvador, <=50K
37, Self-emp-not-inc, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
64, Local-gov, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,52935,0,50, Hong, >50K
28, Private, 11th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Local-gov, Some-college, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,45, Canada, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,4386,0,54, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Divorced, Sales, Unmarried, White, Male,0,0,45, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,0,70, India, <=50K
43, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1977,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Local-gov, Bachelors, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
51, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
19, Private, 10th, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
50, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,4, United-States, <=50K
33, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, Columbia, <=50K
32, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,2174,0,99, Cambodia, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
43, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,12, United-States, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,30, United-States, <=50K
53, Private, Some-college, Never-married, Other-service, Wife, White, Male,0,0,30, United-States, <=50K
72, Self-emp-not-inc, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,37, United-States, <=50K
54, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
18, Private, 11th, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Some-college, Widowed, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
49, Local-gov, Masters, Never-married, Craft-repair, Unmarried, White, Male,0,0,20, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, 10th, Never-married, Sales, Not-in-family, White, Female,0,1590,54, United-States, <=50K
19, Private, Assoc-voc, Never-married, Other-service, Unmarried, White, Female,0,1848,40, Cuba, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
22, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
65, Self-emp-inc, 10th, Married-civ-spouse, Protective-serv, Husband, White, Male,7079,0,35, United-States, >50K
51, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Japan, <=50K
31, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,37, United-States, <=50K
58, Private, Doctorate, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, Germany, <=50K
24, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
30, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
64, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, >50K
71, Private, Some-college, Separated, Craft-repair, Husband, White, Male,0,0,30, United-States, >50K
49, Local-gov, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,43, United-States, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
70, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, United-States, >50K
69, Federal-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,2425,50, United-States, >50K
39, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,79, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Vietnam, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,46, United-States, <=50K
57, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,40, Mexico, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
46, Local-gov, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
18, Local-gov, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
43, Private, Some-college, Widowed, Other-service, Wife, White, Female,0,0,30, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
41, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1977,40, United-States, >50K
32, State-gov, HS-grad, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, >50K
26, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,65, Philippines, <=50K
23, Private, Doctorate, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Separated, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, 10th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
34, Local-gov, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, Cuba, <=50K
28, Private, 11th, Married-spouse-absent, Machine-op-inspct, Own-child, White, Female,0,0,40, Honduras, <=50K
40, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,3818,0,40, United-States, >50K
46, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,64, United-States, >50K
52, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, >50K
48, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,20, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1902,50, United-States, >50K
47, Private, HS-grad, Married-AF-spouse, Tech-support, Wife, White, Female,0,0,35, United-States, <=50K
26, Self-emp-not-inc, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,1683,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
18, Local-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Tech-support, Own-child, White, Female,0,0,15, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1557,40, United-States, >50K
56, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,2692,0,60, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
52, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, >50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
35, State-gov, Bachelors, Never-married, Protective-serv, Wife, White, Male,0,0,60, United-States, <=50K
26, Self-emp-inc, Some-college, Never-married, Handlers-cleaners, Wife, White, Female,0,0,15, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,45, United-States, <=50K
39, State-gov, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,9, United-States, <=50K
31, Private, 11th, Divorced, Tech-support, Other-relative, Black, Female,0,0,40, United-States, <=50K
49, Private, Doctorate, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,2372,40, United-States, >50K
46, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,54, United-States, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,60, United-States, >50K
27, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,50, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2284,40, United-States, <=50K
28, State-gov, HS-grad, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
26, Private, 11th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Local-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
57, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,38, United-States, <=50K
23, Private, HS-grad, Separated, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
36, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,43, United-States, <=50K
57, State-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,54, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1881,50, United-States, <=50K
59, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,3917,0,60, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, England, >50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
44, Private, Masters, Separated, Sales, Husband, White, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
68, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,1719,40, Italy, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States, <=50K
47, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, Some-college, Divorced, Handlers-cleaners, Wife, Asian-Pac-Islander, Male,9150,0,40, United-States, >50K
51, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, Peru, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, China, <=50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
44, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Separated, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
26, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,18, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
65, Private, 7th-8th, Never-married, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
62, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
32, Self-emp-inc, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,60, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,37, United-States, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
39, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,35, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Unmarried, Black, Female,0,0,22, Poland, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,5372,0,50, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
59, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
53, State-gov, 10th, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,35, United-States, <=50K
50, Private, Assoc-acdm, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Jamaica, >50K
62, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,45, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,64, Portugal, <=50K
23, Private, Bachelors, Separated, Handlers-cleaners, Own-child, White, Female,0,0,17, United-States, <=50K
76, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,10, United-States, >50K
33, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Germany, <=50K
40, Local-gov, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
45, Self-emp-inc, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
51, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,48, Greece, <=50K
48, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,30, United-States, >50K
29, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, France, <=50K
29, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,4386,0,40, United-States, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Private, Preschool, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
63, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,16, United-States, <=50K
23, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Private, Masters, Never-married, Farming-fishing, Other-relative, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Portugal, <=50K
48, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
23, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,1977,40, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,87, United-States, <=50K
45, Local-gov, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
