36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Germany, <=50K
43, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, Scotland, >50K
35, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
58, Federal-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,30, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,27, Poland, <=50K
32, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Hungary, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,36, Cambodia, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
44, Private, 12th, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, South, <=50K
70, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,8,0,35, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,99999,0,50, Peru, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, Germany, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,45, United-States, >50K
49, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,60, United-States, >50K
37, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, Ireland, >50K
42, Private, Masters, Divorced, Craft-repair, Wife, White, Male,0,2380,50, Vietnam, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, >50K
62, Private, Bachelors, Widowed, Craft-repair, Not-in-family, Other, Male,0,0,20, Poland, <=50K
42, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,30, Mexico, <=50K
44, Private, 7th-8th, Widowed, Sales, Not-in-family, Other, Male,4615,0,50, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Protective-serv, Unmarried, White, Female,0,0,28, Cuba, <=50K
56, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,1726,40, Taiwan, <=50K
21, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, Puerto-Rico, <=50K
44, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, Cambodia, <=50K
32, Private, Masters, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Thailand, >50K
59, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Unmarried, Other, Female,0,0,40, Italy, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
76, Private, 7th-8th, Widowed, Sales, Not-in-family, White, Female,0,0,15, United-States, >50K
65, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, United-States, <=50K
47, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, China, <=50K
45, Private, Doctorate, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Federal-gov, Doctorate, Married-civ-spouse, Sales, Unmarried, Other, Female,0,0,60, China, >50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,4748,0,40, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
40, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, United-States, >50K
30, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
30, Private, Bachelors, Never-married, Other-service, Unmarried, Black, Male,0,0,40, Mexico, <=50K
63, Self-emp-inc, 7th-8th, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Ireland, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, South, <=50K
35, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,2401,0,30, Italy, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,1902,60, United-States, >50K
38, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
45, Private, HS-grad, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, France, <=50K
57, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Jamaica, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Hungary, <=50K
59, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Nicaragua, >50K
69, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,3325,0,45, Mexico, >50K
43, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,36, Germany, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, China, >50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Germany, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,35, Mexico, <=50K
68, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, United-States, <=50K
59, Local-gov, Doctorate, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Masters, Divorced, Sales, Not-in-family, Other, Female,0,0,40, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Female,0,0,30, United-States, <=50K
48, Local-gov, HS-grad, Divorced, Machine-op-inspct, Husband, White, Female,1200,0,40, United-States, <=50K
47, Federal-gov, 9th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, Dominican-Republic, >50K
37, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Private, Masters, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,35, Scotland, <=50K
27, Private, Bachelors, Never-married, Handlers-cleaners, Husband, Black, Female,0,0,15, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Philippines, <=50K
41, Self-emp-inc, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Greece, >50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Black, Male,10520,0,50, Iran, <=50K
46, Private, HS-grad, Divorced, Sales, Husband, White, Female,0,0,50, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,36, Peru, <=50K
19, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,45, Ireland, <=50K
29, Federal-gov, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, Peru, <=50K
66, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,12, Mexico, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, Scotland, >50K
49, Private, Some-college, Widowed, Other-service, Husband, White, Female,0,0,35, Ecuador, <=50K
40, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,45, United-States, <=50K
56, Self-emp-not-inc, Assoc-voc, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,4, United-States, <=50K
89, Private, Masters, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Scotland, <=50K
70, Local-gov, Masters, Widowed, Sales, Husband, White, Male,0,0,50, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,0,45, Cambodia, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Holand-Netherlands, <=50K
65, Private, Preschool, Widowed, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
27, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,30, United-States, <=50K
26, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, China, <=50K
44, Private, HS-grad, Divorced, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,1665,60, El-Salvador, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
31, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Other-service, Unmarried, Black, Male,0,0,30, Puerto-Rico, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,30, Greece, <=50K
48, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, Germany, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,36, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,50, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,3351,0,50, Holand-Netherlands, >50K
43, Private, HS-grad, Widowed, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,16, Honduras, <=50K
19, Private, Some-college, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
55, Private, Masters, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1977,50, United-States, >50K
19, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
45, Private, 7th-8th, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, United-States, >50K
50, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1097,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
46, Private, HS-grad, Never-married, Other-service, Husband, Black, Female,0,0,40, Canada, <=50K
28, Private, Assoc-voc, Never-married, Priv-house-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1887,45, Peru, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,2000,0,40, Guatemala, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,15024,0,35, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Peru, <=50K
45, Private, 11th, Divorced, Farming-fishing, Unmarried, White, Male,0,0,50, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Female,0,0,40, Honduras, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, England, <=50K
51, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Columbia, >50K
24, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,69, Dominican-Republic, >50K
28, Private, 10th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
45, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,50, United-States, >50K
50, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Puerto-Rico, >50K
43, Federal-gov, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,60, Germany, >50K
34, Federal-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, Nicaragua, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,12, Honduras, <=50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
33, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,30, Portugal, <=50K
35, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,891,0,45, United-States, <=50K
71, Local-gov, Bachelors, Widowed, Prof-specialty, Husband, White, Male,14215,0,45, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,1666,43, United-States, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Yugoslavia, >50K
39, Private, HS-grad, Married-spouse-absent, Prof-specialty, Wife, Black, Male,0,1893,35, Vietnam, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Doctorate, Divorced, Exec-managerial, Husband, White, Male,3594,0,70, United-States, >50K
34, Private, Assoc-acdm, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Hong, <=50K
51, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,60, Haiti, >50K
22, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,40, Puerto-Rico, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, United-States, >50K
36, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Male,0,0,70, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Never-married, Sales, Husband, White, Male,0,1683,40, Iran, >50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,6, United-States, <=50K
24, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
24, Private, HS-grad, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
65, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,5269,0,40, Hungary, >50K
29, Self-emp-inc, Some-college, Divorced, Other-service, Husband, Black, Female,0,0,40, Honduras, >50K
45, Private, HS-grad, Separated, Sales, Husband, Other, Male,0,0,50, United-States, <=50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,4386,0,40, United-States, <=50K
38, Private, Masters, Divorced, Handlers-cleaners, Husband, White, Female,0,0,50, United-States, <=50K
33, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,35, United-States, >50K
55, Private, 7th-8th, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
24, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
17, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Iran, <=50K
58, State-gov, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,5013,0,40, Jamaica, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,8840,0,45, Hong, >50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Honduras, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,22, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7687,0,45, China, >50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,1902,30, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Italy, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,1887,45, United-States, <=50K
46, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
67, Self-emp-inc, HS-grad, Widowed, Tech-support, Not-in-family, Other, Male,0,0,30, Portugal, <=50K
46, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
70, Local-gov, Preschool, Widowed, Other-service, Not-in-family, White, Male,0,0,24, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,4677,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,4924,0,40, Cuba, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
29, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,70, United-States, <=50K
61, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
38, Private, 10th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
35, Private, Prof-school, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, England, <=50K
36, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, Taiwan, <=50K
63, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, Mexico, >50K
46, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
41, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, South, <=50K
44, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, Philippines, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,16, Cambodia, <=50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
58, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
51, Self-emp-inc, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,45, United-States, >50K
41, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, Poland, <=50K
40, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,47, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, Nicaragua, >50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
18, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,35, United-States, <=50K
31, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, Ireland, <=50K
25, Private, Assoc-voc, Divorced, Sales, Own-child, White, Female,0,0,40, Greece, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Scotland, >50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,40, Mexico, <=50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,3213,0,60, United-States, >50K
39, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,45, Guatemala, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Vietnam, >50K
37, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ireland, <=50K
52, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, Other, Male,0,0,30, United-States, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, State-gov, Bachelors, Never-married, Prof-specialty, Own-child, Other, Female,0,0,40, Peru, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Wife, White, Male,7823,0,20, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
41, Federal-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Vietnam, <=50K
64, Private, HS-grad, Widowed, Exec-managerial, Unmarried, White, Male,0,0,16, Columbia, <=50K
23, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Assoc-voc, Separated, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
49, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
35, Local-gov, 1st-4th, Married-civ-spouse, Sales, Husband, Black, Female,0,0,30, Philippines, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Hong, <=50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States, >50K
31, Local-gov, Some-college, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
58, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Peru, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
59, Self-emp-inc, 5th-6th, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,71, Hungary, <=50K
47, State-gov, 7th-8th, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
