27, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
28, Local-gov, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,40, India, <=50K
43, Private, Some-college, Widowed, Exec-managerial, Wife, White, Female,0,0,32, Cambodia, <=50K
44, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, State-gov, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,15, United-States, <=50K
29, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Assoc-acdm, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
31, Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,10963,0,50, United-States, >50K
57, Private, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
66, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
62, Federal-gov, Bachelors, Divorced, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
60, Private, Some-college, Separated, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Wife, Other, Male,0,0,50, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
40, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
22, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,43, United-States, <=50K
76, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,3, United-States, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,45, United-States, <=50K
34, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
45, Local-gov, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Japan, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
43, Private, Bachelors, Separated, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
30, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,50, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
34, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
63, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
46, Local-gov, Bachelors, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,4264,0,60, United-States, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,35, United-States, <=50K
20, Private, 11th, Never-married, Craft-repair, Own-child, White, Female,0,0,35, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Male,3363,0,40, United-States, <=50K
27, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, >50K
42, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,7316,0,35, United-States, >50K
34, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,3069,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, South, <=50K
23, State-gov, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,42, United-States, <=50K
52, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, Prof-school, Divorced, Sales, Wife, Asian-Pac-Islander, Female,99999,0,50, Columbia, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
34, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,4883,0,60, United-States, >50K
43, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,22, United-States, >50K
30, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, Other, Male,0,1887,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Haiti, <=50K
22, Private, Some-college, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
45, Private, Some-college, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, Thailand, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
59, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Female,0,0,32, France, <=50K
19, Private, 11th, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Honduras, <=50K
48, Self-emp-not-inc, 7th-8th, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,7298,0,60, United-States, <=50K
38, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
48, Federal-gov, 9th, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,99999,0,40, United-States, >50K
21, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
33, Private, 7th-8th, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
54, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Assoc-voc, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
49, Self-emp-not-inc, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
39, Private, 10th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K
31, Local-gov, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,1887,40, United-States, >50K
23, Private, Some-college, Never-married, Transport-moving, Wife, White, Male,0,0,25, United-States, <=50K
48, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, 9th, Divorced, Adm-clerical, Wife, White, Female,0,0,38, United-States, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,50, United-States, <=50K
30, Federal-gov, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, Federal-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Philippines, >50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, China, <=50K
26, Federal-gov, Bachelors, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
79, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,2033,0,15, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
45, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,25, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,3998,0,40, United-States, <=50K
47, State-gov, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,20, United-States, <=50K
21, Private, Prof-school, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
28, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
37, Private, Masters, Never-married, Sales, Husband, White, Male,0,0,70, Germany, >50K
33, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, El-Salvador, <=50K
33, Self-emp-not-inc, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
47, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Female,0,0,54, United-States, <=50K
43, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Other, Female,0,0,30, Cambodia, <=50K
32, State-gov, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
40, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Self-emp-inc, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,3130,0,50, United-States, >50K
35, Private, HS-grad, Divorced, Sales, Wife, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Doctorate, Divorced, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,60, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,99999,0,50, United-States, >50K
58, Federal-gov, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
43, State-gov, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,39, United-States, >50K
50, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,7687,0,50, United-States, >50K
34, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,15024,0,38, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
45, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, Haiti, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, Mexico, <=50K
37, Private, Bachelors, Divorced, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,1899,45, Iran, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,42, United-States, <=50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, Peru, >50K
41, Private, HS-grad, Never-married, Transport-moving, Unmarried, Other, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,40, India, <=50K
62, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,60, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,15024,0,86, United-States, <=50K
34, Private, Masters, Never-married, Prof-specialty, Wife, White, Male,0,0,50, United-States, <=50K
47, Private, HS-grad, Widowed, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
38, Private, Some-college, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,50, United-States, <=50K
57, Local-gov, 7th-8th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,13764,0,99, United-States, <=50K
70, Federal-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
62, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
43, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Federal-gov, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
30, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
36, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Private, Some-college, Divorced, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
49, Local-gov, Bachelors, Separated, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
58, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Puerto-Rico, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Local-gov, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Divorced, Tech-support, Own-child, Other, Female,0,0,40, United-States, <=50K
30, Private, 12th, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
40, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
60, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Laos, <=50K
42, Private, HS-grad, Separated, Tech-support, Husband, White, Male,0,0,60, Canada, <=50K
69, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Sales, Wife, Black, Female,99999,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1901,54, United-States, <=50K
27, Private, Some-college, Never-married, Tech-support, Not-in-family, Black, Female,0,0,35, United-States, <=50K
70, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,26, United-States, >50K
21, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,35, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
30, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Divorced, Transport-moving, Unmarried, White, Female,0,0,50, United-States, <=50K
61, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Husband, Black, Male,0,0,40, United-States, <=50K
56, State-gov, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Philippines, <=50K
60, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, >50K
36, Private, Doctorate, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,4072,0,40, United-States, >50K
40, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Doctorate, Never-married, Craft-repair, Husband, White, Male,0,0,70, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Mexico, >50K
41, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,94, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,20, United-States, <=50K
49, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,0,60, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, Guatemala, >50K
59, Private, Some-college, Separated, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Peru, <=50K
45, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,25, United-States, <=50K
40, State-gov, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,1902,50, United-States, >50K
29, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, <=50K
37, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,99999,0,50, United-States, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,14, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, El-Salvador, >50K
38, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Widowed, Farming-fishing, Wife, White, Male,10515,0,50, Jamaica, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
74, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,3, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Mexico, >50K
52, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,2346,0,40, United-States, <=50K
56, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,50, United-States, <=50K
44, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
38, Private, Some-college, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, Honduras, >50K
64, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,25, United-States, >50K
56, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
28, Local-gov, Some-college, Separated, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, 9th, Divorced, Other-service, Not-in-family, White, Female,0,0,35, Mexico, <=50K
21, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,25, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,36, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
61, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,40, Thailand, >50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
30, State-gov, 12th, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, <=50K
23, Local-gov, 11th, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,30, United-States, <=50K
55, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
34, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, Hungary, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States, <=50K
25, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
25, Private, Bachelors, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
63, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Mexico, >50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
38, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
32, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,8, United-States, <=50K
44, Private, Prof-school, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, >50K
28, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
19, Private, Prof-school, Never-married, Protective-serv, Own-child, Black, Male,0,0,60, United-States, <=50K
39, State-gov, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,1977,40, United-States, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,15, United-States, <=50K
44, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,1889,40, Mexico, <=50K
51, Private, 10th, Divorced, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
34, Private, HS-grad, Separated, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Wife, Asian-Pac-Islander, Male,0,0,18, United-States, <=50K
33, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,43, United-States, <=50K
