54, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
30, Private, HS-grad, Never-married, Transport-moving, Own-child, Other, Male,3409,0,40, Mexico, <=50K
23, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,45, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,50, Cambodia, <=50K
49, Private, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,48, Mexico, <=50K
53, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Haiti, >50K
18, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,15, China, <=50K
39, State-gov, Some-college, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
38, Self-emp-inc, Some-college, Never-married, Transport-moving, Unmarried, Black, Female,0,0,54, Nicaragua, <=50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,30, United-States, <=50K
42, Local-gov, Assoc-voc, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Honduras, <=50K
37, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, Nicaragua, <=50K
47, Private, 10th, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, Nicaragua, >50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,40, South, >50K
34, Private, 10th, Separated, Sales, Husband, Black, Male,0,0,40, Scotland, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, South, >50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,43, Guatemala, >50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Taiwan, <=50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Dominican-Republic, >50K
48, Private, Some-college, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, Cambodia, <=50K
45, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,38, Cambodia, <=50K
45, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, Black, Female,0,0,30, Germany, <=50K
54, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,65, Trinadad&Tobago, <=50K
36, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, Laos, <=50K
31, Private, HS-grad, Never-married, Farming-fishing, Wife, Black, Male,0,0,60, Jamaica, <=50K
71, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,27, Honduras, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, >50K
37, Private, Masters, Separated, Prof-specialty, Husband, White, Male,99999,0,50, Laos, >50K
30, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, England, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Jamaica, <=50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,4585,0,40, Cambodia, >50K
26, Private, 7th-8th, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Ireland, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, Jamaica, <=50K
26, Private, Some-college, Separated, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Guatemala, >50K
60, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Other, Female,0,0,27, England, >50K
24, Private, 10th, Never-married, Sales, Own-child, Black, Female,0,0,20, Yugoslavia, <=50K
17, Private, 10th, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,30, Cambodia, <=50K
43, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Germany, <=50K
37, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
22, Private, 10th, Never-married, Sales, Own-child, Black, Male,0,0,50, Guatemala, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
35, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Ireland, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Wife, Black, Male,0,2428,40, Canada, <=50K
44, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,40, Cuba, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, Iran, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Mexico, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Canada, >50K
27, Private, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,30, Ireland, >50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,47, Ecuador, >50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,36, Iran, <=50K
42, Private, Prof-school, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Ecuador, >50K
31, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,45, Scotland, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,35, Germany, >50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Philippines, >50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Germany, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, Vietnam, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,15, England, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,1887,20, Yugoslavia, <=50K
27, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,60, Mexico, <=50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,14606,0,40, Cuba, >50K
23, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,4650,0,87, South, >50K
67, Private, Some-college, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Haiti, <=50K
28, Private, Bachelors, Never-married, Other-service, Husband, Other, Female,0,0,40, France, <=50K
39, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Scotland, <=50K
44, Private, Some-college, Widowed, Prof-specialty, Wife, Black, Female,0,0,35, Mexico, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, Ecuador, <=50K
57, Local-gov, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,32, Scotland, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Germany, <=50K
23, Private, 12th, Separated, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, Vietnam, <=50K
39, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Jamaica, >50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,10520,0,60, Laos, >50K
39, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
46, Private, Bachelors, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, France, <=50K
73, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,30, Puerto-Rico, <=50K
59, Private, 10th, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Thailand, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1992,60, Hungary, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,40, Cambodia, <=50K
26, Private, 11th, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,3137,0,40, Canada, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,38, Nicaragua, >50K
36, Private, HS-grad, Never-married, Prof-specialty, Husband, Other, Female,779,0,49, Thailand, >50K
37, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, Other, Male,0,0,50, China, <=50K
46, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,60, Portugal, >50K
42, Private, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
46, Private, Bachelors, Separated, Other-service, Husband, Other, Female,0,0,40, England, >50K
49, Private, 11th, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, France, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Italy, >50K
19, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,69, Cuba, <=50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,45, Trinadad&Tobago, <=50K
56, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,4226,0,40, United-States, <=50K
51, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
60, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Female,7687,0,35, Jamaica, >50K
58, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
28, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, Puerto-Rico, <=50K
21, State-gov, 11th, Never-married, Sales, Own-child, Other, Male,0,0,20, Thailand, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
27, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
18, Private, 11th, Never-married, Transport-moving, Own-child, Black, Female,0,0,30, El-Salvador, <=50K
61, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Vietnam, >50K
19, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Ireland, <=50K
54, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Poland, >50K
28, Private, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Philippines, <=50K
29, Self-emp-inc, 10th, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
41, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,50, Scotland, <=50K
56, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,50, Yugoslavia, <=50K
20, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,35, Haiti, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,43, Scotland, >50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Poland, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,38, Portugal, >50K
48, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,4978,0,30, El-Salvador, >50K
54, Private, 9th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,99999,0,45, Guatemala, >50K
56, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Honduras, >50K
21, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,40, Iran, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
34, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Philippines, >50K
28, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Wife, Black, Male,0,0,54, Taiwan, >50K
67, Private, HS-grad, Separated, Farming-fishing, Unmarried, White, Female,0,0,20, Peru, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,50, Hong, <=50K
61, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
57, Federal-gov, Some-college, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Ireland, <=50K
40, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,44, India, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Peru, >50K
33, Private, 9th, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, Nicaragua, >50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, Laos, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,1579,50, Mexico, <=50K
47, Private, HS-grad, Widowed, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
67, Private, 5th-6th, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,14, Trinadad&Tobago, <=50K
24, State-gov, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,30, Guatemala, <=50K
65, Self-emp-not-inc, HS-grad, Separated, Farming-fishing, Not-in-family, Other, Male,0,0,15, Taiwan, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Female,0,0,40, Honduras, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, Trinadad&Tobago, <=50K
64, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, Taiwan, <=50K
31, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, El-Salvador, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,25, Canada, >50K
20, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,15, Laos, <=50K
22, Private, HS-grad, Separated, Sales, Husband, Other, Male,0,0,40, France, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,4487,0,44, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,14603,0,40, United-States, >50K
50, Private, Some-college, Widowed, Transport-moving, Not-in-family, Other, Female,0,0,24, China, <=50K
27, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,6852,0,40, Philippines, >50K
54, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Hungary, <=50K
37, Private, Masters, Never-married, Farming-fishing, Unmarried, White, Male,0,0,73, Poland, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, India, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Germany, >50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, >50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Japan, >50K
23, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, Peru, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, >50K
36, Local-gov, HS-grad, Separated, Other-service, Not-in-family, Other, Female,7687,0,40, South, <=50K
46, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Greece, >50K
58, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
21, Private, 11th, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, France, <=50K
48, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1979,40, Puerto-Rico, >50K
49, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
30, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, >50K
28, Private, HS-grad, Separated, Craft-repair, Husband, Other, Male,0,0,60, Poland, <=50K
21, State-gov, Assoc-voc, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Germany, <=50K
51, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,4763,0,40, Ecuador, >50K
36, Private, Bachelors, Widowed, Protective-serv, Own-child, Black, Female,0,0,30, Puerto-Rico, <=50K
23, Private, 7th-8th, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, Trinadad&Tobago, <=50K
48, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,35, Guatemala, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
50, State-gov, 10th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Germany, <=50K
43, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Black, Female,7062,0,40, Japan, >50K
71, Private, Bachelors, Widowed, Exec-managerial, Unmarried, Other, Male,0,0,10, Haiti, <=50K
30, Private, Assoc-acdm, Never-married, Sales, Not-in-family, Black, Female,0,0,35, El-Salvador, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,54, Columbia, <=50K
31, Private, HS-grad, Separated, Craft-repair, Own-child, White, Female,0,0,40, Trinadad&Tobago, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,43, Nicaragua, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
42, Private, Some-college, Divorced, Priv-house-serv, Unmarried, Other, Female,0,0,38, Cuba, <=50K
47, Private, Assoc-voc, Widowed, Exec-managerial, Unmarried, Other, Female,0,0,54, Japan, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, >50K
50, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,10520,0,40, India, >50K
34, Private, Assoc-acdm, Divorced, Transport-moving, Not-in-family, White, Female,0,0,72, Canada, <=50K
38, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Thailand, >50K
25, Federal-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,30, Japan, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
45, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Canada, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Haiti, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,30, Poland, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,59, Hungary, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, >50K
45, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Vietnam, >50K
41, Self-emp-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,3413,0,40, Philippines, >50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,15, India, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, >50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,6528,0,40, Dominican-Republic, >50K
44, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
43, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,99999,0,40, South, >50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,4123,0,40, England, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
24, Private, HS-grad, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
39, Private, Prof-school, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,54, South, >50K
41, Private, Some-college, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Hong, <=50K
65, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,5, Trinadad&Tobago, <=50K
50, Private, 9th, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,7600,0,40, Dominican-Republic, >50K
31, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,60, Yugoslavia, >50K
55, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, South, <=50K
33, Local-gov, Bachelors, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, El-Salvador, <=50K
32, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Cuba, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,4156,0,50, United-States, >50K
34, Private, Assoc-voc, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Hungary, <=50K
46, Private, Doctorate, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, >50K
35, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Germany, >50K
26, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,45, Haiti, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Iran, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Ecuador, >50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,30, Trinadad&Tobago, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,45, United-States, <=50K
34, State-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
36, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,43, Germany, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Poland, <=50K
19, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, Vietnam, <=50K
41, State-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Vietnam, <=50K
54, Private, 12th, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
33, Private, HS-grad, Divorced, Protective-serv, Not-in-family, Other, Female,0,0,40, Ireland, <=50K
35, Local-gov, HS-grad, Separated, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
43, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,45, Cambodia, <=50K
28, Private, Bachelors, Separated, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
36, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Dominican-Republic, >50K
27, Private, Bachelors, Separated, Craft-repair, Own-child, White, Male,0,0,35, Iran, <=50K
38, Federal-gov, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1955,30, Thailand, <=50K
