67, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
70, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Black, Female,0,0,5, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
33, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
47, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
72, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
30, Private, Some-college, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,12, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,50, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,3325,0,35, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
73, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,10, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,1728,0,45, United-States, <=50K
24, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, Taiwan, <=50K
41, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, <=50K
61, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
22, Local-gov, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,36, United-States, <=50K
27, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1721,40, United-States, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,36, United-States, <=50K
33, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
35, Private, Bachelors, Never-married, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
31, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Self-emp-inc, Masters, Never-married, Exec-managerial, Husband, White, Male,99999,0,60, United-States, >50K
28, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,15, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1887,54, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
29, Private, 9th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
34, Local-gov, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, >50K
67, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
38, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Ireland, <=50K
18, Local-gov, 11th, Never-married, Adm-clerical, Own-child, White, Female,2558,0,32, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,30, United-States, <=50K
54, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,15, Mexico, <=50K
65, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,17, United-States, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
47, State-gov, Some-college, Never-married, Machine-op-inspct, Wife, White, Female,0,0,3, United-States, <=50K
50, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Poland, <=50K
32, Self-emp-inc, Prof-school, Never-married, Exec-managerial, Husband, White, Male,0,2407,70, United-States, <=50K
37, Private, Some-college, Separated, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,1895,40, United-States, >50K
53, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
62, Private, Bachelors, Separated, Exec-managerial, Husband, White, Male,0,0,40, Ireland, >50K
49, State-gov, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,40, Cambodia, >50K
34, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Haiti, <=50K
26, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,60, United-States, <=50K
58, Private, Some-college, Separated, Sales, Husband, White, Female,0,0,40, United-States, >50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
32, Private, 9th, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
28, State-gov, Some-college, Never-married, Sales, Unmarried, Black, Female,3325,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,5013,0,45, United-States, >50K
17, Private, 11th, Never-married, Other-service, Other-relative, White, Male,0,0,15, United-States, <=50K
51, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1883,60, United-States, >50K
27, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,45, Philippines, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,52, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Mexico, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,37, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,12, United-States, <=50K
34, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,50, Ireland, <=50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,43, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,4737,0,54, United-States, <=50K
28, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Mexico, >50K
45, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,15, Mexico, <=50K
46, Private, Masters, Divorced, Adm-clerical, Own-child, Black, Female,0,0,30, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,1718,50, Japan, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,15, United-States, <=50K
19, Private, 12th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
57, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,35, Columbia, >50K
19, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,60, United-States, <=50K
46, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
30, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,45, United-States, <=50K
31, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,60, United-States, <=50K
48, Private, Prof-school, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Federal-gov, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
59, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,253,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
59, Local-gov, 7th-8th, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
71, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,6968,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,54, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
70, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,1295,0,40, United-States, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2093,53, United-States, >50K
20, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,74, United-States, >50K
34, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,48, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,50, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, 7th-8th, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
62, Private, Bachelors, Separated, Other-service, Wife, White, Female,0,0,16, United-States, <=50K
17, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
69, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
70, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,16, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Separated, Sales, Unmarried, White, Male,0,0,30, United-States, <=50K
56, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
47, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,3438,0,40, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
18, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,54, United-States, <=50K
27, Private, Bachelors, Separated, Other-service, Own-child, White, Male,0,0,46, United-States, <=50K
25, Self-emp-inc, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
62, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,41, United-States, >50K
30, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
43, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
55, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
55, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
76, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,10, United-States, <=50K
25, Private, Some-college, Never-married, Tech-support, Other-relative, White, Male,0,0,20, United-States, >50K
74, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, United-States, >50K
40, Private, 9th, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,50, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2189,40, United-States, <=50K
27, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Guatemala, >50K
79, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, State-gov, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,5, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,65, United-States, >50K
36, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,52, United-States, <=50K
35, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,4880,0,40, United-States, >50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
37, Private, Some-college, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Widowed, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Other-relative, Black, Female,0,0,55, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, <=50K
34, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, 11th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
23, Private, Assoc-acdm, Never-married, Prof-specialty, Husband, Black, Female,0,0,50, United-States, <=50K
44, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,35, United-States, <=50K
66, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
59, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,3185,0,35, United-States, <=50K
46, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, Black, Male,0,0,35, Mexico, >50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, >50K
49, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
27, State-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2842,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,11, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
20, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
41, Self-emp-not-inc, 10th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,42, United-States, >50K
40, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,5013,0,36, United-States, <=50K
18, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
66, State-gov, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,42, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
56, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
32, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
35, Federal-gov, Masters, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
57, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
46, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,50, United-States, >50K
43, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
44, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, >50K
18, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,15, United-States, <=50K
32, Self-emp-not-inc, Some-college, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Federal-gov, Bachelors, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Never-married, Protective-serv, Husband, White, Female,0,0,48, Holand-Netherlands, <=50K
60, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,30, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
50, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,47, United-States, <=50K
44, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1480,45, Vietnam, >50K
37, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,99999,0,45, United-States, >50K
36, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,2606,0,40, United-States, <=50K
39, Local-gov, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,1887,40, United-States, <=50K
52, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, >50K
35, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, Masters, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
38, Federal-gov, HS-grad, Never-married, Exec-managerial, Other-relative, White, Male,0,0,15, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,48, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
23, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Male,0,0,45, United-States, <=50K
27, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,48, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,22, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
