35, Private, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
30, Private, Assoc-acdm, Never-married, Protective-serv, Own-child, Black, Female,0,0,45, El-Salvador, <=50K
35, Local-gov, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Mexico, <=50K
27, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,25, Germany, <=50K
20, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Mexico, <=50K
40, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, India, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
34, Federal-gov, 5th-6th, Never-married, Adm-clerical, Unmarried, White, Female,2797,0,50, Outlying-US(Guam-USVI-etc), <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,3309,0,40, South, <=50K
63, Self-emp-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Hong, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Columbia, <=50K
57, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Hong, <=50K
53, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ireland, >50K
52, Local-gov, Some-college, Separated, Sales, Wife, Black, Female,0,0,25, Peru, <=50K
59, Private, Masters, Divorced, Tech-support, Not-in-family, White, Male,0,0,57, Italy, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, Outlying-US(Guam-USVI-etc), >50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,50, Japan, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Cuba, <=50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Iran, <=50K
41, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
59, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,29, India, <=50K
35, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Canada, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, France, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, <=50K
34, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,7687,0,50, Canada, >50K
34, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
66, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,5341,0,40, England, >50K
67, Private, HS-grad, Widowed, Adm-clerical, Wife, White, Female,0,0,20, Ireland, <=50K
33, Private, 9th, Separated, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
52, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,12, Hungary, >50K
37, State-gov, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,15024,0,45, Scotland, >50K
55, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,35, Nicaragua, <=50K
18, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, El-Salvador, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, Germany, <=50K
33, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,45, Philippines, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Guatemala, >50K
53, Private, 9th, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
63, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,27738,0,50, United-States, >50K
46, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,40, China, >50K
21, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,50, Hungary, <=50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, India, >50K
58, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1887,40, Vietnam, >50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,60, Canada, <=50K
33, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Vietnam, <=50K
45, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Japan, >50K
51, Private, Assoc-voc, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,40, England, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Italy, <=50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Trinadad&Tobago, <=50K
60, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,35, South, <=50K
28, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, Greece, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,70, Cuba, >50K
58, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Taiwan, >50K
27, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, Columbia, <=50K
38, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Hong, <=50K
44, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Canada, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,35, South, <=50K
34, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
45, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, Cambodia, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2235,50, Dominican-Republic, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, Trinadad&Tobago, <=50K
66, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,27691,0,60, India, >50K
46, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, Thailand, <=50K
34, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Ireland, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, Puerto-Rico, <=50K
44, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,40, Hong, <=50K
50, Private, Masters, Separated, Exec-managerial, Unmarried, White, Male,0,0,38, England, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Italy, >50K
47, Private, 1st-4th, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Hungary, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, Iran, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
48, Local-gov, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,30, Hong, <=50K
29, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, Italy, <=50K
38, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,30, Guatemala, <=50K
48, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,20, England, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Hong, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, >50K
27, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,27, Cuba, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,35, Vietnam, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, Japan, <=50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Ecuador, <=50K
18, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, France, >50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Holand-Netherlands, <=50K
36, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Male,0,1848,44, Thailand, <=50K
40, Private, 9th, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
34, Local-gov, Assoc-voc, Never-married, Machine-op-inspct, Husband, White, Male,0,0,30, Yugoslavia, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, South, <=50K
47, Private, Some-college, Widowed, Exec-managerial, Unmarried, White, Female,0,0,43, Germany, <=50K
21, Private, HS-grad, Never-married, Tech-support, Husband, White, Male,0,0,40, Greece, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,45, Germany, <=50K
29, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, Asian-Pac-Islander, Male,0,0,50, Mexico, >50K
58, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, Greece, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
57, Self-emp-inc, 12th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Ireland, <=50K
44, Private, Masters, Separated, Sales, Unmarried, White, Male,0,0,45, India, <=50K
59, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,5178,0,40, Thailand, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Honduras, >50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Thailand, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, India, >50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, Puerto-Rico, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
44, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,65, United-States, <=50K
43, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,45, Cuba, <=50K
23, Private, Bachelors, Never-married, Sales, Other-relative, White, Male,0,0,40, Philippines, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Peru, >50K
59, Private, HS-grad, Separated, Farming-fishing, Unmarried, White, Female,0,0,32, Italy, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Poland, >50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, Japan, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,24, Honduras, <=50K
46, State-gov, HS-grad, Separated, Craft-repair, Husband, White, Female,0,0,40, Japan, <=50K
66, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, Japan, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Germany, <=50K
36, Private, Some-college, Widowed, Sales, Unmarried, Other, Female,0,0,40, Laos, >50K
43, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,54, Honduras, >50K
41, Private, 7th-8th, Divorced, Craft-repair, Wife, White, Female,0,0,40, Poland, <=50K
45, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,43, Haiti, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Canada, >50K
23, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, France, <=50K
39, Self-emp-not-inc, Some-college, Married-spouse-absent, Prof-specialty, Husband, White, Female,0,2049,40, Portugal, >50K
54, Private, Some-college, Separated, Farming-fishing, Unmarried, Black, Male,15024,0,50, Puerto-Rico, >50K
36, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Honduras, >50K
18, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,10, Trinadad&Tobago, <=50K
24, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Mexico, >50K
42, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,35, Italy, <=50K
62, Private, HS-grad, Separated, Sales, Wife, Asian-Pac-Islander, Male,0,0,20, Poland, <=50K
39, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
49, Self-emp-not-inc, Assoc-voc, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,20, South, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Italy, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, Germany, <=50K
37, Private, Bachelors, Widowed, Prof-specialty, Unmarried, Black, Male,0,0,40, Holand-Netherlands, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
59, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,38, Canada, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Mexico, <=50K
30, Private, 12th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, Mexico, >50K
41, Private, Assoc-acdm, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
32, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,45, France, >50K
36, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Laos, <=50K
62, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, England, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hong, <=50K
26, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, Italy, <=50K
43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
35, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,45, Hungary, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Italy, <=50K
26, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,40, Columbia, >50K
25, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Ecuador, <=50K
46, Private, Masters, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,3118,0,52, Italy, <=50K
48, Private, Prof-school, Divorced, Handlers-cleaners, Not-in-family, Black, Male,14514,0,65, Thailand, >50K
62, Private, Assoc-voc, Widowed, Other-service, Not-in-family, White, Female,0,0,30, South, <=50K
44, State-gov, Masters, Divorced, Craft-repair, Unmarried, Black, Female,0,1507,40, El-Salvador, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, England, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, Holand-Netherlands, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,3203,0,40, Japan, <=50K
40, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
32, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Guatemala, <=50K
32, Private, 9th, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Haiti, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Yugoslavia, <=50K
28, Private, HS-grad, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,30, Honduras, <=50K
28, Self-emp-not-inc, 10th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,4908,0,40, Jamaica, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Japan, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, Jamaica, >50K
46, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Yugoslavia, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Hungary, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Cuba, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, Peru, <=50K
21, Self-emp-inc, Some-college, Never-married, Sales, Own-child, White, Male,0,0,38, United-States, <=50K
30, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,2253,0,45, Ireland, <=50K
19, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,26, Jamaica, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,65, Guatemala, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, Poland, >50K
69, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
40, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,3103,0,20, Ecuador, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,15, Nicaragua, <=50K
66, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,99, Trinadad&Tobago, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, Guatemala, <=50K
45, Federal-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Honduras, >50K
45, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,14216,0,40, Canada, >50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Holand-Netherlands, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, Haiti, <=50K
22, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, Thailand, >50K
40, State-gov, Bachelors, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,45, Taiwan, <=50K
37, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,27826,0,60, Guatemala, >50K
41, Private, Some-college, Never-married, Exec-managerial, Wife, White, Male,0,0,25, Hungary, <=50K
31, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, Holand-Netherlands, <=50K
78, Local-gov, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,24, Yugoslavia, <=50K
23, State-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,20, Taiwan, <=50K
58, State-gov, Assoc-voc, Divorced, Sales, Not-in-family, White, Female,0,0,54, Vietnam, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Thailand, >50K
50, Private, Some-college, Divorced, Other-service, Wife, Asian-Pac-Islander, Female,0,0,35, Honduras, <=50K
27, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, India, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
33, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Philippines, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,20, El-Salvador, <=50K
50, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Thailand, <=50K
52, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
50, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Philippines, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Jamaica, <=50K
69, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,16, Nicaragua, <=50K
42, Self-emp-inc, Bachelors, Divorced, Protective-serv, Wife, White, Male,0,0,50, Hungary, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Guatemala, >50K
29, Private, Bachelors, Divorced, Other-service, Own-child, Black, Female,0,0,40, Scotland, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Female,0,0,20, Dominican-Republic, <=50K
32, Private, Some-college, Separated, Sales, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
39, Private, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,15024,0,60, Hungary, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, Thailand, <=50K
34, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
27, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, Greece, <=50K
48, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Mexico, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Ecuador, <=50K
26, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, France, <=50K
26, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Hungary, >50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7687,0,45, United-States, >50K
37, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,56, Yugoslavia, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Poland, <=50K
51, Private, HS-grad, Widowed, Priv-house-serv, Unmarried, White, Female,0,0,15, Jamaica, <=50K
17, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,20, Taiwan, <=50K
32, Private, Bachelors, Divorced, Handlers-cleaners, Husband, White, Female,0,0,40, Cuba, <=50K
42, Private, HS-grad, Separated, Handlers-cleaners, Husband, White, Male,0,0,40, France, <=50K
45, Private, Bachelors, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,20, Trinadad&Tobago, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Thailand, <=50K
22, Private, 12th, Never-married, Handlers-cleaners, Not-in-family, White, Female,2591,0,40, Hungary, >50K
24, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,35, Philippines, <=50K
28, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Greece, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Scotland, >50K
59, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Guatemala, >50K
41, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
49, Private, 7th-8th, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,50, Italy, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Nicaragua, >50K
31, Private, Some-college, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,25, Puerto-Rico, <=50K
59, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Laos, <=50K
41, Local-gov, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
31, Self-emp-not-inc, 12th, Never-married, Craft-repair, Husband, White, Female,0,0,60, Nicaragua, >50K
64, State-gov, 12th, Separated, Exec-managerial, Unmarried, Black, Female,0,0,40, Hungary, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, South, >50K
33, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,30, Laos, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Scotland, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Dominican-Republic, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, South, <=50K
64, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Mexico, <=50K
