34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, >50K
41, State-gov, Masters, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,40, Hong, >50K
32, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,54, Cuba, <=50K
39, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,15024,0,48, El-Salvador, >50K
29, Private, Some-college, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,30, Laos, >50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Laos, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Vietnam, <=50K
19, Private, 10th, Never-married, Sales, Own-child, Black, Female,0,0,12, Hong, <=50K
50, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Guatemala, >50K
29, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Puerto-Rico, >50K
67, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,70, United-States, >50K
56, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,75, Canada, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,40, Portugal, >50K
42, Private, Masters, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,54, France, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Vietnam, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,1902,45, Portugal, >50K
35, Local-gov, 7th-8th, Never-married, Sales, Unmarried, Black, Male,0,0,20, Iran, <=50K
17, Self-emp-not-inc, 10th, Never-married, Other-service, Own-child, White, Female,0,0,16, Yugoslavia, >50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Cuba, <=50K
60, State-gov, Bachelors, Widowed, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,50, Germany, <=50K
52, Private, Masters, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
24, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
34, Private, Masters, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,80, Columbia, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Taiwan, >50K
79, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Nicaragua, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Poland, <=50K
23, Private, Some-college, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,48, Portugal, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,20, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Philippines, <=50K
53, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, France, >50K
39, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
68, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Female,20585,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,25, India, <=50K
58, State-gov, Bachelors, Separated, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, <=50K
36, Private, Some-college, Separated, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Mexico, <=50K
41, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,60, Greece, >50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,1900,54, United-States, >50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,2176,0,48, Honduras, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Local-gov, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,35, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, Haiti, >50K
32, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Other, Male,0,0,40, Cambodia, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,45, Ireland, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, >50K
36, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1977,50, El-Salvador, >50K
43, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
33, Private, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Male,0,1612,60, Jamaica, <=50K
47, State-gov, 12th, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,1, Honduras, >50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Cambodia, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Ecuador, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Mexico, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, India, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, 9th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,35, England, <=50K
30, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,75, Yugoslavia, >50K
19, Private, 7th-8th, Never-married, Craft-repair, Own-child, White, Male,0,0,25, Cambodia, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, Germany, >50K
47, Private, Bachelors, Separated, Sales, Not-in-family, White, Male,0,0,45, Vietnam, <=50K
22, Private, 11th, Separated, Adm-clerical, Own-child, White, Male,0,0,30, Ireland, <=50K
50, Self-emp-not-inc, HS-grad, Married-spouse-absent, Craft-repair, Unmarried, Black, Female,0,0,40, Ireland, <=50K
28, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Puerto-Rico, <=50K
25, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
34, Private, Some-college, Separated, Exec-managerial, Husband, Black, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Greece, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, Dominican-Republic, <=50K
37, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Husband, Black, Female,3135,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
41, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Honduras, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, India, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Taiwan, >50K
40, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Trinadad&Tobago, >50K
50, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, Ireland, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Italy, <=50K
34, Private, Masters, Separated, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,50, Hungary, >50K
48, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,15024,0,50, China, >50K
27, Private, Bachelors, Married-spouse-absent, Other-service, Own-child, White, Male,0,0,40, Canada, >50K
42, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, France, <=50K
37, Local-gov, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,40, Ireland, <=50K
26, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, Ireland, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Peru, <=50K
37, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Thailand, >50K
19, Private, Masters, Never-married, Other-service, Own-child, Other, Male,0,0,25, Thailand, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,54, United-States, <=50K
25, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Vietnam, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Canada, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1864,40, Mexico, <=50K
65, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,21, United-States, <=50K
50, Private, Some-college, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Laos, >50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
37, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
36, Private, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,50, United-States, >50K
36, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,70, Ireland, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,35, Cuba, <=50K
22, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Cambodia, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
29, Private, Prof-school, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
53, State-gov, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,1864,40, United-States, <=50K
28, Private, Bachelors, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1974,40, Outlying-US(Guam-USVI-etc), >50K
35, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Other-relative, Black, Male,0,0,45, Philippines, >50K
19, Private, 10th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,25, Guatemala, <=50K
28, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,40, Yugoslavia, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, Canada, <=50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Self-emp-not-inc, 9th, Separated, Prof-specialty, Not-in-family, Other, Male,0,0,35, United-States, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,25, Cuba, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
22, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Portugal, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,1740,45, Columbia, >50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Japan, <=50K
22, State-gov, Bachelors, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,10548,0,40, El-Salvador, >50K
32, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,5616,0,45, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Germany, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,1902,60, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Hong, <=50K
50, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Widowed, Sales, Wife, White, Male,0,0,20, United-States, <=50K
39, Private, Masters, Separated, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,7687,0,45, Iran, >50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, El-Salvador, <=50K
41, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Guatemala, <=50K
32, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,75, Cuba, >50K
42, Local-gov, Some-college, Separated, Prof-specialty, Unmarried, White, Male,0,0,15, United-States, <=50K
50, Self-emp-not-inc, 9th, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
33, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Taiwan, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,47, Nicaragua, >50K
70, Private, Doctorate, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,8, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, >50K
51, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,43, Vietnam, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,40, Hungary, <=50K
31, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,50, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, South, >50K
19, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Scotland, <=50K
57, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, Nicaragua, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Laos, <=50K
41, Private, Some-college, Never-married, Other-service, Unmarried, Black, Male,0,0,40, France, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,48, Dominican-Republic, <=50K
32, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,55, Germany, >50K
27, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,30, England, <=50K
42, Self-emp-not-inc, 7th-8th, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,20, China, <=50K
45, Self-emp-not-inc, Some-college, Widowed, Adm-clerical, Unmarried, Black, Male,0,0,38, Canada, <=50K
54, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,0,35, United-States, <=50K
39, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, El-Salvador, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, Puerto-Rico, <=50K
50, Local-gov, Bachelors, Married-spouse-absent, Machine-op-inspct, Unmarried, Black, Female,0,0,20, Hungary, <=50K
23, Self-emp-not-inc, Assoc-voc, Never-married, Tech-support, Husband, White, Female,0,0,32, Cuba, <=50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
26, Private, Masters, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,1975,40, Trinadad&Tobago, >50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,45, Hungary, <=50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,1902,50, Jamaica, >50K
25, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, <=50K
21, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,5166,0,40, Scotland, >50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,48, Nicaragua, <=50K
32, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Jamaica, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, United-States, <=50K
49, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, Scotland, <=50K
26, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,45, Poland, <=50K
47, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
41, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Jamaica, <=50K
36, Private, 7th-8th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, Guatemala, <=50K
24, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, Columbia, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, El-Salvador, >50K
66, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,1, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Wife, Other, Male,0,0,20, Hong, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,12, Philippines, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1902,54, United-States, <=50K
60, Local-gov, 7th-8th, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,35, United-States, >50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
29, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,1887,40, United-States, >50K
49, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
55, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Male,0,0,40, El-Salvador, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,24, Yugoslavia, <=50K
32, Private, Masters, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Hungary, <=50K
62, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,0,0,30, India, <=50K
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,1974,40, Philippines, <=50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,4531,0,40, United-States, >50K
27, Private, Doctorate, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,50, Italy, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1900,40, France, >50K
49, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Puerto-Rico, >50K
25, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
48, Private, Bachelors, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,185,0,40, United-States, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Peru, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
34, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, Italy, <=50K
22, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Canada, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,42, Peru, <=50K
56, Private, 7th-8th, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, Canada, >50K
58, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, Germany, <=50K
38, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0,0,35, Greece, <=50K
76, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,19998,0,50, United-States, >50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Italy, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,12, United-States, <=50K
50, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
23, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,44, Columbia, <=50K
63, Private, Some-college, Widowed, Sales, Husband, Black, Male,0,0,35, Laos, >50K
40, Local-gov, 11th, Divorced, Prof-specialty, Wife, Black, Female,2359,0,40, France, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, Vietnam, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1902,54, United-States, >50K
27, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,50, United-States, >50K
26, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,48, Iran, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,44, United-States, <=50K
