43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,1977,60, Dominican-Republic, >50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,40, India, >50K
35, State-gov, Masters, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
35, Federal-gov, Bachelors, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,7687,0,40, Yugoslavia, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,40, China, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
51, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, >50K
43, Private, Bachelors, Separated, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Iran, <=50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Columbia, >50K
44, Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
52, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Greece, <=50K
34, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, Laos, <=50K
48, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
48, Self-emp-inc, Masters, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,3325,0,53, Greece, <=50K
23, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,45, Cuba, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,30, Dominican-Republic, <=50K
28, State-gov, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
52, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
34, Private, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,20, Philippines, <=50K
33, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,36, Taiwan, <=50K
20, Self-emp-not-inc, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,20, Guatemala, <=50K
42, Federal-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, >50K
38, Local-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1740,45, Puerto-Rico, >50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,3921,0,40, Thailand, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,32, Germany, <=50K
63, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Laos, <=50K
56, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15024,0,50, Dominican-Republic, >50K
36, Federal-gov, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
49, Private, Some-college, Never-married, Craft-repair, Unmarried, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, HS-grad, Never-married, Farming-fishing, Other-relative, Black, Female,0,0,50, England, <=50K
52, Local-gov, Some-college, Widowed, Other-service, Unmarried, Other, Female,0,0,40, Nicaragua, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,4436,0,45, Iran, >50K
24, Private, HS-grad, Never-married, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Iran, <=50K
55, Private, Bachelors, Separated, Exec-managerial, Husband, Other, Female,0,0,20, Greece, >50K
28, Private, Bachelors, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,50, France, <=50K
21, Private, 11th, Never-married, Prof-specialty, Own-child, Other, Female,0,0,20, Yugoslavia, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, Puerto-Rico, <=50K
31, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,1590,40, Outlying-US(Guam-USVI-etc), <=50K
51, Self-emp-inc, Some-college, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,99, Iran, >50K
60, Private, Masters, Separated, Farming-fishing, Husband, Other, Male,0,0,40, Jamaica, <=50K
41, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Columbia, >50K
26, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Columbia, <=50K
71, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
54, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Black, Female,0,1887,40, United-States, <=50K
40, State-gov, HS-grad, Divorced, Tech-support, Unmarried, Other, Female,0,0,40, Mexico, <=50K
43, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Thailand, <=50K
74, Private, Doctorate, Widowed, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Nicaragua, <=50K
68, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1909,10, Trinadad&Tobago, >50K
29, Private, Bachelors, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,3364,0,40, Iran, <=50K
18, Private, 11th, Never-married, Prof-specialty, Own-child, Black, Female,0,0,24, Thailand, <=50K
40, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,44, Italy, <=50K
58, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
38, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, Columbia, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,40, Hungary, <=50K
61, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Canada, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Canada, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Columbia, >50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Italy, <=50K
44, Local-gov, Masters, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,2329,0,45, Jamaica, <=50K
35, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,65, Honduras, <=50K
31, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,50, Haiti, <=50K
25, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
56, Private, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Taiwan, <=50K
42, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, Nicaragua, >50K
31, Private, 11th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,20, Columbia, <=50K
36, State-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, Black, Female,0,0,30, Thailand, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Female,0,0,25, South, <=50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,4064,0,30, Ecuador, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Poland, <=50K
58, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,20, Dominican-Republic, <=50K
38, Self-emp-inc, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Male,6866,0,44, England, >50K
51, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,47, Philippines, >50K
30, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, France, <=50K
34, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,45, Mexico, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,35, Trinadad&Tobago, >50K
59, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,35, Trinadad&Tobago, >50K
34, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
58, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Taiwan, >50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,3389,0,40, Puerto-Rico, <=50K
59, Without-pay, Bachelors, Separated, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
22, Private, Some-college, Divorced, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Iran, <=50K
60, Private, HS-grad, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, England, <=50K
24, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
37, Self-emp-inc, Assoc-voc, Never-married, Craft-repair, Husband, White, Male,2651,0,50, China, <=50K
43, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,15024,0,45, Italy, >50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, England, <=50K
45, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,20, Italy, <=50K
53, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Vietnam, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,50, Honduras, <=50K
41, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,43, Dominican-Republic, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,48, Philippines, <=50K
47, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Honduras, <=50K
52, Private, HS-grad, Separated, Sales, Other-relative, White, Female,0,0,8, Portugal, <=50K
40, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
64, Private, Assoc-voc, Married-civ-spouse, Priv-house-serv, Wife, White, Male,0,0,40, Jamaica, >50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,14, Puerto-Rico, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,89, South, >50K
49, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, >50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
29, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, >50K
42, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,1977,45, El-Salvador, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,25, Outlying-US(Guam-USVI-etc), >50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,14, Ireland, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, Germany, <=50K
64, Federal-gov, Some-college, Separated, Sales, Wife, Other, Female,2618,0,50, Mexico, >50K
36, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,1848,40, Philippines, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,45, China, <=50K
38, Private, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Guatemala, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,23, Puerto-Rico, >50K
48, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,35, Laos, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, England, >50K
58, Local-gov, Masters, Married-civ-spouse, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,38, Vietnam, >50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, >50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,35, Japan, <=50K
44, State-gov, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, Jamaica, <=50K
60, Local-gov, Bachelors, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,10, United-States, <=50K
36, State-gov, Some-college, Never-married, Transport-moving, Unmarried, Other, Female,0,0,60, India, <=50K
66, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,2362,0,50, Scotland, >50K
59, Private, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,48, Jamaica, <=50K
60, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
41, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,2174,0,40, Honduras, <=50K
17, Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Germany, <=50K
26, Local-gov, 11th, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
37, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,17, Japan, <=50K
25, Private, Bachelors, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,45, Greece, <=50K
25, Private, Bachelors, Never-married, Transport-moving, Own-child, Black, Female,0,0,40, El-Salvador, <=50K
38, Private, Assoc-voc, Divorced, Craft-repair, Unmarried, White, Female,1998,0,35, Dominican-Republic, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Iran, <=50K
31, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Philippines, >50K
33, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,65, Peru, >50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,99999,0,40, Ecuador, >50K
38, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,1615,45, Ecuador, <=50K
59, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,4897,0,40, Trinadad&Tobago, >50K
46, State-gov, Some-college, Separated, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Puerto-Rico, <=50K
50, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Poland, <=50K
36, Local-gov, Assoc-voc, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
28, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Cambodia, <=50K
41, Local-gov, Bachelors, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,60, Jamaica, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, Trinadad&Tobago, >50K
34, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,48, Jamaica, >50K
29, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,35, Iran, <=50K
25, State-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,50, Scotland, >50K
30, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Peru, <=50K
21, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Male,0,0,70, England, <=50K
34, Private, Prof-school, Divorced, Sales, Not-in-family, White, Male,0,0,70, Peru, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
60, Local-gov, HS-grad, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
26, Private, 10th, Never-married, Sales, Not-in-family, Other, Female,0,0,40, Laos, <=50K
42, Private, 7th-8th, Divorced, Transport-moving, Own-child, Other, Male,0,0,50, Cuba, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
30, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,40, South, <=50K
29, State-gov, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,19, India, <=50K
37, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
50, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,35, India, <=50K
25, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Greece, <=50K
27, Private, Bachelors, Never-married, Tech-support, Own-child, Black, Male,0,0,40, Trinadad&Tobago, <=50K
69, Private, Assoc-acdm, Divorced, Sales, Unmarried, White, Male,0,0,25, Haiti, <=50K
51, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,25, Honduras, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1753,40, Ireland, >50K
68, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,1902,20, Thailand, >50K
21, Private, 10th, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, Scotland, <=50K
59, Private, Masters, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,38, Haiti, <=50K
23, Private, Some-college, Divorced, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,44, United-States, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Trinadad&Tobago, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Puerto-Rico, <=50K
24, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Hungary, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Male,0,0,53, Hong, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,8, Honduras, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Portugal, >50K
40, Self-emp-not-inc, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Ireland, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, >50K
49, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, >50K
21, Private, Masters, Never-married, Prof-specialty, Own-child, Other, Female,0,0,13, Mexico, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,45, India, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,11, Trinadad&Tobago, <=50K
66, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,20, Thailand, >50K
40, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, Other, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,34, South, >50K
21, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,37, France, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Thailand, >50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, Dominican-Republic, >50K
50, Private, Doctorate, Divorced, Handlers-cleaners, Not-in-family, Other, Female,0,0,50, Philippines, <=50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,70, Ireland, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,3099,0,40, Outlying-US(Guam-USVI-etc), <=50K
24, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Germany, <=50K
42, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Male,0,1887,40, Hong, >50K
19, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, France, <=50K
35, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,54, Trinadad&Tobago, >50K
28, State-gov, Assoc-voc, Separated, Handlers-cleaners, Husband, White, Female,0,0,40, Haiti, <=50K
28, Private, Bachelors, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, Portugal, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Iran, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,28, Vietnam, >50K
45, Private, Assoc-acdm, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Taiwan, <=50K
41, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Female,7298,0,60, Dominican-Republic, >50K
38, Local-gov, HS-grad, Divorced, Farming-fishing, Own-child, White, Male,0,0,40, Portugal, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
38, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, India, <=50K
74, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, Mexico, >50K
49, Federal-gov, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, Philippines, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,4064,0,40, Taiwan, >50K
70, Local-gov, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Japan, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,20, England, <=50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,35, Mexico, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Portugal, >50K
44, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Puerto-Rico, <=50K
28, Private, 10th, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Dominican-Republic, <=50K
26, State-gov, Some-college, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Dominican-Republic, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, Peru, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, El-Salvador, <=50K
65, Local-gov, Some-college, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Male,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
23, Private, HS-grad, Separated, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,30, Scotland, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,15, Scotland, <=50K
23, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,2906,0,40, Germany, <=50K
75, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,27, Haiti, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, Dominican-Republic, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Laos, >50K
42, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,15, Mexico, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cambodia, <=50K
20, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, France, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Nicaragua, >50K
