34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,30, United-States, <=50K
42, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,38, United-States, <=50K
31, Without-pay, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,54, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, >50K
21, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,1485,25, United-States, <=50K
35, Private, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,5119,0,40, Canada, <=50K
31, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
38, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,45, United-States, <=50K
61, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,5035,0,50, United-States, <=50K
31, Private, 11th, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,30, United-States, >50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, South, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
25, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,13, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,54, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,3821,0,40, United-States, >50K
26, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,20, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
60, Federal-gov, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
48, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Divorced, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, <=50K
33, Private, Assoc-acdm, Never-married, Prof-specialty, Husband, White, Male,0,1906,62, France, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1976,40, United-States, >50K
24, Without-pay, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,38, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
20, Local-gov, 5th-6th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
59, Private, Masters, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,65, United-States, >50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
24, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,16, United-States, <=50K
38, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
68, Federal-gov, HS-grad, Widowed, Tech-support, Husband, White, Male,2856,0,40, Cuba, >50K
31, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
47, Self-emp-inc, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
60, Private, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,48, United-States, <=50K
19, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,91, United-States, >50K
45, Private, Bachelors, Never-married, Craft-repair, Wife, White, Female,0,0,35, United-States, <=50K
21, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Local-gov, Some-college, Widowed, Exec-managerial, Husband, White, Male,0,0,32, United-States, <=50K
34, Local-gov, Masters, Married-civ-spouse, Transport-moving, Husband, Black, Male,7298,0,35, United-States, >50K
24, Private, 12th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,65, United-States, >50K
35, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Divorced, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, >50K
60, Private, Bachelors, Divorced, Farming-fishing, Husband, White, Male,5717,0,40, United-States, >50K
53, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
45, Without-pay, Doctorate, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,40, Cuba, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,48, United-States, >50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,48, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,40, United-States, <=50K
37, Federal-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,50, United-States, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Female,99999,0,50, United-States, >50K
24, Private, Bachelors, Separated, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
33, Federal-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Italy, <=50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Federal-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,1568,0,80, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,7687,0,54, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
27, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,48, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,8771,0,40, United-States, >50K
29, Private, Assoc-voc, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
30, State-gov, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,35, United-States, <=50K
23, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
52, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,35, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7298,0,50, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
24, Private, Bachelors, Separated, Sales, Other-relative, White, Female,0,0,52, United-States, >50K
47, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,45, United-States, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
57, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Wife, Black, Male,4666,0,15, United-States, <=50K
29, State-gov, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,30, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,16, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
62, Private, Bachelors, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, 10th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,4623,0,40, United-States, <=50K
62, Private, Bachelors, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Sales, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Sales, Wife, Black, Female,0,0,15, United-States, <=50K
37, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,38, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,10, United-States, <=50K
43, Private, Masters, Divorced, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, Prof-school, Divorced, Sales, Husband, White, Male,0,1986,50, United-States, >50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,42, United-States, >50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
36, Private, HS-grad, Married-spouse-absent, Transport-moving, Not-in-family, White, Female,0,0,38, United-States, <=50K
66, State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Machine-op-inspct, Husband, White, Male,0,1902,50, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
66, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,56, England, >50K
39, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, South, >50K
31, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
31, State-gov, Bachelors, Never-married, Craft-repair, Own-child, White, Male,6858,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Mexico, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,38, United-States, <=50K
18, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
28, Local-gov, Bachelors, Never-married, Craft-repair, Other-relative, White, Male,0,0,45, United-States, <=50K
43, Private, 12th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,60, Cuba, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1977,45, Cuba, >50K
47, Private, 7th-8th, Divorced, Adm-clerical, Wife, White, Male,0,0,36, United-States, <=50K
47, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
27, State-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, <=50K
61, Private, 10th, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,44, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,38, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, >50K
23, Private, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
51, Private, 1st-4th, Married-civ-spouse, Sales, Husband, White, Male,0,0,98, United-States, <=50K
24, Private, 10th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,50, United-States, <=50K
31, Private, Doctorate, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
24, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,5068,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Prof-specialty, Own-child, Black, Female,3864,0,35, United-States, <=50K
42, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Male,0,0,38, United-States, <=50K
38, Private, 10th, Divorced, Sales, Husband, White, Female,0,0,45, El-Salvador, >50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,7687,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,35, United-States, >50K
34, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
27, Private, Assoc-acdm, Divorced, Sales, Own-child, White, Male,0,1902,50, United-States, <=50K
51, Private, Bachelors, Separated, Craft-repair, Wife, White, Male,0,0,30, United-States, <=50K
28, Private, 7th-8th, Separated, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
53, Self-emp-inc, Bachelors, Divorced, Other-service, Wife, White, Female,0,0,24, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
37, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,47, United-States, <=50K
40, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
55, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Never-married, Other-service, Husband, Black, Male,0,1902,40, United-States, >50K
57, Federal-gov, Bachelors, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
26, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Male,0,0,60, China, <=50K
42, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,7298,0,40, United-States, <=50K
22, Private, 10th, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,32, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,50, United-States, >50K
59, Private, Doctorate, Divorced, Sales, Husband, White, Female,0,0,60, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
30, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1977,40, United-States, <=50K
29, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,42, United-States, <=50K
21, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,38, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, 9th, Widowed, Exec-managerial, Husband, Black, Male,15024,0,45, United-States, >50K
37, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,25, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,65, United-States, <=50K
52, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,15024,0,40, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
31, Self-emp-inc, 12th, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
43, Private, Doctorate, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,1953,40, United-States, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, >50K
41, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,38, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
69, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Female,99999,0,20, Italy, >50K
24, Self-emp-not-inc, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
32, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,54, France, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,23, United-States, <=50K
33, Private, 5th-6th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,38, United-States, <=50K
63, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,54, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Never-married, Other-service, Husband, Black, Female,0,0,38, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,5922,0,40, United-States, >50K
42, Private, 7th-8th, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, Masters, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
48, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
27, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,54, United-States, <=50K
32, Private, HS-grad, Separated, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
61, Private, Masters, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-inc, 10th, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,46, United-States, >50K
24, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, Italy, <=50K
42, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,1918,50, United-States, >50K
49, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, >50K
35, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,0,0,45, United-States, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,54, Nicaragua, >50K
18, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
60, Private, 9th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Masters, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, >50K
37, Private, Masters, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,50, United-States, >50K
40, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1921,40, United-States, >50K
34, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Local-gov, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Other-service, Other-relative, White, Male,0,0,25, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,40, India, <=50K
48, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,36, United-States, >50K
65, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,24, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
38, Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
47, Private, 10th, Widowed, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
27, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
51, Private, 10th, Divorced, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, China, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
