21, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
60, Federal-gov, 9th, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Federal-gov, Doctorate, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, <=50K
50, Local-gov, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K
43, Local-gov, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
75, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,8, United-States, <=50K
50, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
41, Private, Bachelors, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
30, Local-gov, Some-college, Separated, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, <=50K
22, Private, 11th, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,20, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,30, United-States, <=50K
41, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,30, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
50, Private, Some-college, Widowed, Handlers-cleaners, Not-in-family, Black, Female,0,0,45, Nicaragua, <=50K
37, Self-emp-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
36, Private, Assoc-voc, Widowed, Tech-support, Wife, Asian-Pac-Islander, Female,4386,0,25, United-States, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,7298,0,44, United-States, >50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
58, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, <=50K
34, Private, Assoc-voc, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,8226,0,60, United-States, >50K
37, Private, Bachelors, Separated, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, <=50K
36, Private, Some-college, Never-married, Tech-support, Unmarried, White, Female,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, State-gov, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, United-States, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,60, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, >50K
30, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,15, United-States, >50K
27, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,35, United-States, >50K
43, Self-emp-not-inc, Bachelors, Divorced, Protective-serv, Unmarried, White, Female,0,0,38, United-States, <=50K
20, Private, Bachelors, Never-married, Transport-moving, Wife, White, Female,0,0,14, United-States, <=50K
75, Federal-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, Italy, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,4069,0,40, United-States, >50K
20, Private, Bachelors, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
22, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
62, Private, Doctorate, Divorced, Exec-managerial, Not-in-family, White, Male,99999,0,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5013,0,40, United-States, >50K
34, Self-emp-not-inc, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
47, Federal-gov, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
65, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1848,50, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
66, Local-gov, Some-college, Widowed, Farming-fishing, Not-in-family, White, Female,3103,0,15, Japan, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
28, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,32, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
31, Private, 10th, Never-married, Sales, Unmarried, White, Male,0,0,48, United-States, <=50K
62, State-gov, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,1595,40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Assoc-acdm, Divorced, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
50, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,2454,70, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, >50K
38, Private, 7th-8th, Divorced, Other-service, Not-in-family, Other, Female,0,0,30, Nicaragua, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,3198,0,40, United-States, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,38, United-States, >50K
31, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
19, Federal-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
20, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
50, Private, Some-college, Divorced, Sales, Husband, White, Male,3348,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Farming-fishing, Own-child, White, Male,0,0,45, United-States, <=50K
52, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,68, United-States, >50K
50, Private, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,59, United-States, <=50K
37, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
58, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
60, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,1740,40, United-States, <=50K
21, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,3093,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Local-gov, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
42, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,60, United-States, <=50K
40, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,1672,13, United-States, <=50K
49, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,72, United-States, <=50K
28, Self-emp-inc, 10th, Never-married, Sales, Not-in-family, White, Male,1983,0,54, United-States, <=50K
46, Private, HS-grad, Widowed, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
29, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Transport-moving, Own-child, White, Male,0,0,35, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,17, United-States, <=50K
29, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
71, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,1857,2, United-States, <=50K
54, Private, HS-grad, Separated, Sales, Not-in-family, Black, Female,0,0,45, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,5054,0,45, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,4, England, <=50K
55, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, 10th, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,35, United-States, <=50K
61, Federal-gov, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
28, Self-emp-not-inc, 11th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
47, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,24, Mexico, <=50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
39, State-gov, Bachelors, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,70, United-States, <=50K
31, State-gov, Assoc-voc, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,37, United-States, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,12, United-States, <=50K
19, Private, 12th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
30, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,42, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
87, Local-gov, Masters, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
31, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,38, United-States, <=50K
52, Local-gov, HS-grad, Widowed, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Widowed, Sales, Wife, White, Female,15024,0,40, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
66, Self-emp-not-inc, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
71, Self-emp-not-inc, Some-college, Widowed, Transport-moving, Not-in-family, Other, Female,1007,0,60, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
53, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
40, Private, HS-grad, Separated, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, >50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,2748,0,40, United-States, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,45, United-States, >50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
51, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,1722,46, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,16, United-States, <=50K
20, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, Greece, <=50K
52, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
51, Private, 7th-8th, Separated, Exec-managerial, Unmarried, Black, Female,0,0,35, United-States, <=50K
50, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
32, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, <=50K
21, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Female,0,0,70, United-States, <=50K
33, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, England, >50K
23, Private, Doctorate, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
53, Self-emp-inc, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,99, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, 12th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,18, United-States, <=50K
40, Self-emp-not-inc, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0,0,60, United-States, <=50K
57, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,5419,0,80, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, Philippines, <=50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,30, United-States, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,1740,40, United-States, >50K
51, Local-gov, 12th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,48, United-States, <=50K
54, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,99, United-States, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3243,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
60, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
71, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,12, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Unmarried, Black, Male,0,0,8, United-States, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
64, State-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States, <=50K
49, Self-emp-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,50, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Other-relative, White, Male,0,0,20, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, >50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
64, Private, 11th, Widowed, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
26, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,65, United-States, <=50K
33, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
32, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, <=50K
57, Private, Prof-school, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
42, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, 11th, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
37, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Wife, White, Female,0,0,25, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, Other, Male,0,0,40, United-States, <=50K
59, Local-gov, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,2645,0,40, United-States, >50K
41, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
41, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,50, United-States, >50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,3931,0,45, United-States, <=50K
20, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,99, United-States, <=50K
43, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
65, Self-emp-not-inc, 5th-6th, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2227,40, United-States, >50K
52, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,42, United-States, >50K
39, Local-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1901,54, United-States, <=50K
63, Private, HS-grad, Separated, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
