49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,1902,45, Ecuador, >50K
37, Private, Some-college, Divorced, Priv-house-serv, Unmarried, White, Male,0,0,25, Guatemala, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,1588,40, Thailand, <=50K
35, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Italy, <=50K
46, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, Jamaica, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, Iran, <=50K
64, Self-emp-not-inc, Masters, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Cuba, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,36, Peru, <=50K
61, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,15024,0,36, Japan, >50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,29, India, >50K
20, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, Italy, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Japan, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,7298,0,45, Dominican-Republic, >50K
62, Private, Some-college, Married-civ-spouse, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,5, El-Salvador, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,1887,40, Honduras, >50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, England, <=50K
49, Self-emp-not-inc, Some-college, Widowed, Protective-serv, Not-in-family, Black, Male,0,0,35, Ireland, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Portugal, >50K
27, Private, Bachelors, Divorced, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,0,0,40, England, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Thailand, <=50K
51, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Greece, >50K
25, Private, HS-grad, Divorced, Adm-clerical, Own-child, Other, Female,0,0,30, Scotland, <=50K
36, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, Scotland, <=50K
61, Private, Doctorate, Separated, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
67, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,2382,60, United-States, >50K
56, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, South, <=50K
19, State-gov, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,24, Cambodia, <=50K
20, State-gov, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Puerto-Rico, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
32, Private, HS-grad, Widowed, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
27, Private, HS-grad, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
47, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Unmarried, Other, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Columbia, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Vietnam, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,54, United-States, >50K
51, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,54, South, >50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
45, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,60, Poland, >50K
39, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Yugoslavia, <=50K
60, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Greece, <=50K
42, Private, Masters, Widowed, Exec-managerial, Not-in-family, Other, Male,0,1676,40, Japan, <=50K
24, Private, Bachelors, Never-married, Tech-support, Not-in-family, Black, Male,0,0,30, Philippines, <=50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, Poland, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,36, Iran, >50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, France, >50K
38, Self-emp-not-inc, Prof-school, Married-civ-spouse, Priv-house-serv, Wife, White, Female,99999,0,40, Trinadad&Tobago, >50K
25, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Yugoslavia, >50K
49, Local-gov, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,0,50, China, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
45, Federal-gov, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
47, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,24, United-States, <=50K
39, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, Japan, <=50K
35, Private, Some-college, Separated, Exec-managerial, Wife, White, Male,0,0,40, Iran, >50K
44, Private, 7th-8th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,2460,50, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,2614,0,50, Ireland, <=50K
32, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,4068,0,40, Cuba, >50K
58, Private, 9th, Widowed, Machine-op-inspct, Wife, White, Male,0,0,40, Germany, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
45, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
63, Self-emp-not-inc, 5th-6th, Widowed, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
32, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,1902,40, Nicaragua, >50K
48, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
52, Federal-gov, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
24, Private, Some-college, Separated, Adm-clerical, Other-relative, Other, Female,0,0,40, France, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1864,54, Germany, <=50K
51, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, Hong, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,20, Honduras, <=50K
42, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, Philippines, <=50K
36, Private, Doctorate, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, El-Salvador, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,12, Honduras, <=50K
47, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
50, State-gov, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Iran, <=50K
40, Private, Doctorate, Married-civ-spouse, Protective-serv, Own-child, White, Male,7298,0,45, Peru, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Iran, <=50K
65, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,15, United-States, <=50K
39, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,15024,0,50, United-States, >50K
54, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Scotland, <=50K
46, Private, Bachelors, Separated, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Puerto-Rico, >50K
17, State-gov, 10th, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, Guatemala, <=50K
26, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, United-States, <=50K
42, State-gov, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, Cambodia, <=50K
28, Local-gov, Some-college, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, Jamaica, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Mexico, <=50K
43, Private, HS-grad, Divorced, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
38, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, England, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Jamaica, <=50K
41, Private, HS-grad, Separated, Adm-clerical, Unmarried, Other, Male,0,0,40, China, <=50K
32, Federal-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Puerto-Rico, <=50K
29, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,20, India, >50K
36, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Germany, >50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Puerto-Rico, >50K
27, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,50, El-Salvador, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, >50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,40, United-States, <=50K
39, Private, Some-college, Separated, Other-service, Unmarried, Other, Female,0,0,30, Nicaragua, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
17, Private, 10th, Never-married, Farming-fishing, Own-child, White, Female,0,0,45, Cambodia, <=50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,30, Columbia, <=50K
61, Local-gov, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,35, Honduras, <=50K
62, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,35, United-States, >50K
19, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Female,0,0,45, Taiwan, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
37, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, Mexico, >50K
63, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,24, Yugoslavia, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1754,40, Laos, <=50K
55, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
60, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Canada, <=50K
33, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, South, <=50K
51, Private, Prof-school, Never-married, Sales, Not-in-family, Other, Female,0,0,40, Italy, <=50K
41, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
54, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Honduras, <=50K
27, Private, HS-grad, Divorced, Farming-fishing, Own-child, Black, Male,0,0,45, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,63, Vietnam, <=50K
17, Private, 10th, Never-married, Prof-specialty, Own-child, Other, Male,0,0,30, Cambodia, <=50K
31, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Scotland, <=50K
39, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Guatemala, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Nicaragua, <=50K
33, Private, Masters, Never-married, Adm-clerical, Wife, White, Male,0,0,40, China, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,1977,50, United-States, >50K
35, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Trinadad&Tobago, <=50K
77, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,10, Iran, <=50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, England, >50K
23, Self-emp-inc, 7th-8th, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,10, Peru, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,35, Ecuador, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, <=50K
62, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
51, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,50, Japan, >50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
43, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Guatemala, >50K
43, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Germany, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, >50K
38, Private, Prof-school, Separated, Machine-op-inspct, Unmarried, White, Male,0,0,40, Scotland, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,24, United-States, <=50K
22, Private, HS-grad, Separated, Other-service, Not-in-family, Other, Male,0,0,40, China, <=50K
20, State-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Trinadad&Tobago, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Prof-school, Married-civ-spouse, Priv-house-serv, Husband, Black, Male,99999,0,40, United-States, >50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, Puerto-Rico, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
69, Private, Doctorate, Never-married, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,25, Jamaica, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
31, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,64, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
29, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,25, Poland, <=50K
37, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,60, United-States, >50K
60, Private, HS-grad, Divorced, Machine-op-inspct, Wife, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, White, Male,628,0,60, El-Salvador, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Trinadad&Tobago, <=50K
68, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
45, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, Cuba, >50K
64, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,7687,0,60, United-States, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Japan, <=50K
45, Private, Some-college, Divorced, Priv-house-serv, Unmarried, White, Male,0,0,40, Laos, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Female,0,0,54, Hungary, <=50K
25, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,50, Peru, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,45, Hong, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7298,0,50, Philippines, >50K
56, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7298,0,60, Guatemala, >50K
53, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,10, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
33, Federal-gov, HS-grad, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
50, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,45, South, <=50K
70, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Female,3110,0,6, Honduras, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, India, <=50K
42, Self-emp-inc, Bachelors, Separated, Adm-clerical, Wife, Black, Male,0,0,40, Portugal, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
70, Self-emp-not-inc, Assoc-voc, Widowed, Machine-op-inspct, Not-in-family, Black, Male,0,0,10, Columbia, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, <=50K
32, Self-emp-not-inc, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,60, England, <=50K
67, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,10267,0,40, Canada, >50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Thailand, >50K
45, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
53, Self-emp-not-inc, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,50, Mexico, >50K
42, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,1977,40, Thailand, >50K
28, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Philippines, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, Haiti, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, >50K
30, Private, Prof-school, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, England, <=50K
41, Private, HS-grad, Never-married, Tech-support, Husband, White, Female,0,0,60, United-States, >50K
26, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, Hong, <=50K
35, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,20, France, <=50K
48, Private, Some-college, Separated, Exec-managerial, Not-in-family, Other, Male,0,0,72, Guatemala, <=50K
37, Local-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Thailand, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Male,0,0,36, France, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Scotland, >50K
69, Local-gov, Some-college, Separated, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,15, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
75, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2321,20, Yugoslavia, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,32, Cuba, <=50K
23, Federal-gov, Bachelors, Separated, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
64, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, China, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, <=50K
67, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Columbia, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,30, United-States, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,1915,40, United-States, >50K
28, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,25, Vietnam, <=50K
23, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,2466,40, Haiti, >50K
55, Private, HS-grad, Separated, Craft-repair, Husband, White, Female,0,0,40, Nicaragua, >50K
36, State-gov, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Laos, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Honduras, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, >50K
36, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,60, Hungary, <=50K
26, Private, 9th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Ireland, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Canada, <=50K
50, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, England, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,4077,0,45, United-States, >50K
46, Self-emp-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,2839,40, Philippines, >50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
50, Self-emp-not-inc, Bachelors, Separated, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, State-gov, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, Iran, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,2151,40, Greece, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7298,0,40, Iran, <=50K
55, Self-emp-not-inc, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,50, El-Salvador, <=50K
19, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,7687,0,45, Mexico, >50K
31, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
49, Self-emp-inc, Some-college, Separated, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Sales, Husband, Other, Male,6865,0,60, Scotland, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,80, Taiwan, >50K
