50, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,65, United-States, >50K
20, Private, 11th, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
44, Private, Assoc-acdm, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, United-States, >50K
40, Private, 12th, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, Some-college, Widowed, Sales, Unmarried, White, Female,0,0,25, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Thailand, >50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
54, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,64, United-States, <=50K
44, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
72, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, United-States, <=50K
18, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,29, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
41, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
29, Federal-gov, Bachelors, Divorced, Adm-clerical, Own-child, White, Female,0,1565,40, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, >50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, State-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,392,40, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,7, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, Poland, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
52, Private, Assoc-acdm, Never-married, Handlers-cleaners, Unmarried, Black, Female,4895,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
23, Private, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,10, United-States, <=50K
31, Private, Assoc-voc, Divorced, Adm-clerical, Other-relative, Black, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,15, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,38, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1980,40, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
24, Self-emp-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,48, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,37, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
82, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,2378,29, United-States, >50K
18, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,25, Germany, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,40, United-States, >50K
19, Private, 11th, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
31, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, >50K
31, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Separated, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,25, United-States, <=50K
42, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,4072,0,38, Iran, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,91, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,25, United-States, <=50K
39, Private, 7th-8th, Divorced, Exec-managerial, Not-in-family, White, Male,15024,0,40, India, >50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States, >50K
25, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,40, Mexico, >50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1902,40, United-States, >50K
36, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
35, State-gov, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
31, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,29, Haiti, <=50K
44, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
21, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,35, United-States, <=50K
64, Local-gov, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,5178,0,45, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Masters, Never-married, Transport-moving, Not-in-family, White, Male,0,0,54, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, <=50K
25, Private, 11th, Separated, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Philippines, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
64, Private, Assoc-acdm, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,29, United-States, <=50K
29, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Mexico, <=50K
29, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, White, Female,0,2348,45, United-States, <=50K
33, State-gov, Bachelors, Never-married, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
60, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Bachelors, Separated, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,2253,0,35, France, >50K
42, Private, Assoc-voc, Divorced, Other-service, Own-child, White, Male,0,0,45, United-States, <=50K
47, Private, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,2000,45, United-States, >50K
38, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Philippines, >50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
45, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,40, Germany, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Female,0,0,24, United-States, <=50K
33, Private, 9th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
73, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, >50K
53, Private, Assoc-voc, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, Hungary, <=50K
22, Private, Masters, Never-married, Sales, Own-child, White, Male,0,0,21, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, <=50K
40, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
19, Private, 10th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,29, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, <=50K
64, Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1887,40, Canada, >50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,29, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Separated, Sales, Husband, White, Male,0,0,85, United-States, <=50K
46, Local-gov, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
56, Private, Assoc-acdm, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Assoc-acdm, Divorced, Sales, Own-child, White, Male,0,1670,40, United-States, <=50K
38, Local-gov, Masters, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, >50K
32, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Sales, Other-relative, White, Male,0,0,20, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, United-States, >50K
49, State-gov, Bachelors, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
38, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Haiti, <=50K
60, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Some-college, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private, 11th, Married-civ-spouse, Protective-serv, Husband, White, Male,3103,0,15, United-States, >50K
28, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Assoc-acdm, Separated, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
41, Private, Assoc-acdm, Separated, Transport-moving, Not-in-family, Other, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
47, Private, Masters, Never-married, Sales, Unmarried, Black, Female,0,0,45, Cuba, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
59, Private, Some-college, Widowed, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
61, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2651,0,40, United-States, <=50K
35, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,3325,0,40, United-States, >50K
58, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
49, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,70, United-States, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Widowed, Sales, Unmarried, Black, Female,3622,0,35, United-States, >50K
56, Self-emp-not-inc, Some-college, Widowed, Priv-house-serv, Not-in-family, White, Male,0,0,25, United-States, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States, >50K
32, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,12, United-States, <=50K
38, Private, Bachelors, Separated, Prof-specialty, Wife, White, Female,0,2509,45, United-States, >50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,44, United-States, <=50K
49, Local-gov, HS-grad, Married-spouse-absent, Sales, Not-in-family, White, Male,5013,0,70, United-States, >50K
64, Private, HS-grad, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
42, Private, 5th-6th, Divorced, Handlers-cleaners, Not-in-family, White, Male,2524,0,18, United-States, <=50K
23, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,15, United-States, <=50K
25, Private, Masters, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, China, <=50K
37, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
35, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3325,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,45, United-States, >50K
36, State-gov, HS-grad, Separated, Other-service, Not-in-family, Black, Female,0,0,38, United-States, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
22, Local-gov, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,1579,25, United-States, <=50K
63, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
23, Local-gov, Some-college, Separated, Other-service, Not-in-family, White, Male,0,0,29, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
28, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Other, Female,0,0,40, India, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, India, <=50K
30, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,44, United-States, <=50K
63, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,61, United-States, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
43, Private, Masters, Separated, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,43, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,29, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
58, Local-gov, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, <=50K
58, Private, HS-grad, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,29, Iran, <=50K
45, Local-gov, 1st-4th, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, United-States, <=50K
21, Private, 10th, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,29, United-States, <=50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
39, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
29, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
39, Local-gov, Some-college, Never-married, Exec-managerial, Other-relative, White, Male,0,0,42, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, France, <=50K
37, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
25, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,71, United-States, <=50K
27, Federal-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, >50K
52, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, >50K
25, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,29, United-States, <=50K
66, Private, Some-college, Separated, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,56, United-States, <=50K
61, Local-gov, HS-grad, Married-spouse-absent, Sales, Wife, White, Male,0,0,40, United-States, <=50K
33, Self-emp-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,25, Honduras, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,25, United-States, <=50K
39, Private, 11th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,24, United-States, <=50K
56, Local-gov, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,2325,50, United-States, <=50K
65, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
32, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
38, Private, HS-grad, Never-married, Sales, Husband, White, Male,2431,0,70, Holand-Netherlands, <=50K
38, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, >50K
44, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
60, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Bachelors, Divorced, Other-service, Other-relative, Black, Male,0,0,46, United-States, <=50K
27, Private, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Honduras, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Poland, <=50K
47, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,6, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,43, United-States, <=50K
24, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, Bachelors, Widowed, Other-service, Husband, White, Female,0,0,10, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,46, United-States, <=50K
47, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
51, Private, Masters, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Poland, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
52, Private, Bachelors, Separated, Craft-repair, Unmarried, White, Female,0,0,45, United-States, >50K
47, Private, 11th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,8, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
28, State-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Female,8614,0,40, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
