46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,5886,0,50, United-States, >50K
31, Self-emp-inc, Bachelors, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Other, Male,0,0,37, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,54, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,37, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Mexico, <=50K
49, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,70, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,6025,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,7298,0,60, United-States, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,42, United-States, <=50K
31, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,62, United-States, >50K
40, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
49, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,5094,0,40, Japan, <=50K
36, Private, HS-grad, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,6099,0,40, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,70, Vietnam, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, United-States, >50K
34, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,30, United-States, <=50K
39, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,5178,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
29, State-gov, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,65, United-States, >50K
38, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
39, Federal-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, >50K
31, Private, Some-college, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
49, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
37, Self-emp-not-inc, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, >50K
49, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,72, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Puerto-Rico, >50K
39, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,50, United-States, >50K
51, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,60, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, >50K
36, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,65, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, >50K
28, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,80, United-States, >50K
50, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, >50K
47, Private, Some-college, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
39, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, 10th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
28, Self-emp-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,65, United-States, >50K
41, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, United-States, <=50K
35, Federal-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
41, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Philippines, <=50K
39, Private, HS-grad, Separated, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
39, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Female,5178,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,70, United-States, >50K
31, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
37, State-gov, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
49, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
27, Private, 9th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, 10th, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,45, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Never-married, Exec-managerial, Husband, Other, Female,0,0,60, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Separated, Prof-specialty, Wife, Black, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,35, Philippines, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, >50K
28, Private, Some-college, Widowed, Tech-support, Own-child, White, Female,0,0,40, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
31, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
44, Private, 7th-8th, Never-married, Machine-op-inspct, Husband, White, Female,0,0,45, United-States, >50K
32, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, >50K
32, Self-emp-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
48, Federal-gov, Doctorate, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, Some-college, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
30, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
34, Private, 9th, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,5839,0,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,25, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,50, United-States, >50K
36, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Mexico, >50K
47, Private, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, >50K
51, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, >50K
40, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Masters, Separated, Other-service, Husband, White, Female,5178,0,40, United-States, >50K
40, Private, Masters, Widowed, Prof-specialty, Wife, White, Female,5178,0,40, Canada, >50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
48, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
43, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,65, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,60, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, 7th-8th, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,7298,0,60, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
40, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
34, Self-emp-inc, Bachelors, Never-married, Other-service, Wife, Black, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,70, United-States, >50K
44, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,5473,0,45, United-States, <=50K
30, Private, HS-grad, Separated, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,32, United-States, <=50K
44, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
50, Local-gov, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,60, United-States, <=50K
42, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, 7th-8th, Separated, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
38, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
41, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,74, United-States, >50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
35, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Mexico, >50K
46, Private, Some-college, Divorced, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, Assoc-voc, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
25, Private, 10th, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,5178,0,40, United-States, >50K
23, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,38, United-States, >50K
28, Private, 12th, Married-spouse-absent, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
50, Self-emp-inc, Doctorate, Married-civ-spouse, Other-service, Husband, White, Male,0,0,70, United-States, >50K
41, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,5127,0,40, United-States, <=50K
25, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
24, Private, Assoc-voc, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Husband, White, Female,0,0,60, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,60, United-States, >50K
21, Private, HS-grad, Widowed, Other-service, Own-child, Black, Female,0,0,35, United-States, <=50K
33, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
25, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
38, Private, Some-college, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Self-emp-inc, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Prof-school, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
38, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
49, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,48, Japan, <=50K
31, Private, 10th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Widowed, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, >50K
41, Self-emp-not-inc, 7th-8th, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,55, United-States, <=50K
41, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, United-States, <=50K
22, Local-gov, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
41, Self-emp-inc, 10th, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, 11th, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
44, Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,58, United-States, >50K
42, Self-emp-not-inc, 12th, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Local-gov, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, Private, Prof-school, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, 9th, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
50, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7225,0,60, United-States, >50K
51, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
45, Local-gov, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,30, United-States, <=50K
30, Self-emp-not-inc, Bachelors, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,3220,0,40, United-States, <=50K
34, Self-emp-not-inc, Masters, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,50, United-States, >50K
30, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
35, Private, Prof-school, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, United-States, <=50K
