43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,71, United-States, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
53, Self-emp-inc, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
29, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,16, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
22, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,30, Scotland, <=50K
30, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,47, England, >50K
28, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Self-emp-inc, Prof-school, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Jamaica, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,45, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
36, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
68, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Husband, White, Male,4064,0,20, United-States, <=50K
46, Self-emp-inc, Bachelors, Divorced, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
35, Private, Bachelors, Separated, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,70, United-States, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
34, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
60, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
47, Self-emp-inc, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
48, Private, Assoc-voc, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,50, United-States, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,48, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1952,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
23, Private, 11th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,41, United-States, <=50K
27, Local-gov, Bachelors, Never-married, Sales, Husband, White, Male,7298,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Federal-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,50, United-States, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,5044,0,40, United-States, <=50K
57, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1977,50, United-States, >50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,25, United-States, <=50K
45, Private, Doctorate, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, United-States, >50K
40, Private, 1st-4th, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, >50K
50, Local-gov, Masters, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,30, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,50, United-States, >50K
36, Private, Masters, Divorced, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,60, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,1902,40, United-States, >50K
39, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
33, Private, 5th-6th, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Other-relative, White, Female,0,0,25, United-States, <=50K
25, Private, Bachelors, Divorced, Sales, Husband, White, Male,0,0,54, United-States, <=50K
27, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,75, Ireland, <=50K
54, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,99, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,14, United-States, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,25, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7298,0,50, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,45, United-States, <=50K
31, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
55, Self-emp-inc, HS-grad, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1977,40, United-States, >50K
52, Private, 10th, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, United-States, >50K
59, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,5178,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, >50K
19, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,20, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,33, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Female,0,0,38, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,80010,0,40, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
25, Private, 7th-8th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Mexico, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Scotland, <=50K
39, Private, HS-grad, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Other-relative, White, Female,0,0,20, United-States, <=50K
41, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
44, Local-gov, Masters, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
27, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,12, United-States, >50K
42, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,24997,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, 11th, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, United-States, >50K
31, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, >50K
61, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,5181,0,50, United-States, >50K
46, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,7756,0,45, United-States, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,23, United-States, <=50K
58, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,60, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,45, United-States, <=50K
29, Private, Some-college, Separated, Adm-clerical, Husband, White, Male,0,0,25, Mexico, <=50K
18, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, England, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1976,40, United-States, <=50K
40, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States, <=50K
57, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
49, Private, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, >50K
42, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
51, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, >50K
46, Private, Some-college, Never-married, Sales, Husband, Black, Male,0,0,20, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, 10th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Separated, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Italy, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,14083,0,50, United-States, >50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,15, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,60, Iran, <=50K
26, State-gov, Some-college, Widowed, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Divorced, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Federal-gov, Masters, Never-married, Prof-specialty, Own-child, White, Male,0,0,47, United-States, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
44, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
34, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
23, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
23, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,30, Mexico, <=50K
37, Private, Some-college, Never-married, Exec-managerial, Wife, White, Male,0,0,46, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
60, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, Vietnam, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
53, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
37, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
53, Private, 9th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
39, Private, Masters, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
38, Local-gov, Some-college, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1902,70, United-States, <=50K
42, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,35, United-States, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
35, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,9674,0,40, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,44, United-States, >50K
69, State-gov, Some-college, Widowed, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
59, Private, 10th, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
53, Private, HS-grad, Widowed, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
17, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,22, United-States, <=50K
49, Federal-gov, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,1977,40, United-States, <=50K
24, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Wife, White, Male,0,0,36, Puerto-Rico, >50K
37, Self-emp-not-inc, HS-grad, Separated, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
38, Private, HS-grad, Separated, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, Masters, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,48, United-States, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
44, State-gov, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,25, United-States, <=50K
37, Private, 11th, Married-civ-spouse, Prof-specialty, Wife, White, Male,4918,0,40, United-States, >50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Wife, White, Male,0,0,35, United-States, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,50, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
50, Local-gov, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
41, Local-gov, Assoc-voc, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,0,60, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,65, Mexico, <=50K
60, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,65438,0,60, United-States, >50K
35, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Laos, <=50K
25, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,50, United-States, >50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
63, Private, 7th-8th, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
65, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, India, >50K
64, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,1902,40, United-States, <=50K
20, Private, Bachelors, Separated, Prof-specialty, Own-child, White, Female,3103,0,30, United-States, <=50K
36, State-gov, HS-grad, Never-married, Prof-specialty, Wife, White, Female,0,0,20, United-States, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,2382,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, <=50K
66, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,3336,0,35, United-States, >50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,14024,0,50, United-States, >50K
24, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
45, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,40, United-States, >50K
28, State-gov, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
68, State-gov, HS-grad, Widowed, Prof-specialty, Wife, White, Female,0,0,20, United-States, <=50K
27, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
36, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, 10th, Never-married, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
43, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
37, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,60, Philippines, <=50K
30, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,27, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,50, United-States, >50K
32, Private, Masters, Never-married, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
30, Private, 10th, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
35, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Mexico, <=50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,50, United-States, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Protective-serv, Own-child, Black, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
62, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,2835,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1932,50, United-States, >50K
41, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, Black, Female,0,0,20, United-States, <=50K
44, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,44, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,1977,54, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
