43, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1977,60, Ecuador, >50K
47, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Trinadad&Tobago, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
21, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,50, Honduras, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
38, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, Puerto-Rico, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, El-Salvador, <=50K
80, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Black, Female,0,0,15, Cuba, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, England, <=50K
23, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
45, Local-gov, Bachelors, Widowed, Exec-managerial, Unmarried, White, Male,0,0,40, Canada, <=50K
21, Private, HS-grad, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Ecuador, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,2878,0,40, Haiti, <=50K
44, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Taiwan, <=50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, Canada, <=50K
23, Private, 11th, Never-married, Prof-specialty, Unmarried, White, Male,0,0,20, Honduras, <=50K
30, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,22, Portugal, <=50K
32, Private, Bachelors, Married-civ-spouse, Other-service, Wife, White, Female,0,0,38, Columbia, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
64, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,2, Ireland, <=50K
29, Private, HS-grad, Divorced, Other-service, Other-relative, Black, Male,0,0,50, Hungary, <=50K
26, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,50, Japan, >50K
31, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
44, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Other, Male,0,0,38, China, <=50K
39, Private, 5th-6th, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Canada, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,7298,0,50, United-States, >50K
32, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,60, Germany, >50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,45, Vietnam, >50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Taiwan, >50K
30, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,16, United-States, <=50K
44, Local-gov, Some-college, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Separated, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
76, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,8, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,80, Taiwan, >50K
31, Private, Bachelors, Separated, Protective-serv, Not-in-family, White, Female,0,0,45, El-Salvador, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,31, Thailand, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
18, Federal-gov, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, Iran, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Japan, <=50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, Portugal, <=50K
23, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, Guatemala, <=50K
65, Self-emp-not-inc, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,50, Vietnam, <=50K
26, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,7687,0,50, United-States, >50K
20, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Vietnam, <=50K
27, Private, Prof-school, Never-married, Exec-managerial, Own-child, White, Female,0,1789,35, United-States, <=50K
36, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Female,0,0,38, United-States, <=50K
71, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15, Trinadad&Tobago, >50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, Canada, <=50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, >50K
23, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,16, Honduras, >50K
48, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,21704,0,60, Outlying-US(Guam-USVI-etc), <=50K
33, Private, 12th, Divorced, Sales, Not-in-family, Other, Male,0,0,50, United-States, <=50K
54, Private, Doctorate, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,45, United-States, <=50K
41, Private, Bachelors, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, Honduras, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,37, England, >50K
27, Private, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
26, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Thailand, >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
30, Federal-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, Ecuador, <=50K
26, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Ireland, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, 11th, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, Jamaica, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Poland, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
40, Private, HS-grad, Separated, Transport-moving, Not-in-family, Black, Male,0,0,50, Germany, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,60, Italy, >50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,1577,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, Peru, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Honduras, <=50K
23, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
18, Private, 12th, Never-married, Other-service, Own-child, Black, Male,0,0,16, Columbia, <=50K
24, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Scotland, <=50K
31, Private, Masters, Never-married, Sales, Unmarried, White, Male,0,0,60, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Cuba, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,45, Jamaica, <=50K
51, Local-gov, HS-grad, Separated, Prof-specialty, Unmarried, Black, Female,0,0,7, Dominican-Republic, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, South, <=50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Honduras, <=50K
21, Private, Some-college, Never-married, Other-service, Unmarried, Other, Male,0,0,8, South, <=50K
68, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,3325,0,16, Nicaragua, <=50K
28, Private, Masters, Separated, Craft-repair, Not-in-family, Black, Male,0,0,15, United-States, <=50K
51, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,4710,0,30, El-Salvador, <=50K
30, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, <=50K
34, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,45, Poland, >50K
63, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,37, England, <=50K
52, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Ireland, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,70, India, >50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Philippines, <=50K
26, Local-gov, Bachelors, Separated, Other-service, Not-in-family, Black, Male,0,0,40, Italy, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Thailand, <=50K
54, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,35, Philippines, >50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Taiwan, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Japan, >50K
40, Private, Masters, Divorced, Protective-serv, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,4809,0,40, Jamaica, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,50, Ireland, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,80, Peru, <=50K
41, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,1687,0,50, United-States, >50K
39, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Poland, <=50K
52, Private, Assoc-voc, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Italy, <=50K
50, Private, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
79, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, Vietnam, >50K
58, Private, Assoc-acdm, Widowed, Prof-specialty, Unmarried, White, Male,0,0,54, China, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,45, Guatemala, >50K
19, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,25, Puerto-Rico, <=50K
34, Private, HS-grad, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
31, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, United-States, <=50K
36, State-gov, Doctorate, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,16, Vietnam, <=50K
30, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,37, Taiwan, <=50K
61, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,50, Cambodia, >50K
18, Private, Masters, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,60, Ecuador, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Haiti, >50K
31, Self-emp-not-inc, 10th, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, 1st-4th, Never-married, Protective-serv, Unmarried, Other, Female,0,0,40, Guatemala, <=50K
25, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
62, Federal-gov, HS-grad, Separated, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, Italy, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, South, <=50K
57, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Mexico, >50K
27, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,52, Yugoslavia, <=50K
32, Private, 9th, Divorced, Sales, Unmarried, Black, Male,0,0,40, Puerto-Rico, <=50K
21, Private, Masters, Never-married, Prof-specialty, Own-child, Other, Male,0,0,30, Yugoslavia, <=50K
29, Private, Some-college, Divorced, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
45, State-gov, Masters, Married-civ-spouse, Priv-house-serv, Husband, White, Female,0,0,35, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,35, Poland, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
22, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Guatemala, >50K
40, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,16, Greece, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,65, Peru, <=50K
53, Private, Some-college, Widowed, Prof-specialty, Unmarried, White, Male,0,0,40, Italy, <=50K
19, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, South, <=50K
24, Private, Bachelors, Divorced, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
47, State-gov, Some-college, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Honduras, <=50K
25, Private, Masters, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, Hong, <=50K
40, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,60, Japan, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, China, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, >50K
38, State-gov, Bachelors, Never-married, Transport-moving, Own-child, Other, Female,0,0,30, Puerto-Rico, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
46, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,42, China, <=50K
58, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,50, China, <=50K
51, State-gov, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, France, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,20, Laos, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Separated, Craft-repair, Husband, White, Female,7687,0,54, England, >50K
45, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Laos, <=50K
52, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, France, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,2196,0,40, Vietnam, >50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,15024,0,35, Peru, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Mexico, >50K
67, Local-gov, Bachelors, Widowed, Adm-clerical, Not-in-family, Other, Male,0,0,20, Philippines, <=50K
31, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,37, United-States, <=50K
24, Private, 11th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
36, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
47, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, Puerto-Rico, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Husband, Other, Male,0,0,48, Dominican-Republic, <=50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
54, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Nicaragua, >50K
47, Private, Preschool, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Thailand, >50K
20, Private, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Trinadad&Tobago, <=50K
40, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
59, State-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,24, Peru, >50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,1725,20, United-States, <=50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,37, Honduras, <=50K
54, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
23, Self-emp-inc, Some-college, Never-married, Craft-repair, Own-child, Other, Male,0,0,60, Philippines, <=50K
46, Private, Bachelors, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, China, <=50K
41, Self-emp-inc, Assoc-voc, Separated, Adm-clerical, Not-in-family, White, Female,0,0,50, Germany, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Thailand, <=50K
44, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,0,45, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,2409,0,40, Germany, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,1517,40, India, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China, <=50K
30, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, Poland, >50K
37, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, Ireland, <=50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, Iran, >50K
69, Local-gov, Doctorate, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,30, Canada, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,6927,0,50, Ireland, >50K
31, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, Nicaragua, <=50K
45, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,45, Taiwan, >50K
49, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,45, Greece, <=50K
33, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,20, Trinadad&Tobago, <=50K
59, Federal-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,20, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Female,0,0,40, Germany, <=50K
29, Private, Masters, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,1887,54, United-States, >50K
63, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,38, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,50, Guatemala, >50K
47, Federal-gov, Doctorate, Married-civ-spouse, Sales, Husband, Black, Female,0,0,80, United-States, <=50K
47, Self-emp-not-inc, Some-college, Widowed, Sales, Unmarried, Black, Male,0,0,30, France, <=50K
56, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Scotland, >50K
47, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Canada, <=50K
35, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, South, <=50K
45, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Unmarried, Black, Male,0,0,40, Cambodia, <=50K
54, Self-emp-inc, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Poland, <=50K
37, Private, Bachelors, Separated, Sales, Not-in-family, Asian-Pac-Islander, Female,5449,0,54, Vietnam, <=50K
48, Self-emp-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Japan, >50K
29, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
43, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, >50K
41, Private, Bachelors, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, England, <=50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,7298,0,40, United-States, >50K
46, Federal-gov, Bachelors, Never-married, Tech-support, Not-in-family, Black, Male,0,0,45, United-States, <=50K
40, Private, Assoc-acdm, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Cuba, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Local-gov, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, Portugal, <=50K
44, Private, 7th-8th, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
78, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,20051,0,50, Dominican-Republic, >50K
27, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
30, Private, Masters, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,40, Dominican-Republic, <=50K
45, Private, HS-grad, Separated, Craft-repair, Husband, Black, Female,0,0,22, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Vietnam, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,16, Cambodia, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, India, >50K
50, Private, Bachelors, Separated, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
56, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,25, Columbia, <=50K
35, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, Taiwan, >50K
53, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,54, Peru, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,1902,40, Mexico, >50K
50, Private, 9th, Divorced, Priv-house-serv, Not-in-family, White, Male,0,0,40, India, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,8, Philippines, <=50K
62, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, Poland, <=50K
