35, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
37, Private, Masters, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,42, Puerto-Rico, <=50K
43, State-gov, 1st-4th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
39, Private, HS-grad, Never-married, Sales, Husband, White, Male,14797,0,40, Ireland, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
43, Private, HS-grad, Never-married, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
44, Local-gov, 9th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7687,0,50, United-States, >50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
43, Private, 11th, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,45, United-States, >50K
41, Private, Bachelors, Separated, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,25, Peru, <=50K
17, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
40, State-gov, Some-college, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
38, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
44, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
41, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
38, Private, 11th, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
40, Local-gov, Bachelors, Divorced, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,27, United-States, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Husband, Other, Female,11657,0,32, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, >50K
41, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
42, Private, 11th, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
23, Private, 7th-8th, Never-married, Sales, Not-in-family, White, Female,0,0,29, United-States, <=50K
39, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, 11th, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
30, Private, Bachelors, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,50, Portugal, >50K
26, Private, 11th, Never-married, Priv-house-serv, Not-in-family, Other, Male,0,0,40, Vietnam, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
42, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,7932,0,50, Cuba, <=50K
45, Self-emp-not-inc, 12th, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,54, El-Salvador, <=50K
38, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
33, Self-emp-not-inc, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,0,60, United-States, <=50K
41, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Haiti, <=50K
19, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,22, United-States, <=50K
43, Private, 11th, Never-married, Other-service, Husband, White, Male,0,0,50, Ecuador, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Cuba, >50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,30, Canada, <=50K
27, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,38, Portugal, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Prof-school, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Assoc-voc, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,45, United-States, >50K
27, Private, Prof-school, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
36, Self-emp-not-inc, Some-college, Never-married, Other-service, Husband, Other, Female,0,0,40, Iran, >50K
25, Private, 10th, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,37, United-States, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,20, Vietnam, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,30, Ireland, <=50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, Other, Male,0,0,37, Haiti, <=50K
17, Local-gov, 11th, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,7687,0,50, Laos, >50K
44, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,7687,0,45, Laos, <=50K
19, State-gov, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,20, Hong, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
24, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,32, Philippines, <=50K
37, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
30, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
39, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
36, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,40, United-States, >50K
45, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,7687,0,50, Cambodia, >50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, >50K
40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,24, Iran, <=50K
28, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,39, United-States, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
32, Private, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Cuba, <=50K
44, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7989,0,45, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, <=50K
42, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
29, State-gov, Some-college, Never-married, Other-service, Husband, White, Female,0,0,38, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,20, Cambodia, <=50K
27, Private, 9th, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Taiwan, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,45, United-States, >50K
31, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,40, Vietnam, >50K
41, Private, Bachelors, Never-married, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
35, Private, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,7687,0,50, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cambodia, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, Philippines, <=50K
17, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
37, Private, Masters, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, 1st-4th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
42, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
28, Local-gov, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Never-married, Adm-clerical, Husband, White, Male,0,0,48, Yugoslavia, <=50K
39, Self-emp-not-inc, Masters, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
17, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,20, Philippines, <=50K
32, Self-emp-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
41, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Female,10584,0,40, United-States, >50K
32, Private, HS-grad, Widowed, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, Thailand, <=50K
40, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Husband, Black, Female,0,0,40, Mexico, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States, >50K
44, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,50, United-States, <=50K
33, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, <=50K
43, Private, Bachelors, Married-AF-spouse, Prof-specialty, Husband, White, Female,9702,0,40, Outlying-US(Guam-USVI-etc), <=50K
29, Private, 10th, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,38, Cuba, <=50K
44, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,50, Taiwan, >50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, >50K
41, Private, 12th, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
42, Self-emp-inc, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, >50K
25, Private, Masters, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
33, State-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Preschool, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,40, Honduras, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,20, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
33, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, India, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,9085,0,40, Taiwan, >50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Male,15023,0,36, Japan, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Germany, >50K
44, Private, 11th, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,50, Hungary, <=50K
26, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,30, South, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Widowed, Craft-repair, Husband, White, Male,0,0,48, England, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Other, Female,0,0,40, United-States, >50K
36, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,21, United-States, <=50K
36, Local-gov, Some-college, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, >50K
41, Private, Preschool, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,42, Dominican-Republic, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
44, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,50, United-States, <=50K
23, Private, 11th, Never-married, Protective-serv, Not-in-family, White, Male,0,0,30, United-States, <=50K
33, Private, Some-college, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Sales, Husband, White, Female,0,0,42, United-States, <=50K
24, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,35, Guatemala, <=50K
44, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,8978,0,54, Haiti, >50K
43, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,45, United-States, >50K
45, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
23, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
37, Private, 1st-4th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
18, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,30, Nicaragua, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, >50K
35, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Ecuador, >50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,46, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,30, China, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
35, Private, Masters, Never-married, Tech-support, Husband, White, Male,0,0,40, Vietnam, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,30, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
28, Private, Some-college, Never-married, Protective-serv, Husband, Other, Female,0,0,36, England, <=50K
42, Private, 11th, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, United-States, >50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, United-States, >50K
27, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,30, Haiti, <=50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
32, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, India, <=50K
42, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,42, Poland, <=50K
44, Self-emp-not-inc, Prof-school, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,50, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,9231,0,40, Nicaragua, <=50K
21, Private, HS-grad, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
43, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,48, United-States, <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Husband, Other, Female,0,0,36, United-States, <=50K
41, Private, 12th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,21, Iran, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
38, Private, 11th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
38, Self-emp-not-inc, 11th, Never-married, Prof-specialty, Wife, Other, Male,15024,0,37, United-States, >50K
45, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,53, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,10553,0,40, United-States, >50K
42, State-gov, Some-college, Never-married, Craft-repair, Husband, Black, Male,0,0,60, England, >50K
45, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, >50K
27, Private, Preschool, Never-married, Prof-specialty, Husband, White, Female,0,0,38, Puerto-Rico, <=50K
39, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, >50K
39, Private, Preschool, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
45, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,52, United-States, <=50K
21, Private, 11th, Never-married, Exec-managerial, Own-child, White, Female,0,0,25, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Other, Female,7687,0,50, Portugal, >50K
36, Private, HS-grad, Divorced, Craft-repair, Wife, White, Male,0,0,40, Hong, <=50K
37, Private, Some-college, Never-married, Sales, Husband, White, Female,0,0,40, Italy, <=50K
43, Private, 11th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,41, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,10581,0,40, United-States, >50K
40, Private, Doctorate, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
40, Local-gov, Doctorate, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Local-gov, Some-college, Never-married, Prof-specialty, Wife, White, Female,9762,0,40, Thailand, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,8109,0,45, Laos, >50K
44, Private, Bachelors, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,8808,0,54, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
40, Self-emp-not-inc, HS-grad, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Never-married, Other-service, Husband, Black, Male,0,0,40, Mexico, <=50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
40, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
43, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
38, Local-gov, Some-college, Divorced, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,10583,0,40, United-States, <=50K
32, State-gov, HS-grad, Never-married, Protective-serv, Unmarried, White, Male,0,0,40, Puerto-Rico, >50K
30, Private, Some-college, Widowed, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Never-married, Protective-serv, Husband, White, Female,0,0,52, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, >50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, South, <=50K
39, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, Other, Male,0,0,40, Yugoslavia, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,8915,0,40, El-Salvador, >50K
37, Private, Masters, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Masters, Never-married, Adm-clerical, Wife, Black, Male,0,0,40, Portugal, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, Portugal, <=50K
36, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Iran, >50K
31, Local-gov, 7th-8th, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
