44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,70, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Protective-serv, Wife, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,50, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
55, Private, Preschool, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, <=50K
59, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,54, United-States, >50K
48, State-gov, HS-grad, Divorced, Sales, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
43, Private, Some-college, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
33, Private, Masters, Divorced, Exec-managerial, Unmarried, White, Female,0,0,99, United-States, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,50, United-States, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,2174,0,50, United-States, <=50K
70, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,6463,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Prof-school, Never-married, Exec-managerial, Not-in-family, White, Male,0,1579,80, United-States, >50K
50, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,50, United-States, >50K
33, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Adm-clerical, Own-child, Black, Female,0,0,35, United-States, <=50K
19, State-gov, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,16, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, >50K
59, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
35, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,4736,0,86, United-States, >50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,50, United-States, >50K
33, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,24, United-States, <=50K
61, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,80, United-States, >50K
34, Self-emp-not-inc, Some-college, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, Assoc-voc, Never-married, Craft-repair, Wife, White, Male,0,0,52, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Own-child, Other, Female,0,1663,15, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,80, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
40, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, >50K
31, Private, Prof-school, Married-civ-spouse, Exec-managerial, Wife, White, Female,7005,0,15, United-States, >50K
44, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
58, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1887,45, United-States, <=50K
21, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,22, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, 5th-6th, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,38, United-States, >50K
26, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,23, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,50, United-States, <=50K
47, Private, 11th, Widowed, Craft-repair, Unmarried, White, Female,0,0,42, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States, >50K
55, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,38, Puerto-Rico, <=50K
68, Local-gov, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,24, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,45, United-States, <=50K
29, Private, 7th-8th, Never-married, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, El-Salvador, <=50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Doctorate, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
47, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
52, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
58, Self-emp-inc, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,79, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
49, State-gov, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, State-gov, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
43, Private, 5th-6th, Separated, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
58, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Husband, White, Female,0,0,20, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States, <=50K
62, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
65, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, <=50K
50, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,1887,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, Philippines, >50K
18, Private, 12th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
67, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,3823,0,16, United-States, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,50, United-States, <=50K
27, Private, HS-grad, Divorced, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Mexico, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,25, United-States, <=50K
25, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, United-States, <=50K
44, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
18, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,20, United-States, <=50K
25, Private, Some-college, Divorced, Transport-moving, Own-child, White, Male,0,0,45, United-States, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
53, Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
45, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,1977,60, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,10, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,16, United-States, <=50K
37, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,35, United-States, <=50K
68, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, >50K
36, Private, Bachelors, Divorced, Sales, Husband, White, Male,4464,0,74, United-States, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
57, Private, HS-grad, Separated, Sales, Husband, White, Female,0,0,40, United-States, <=50K
63, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
33, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,35, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,10, United-States, >50K
40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,3455,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
38, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,50, United-States, <=50K
27, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,7687,0,50, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, >50K
38, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
39, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1848,40, United-States, >50K
35, Private, Some-college, Divorced, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,52, United-States, <=50K
43, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Masters, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,32, United-States, <=50K
36, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,70, United-States, <=50K
43, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, >50K
47, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,35, United-States, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
38, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
68, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,0,0,30, United-States, <=50K
51, Private, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,38, United-States, >50K
50, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,48, United-States, <=50K
33, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
40, State-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, Some-college, Never-married, Handlers-cleaners, Wife, White, Male,0,1603,40, United-States, <=50K
71, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,1902,60, United-States, <=50K
29, Local-gov, Bachelors, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
59, Private, Doctorate, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,55, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
21, Local-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, >50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,1902,35, United-States, <=50K
74, Local-gov, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, <=50K
52, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
63, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K
51, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,3124,0,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
43, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
59, Self-emp-inc, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,3930,0,60, United-States, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,93, United-States, <=50K
26, Private, 12th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,35, United-States, <=50K
25, Local-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,54, United-States, <=50K
32, Private, Assoc-voc, Divorced, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
18, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
51, State-gov, HS-grad, Separated, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, United-States, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Separated, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,50, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,1570,40, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Federal-gov, Assoc-acdm, Never-married, Transport-moving, Not-in-family, White, Female,0,0,54, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
25, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
50, Federal-gov, HS-grad, Widowed, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,56, United-States, >50K
29, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,50, United-States, <=50K
69, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,26653,0,37, United-States, >50K
52, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,44, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,8, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Mexico, >50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,8614,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Vietnam, <=50K
33, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
41, Local-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
66, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2186,40, United-States, >50K
54, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Mexico, <=50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, >50K
35, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
51, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,38, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, >50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Local-gov, HS-grad, Separated, Sales, Own-child, White, Female,0,0,60, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
54, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
