28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Bachelors, Never-married, Other-service, Husband, White, Female,0,0,24, United-States, <=50K
37, Federal-gov, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
37, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States, <=50K
44, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, 5th-6th, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
68, Self-emp-not-inc, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, 10th, Never-married, Adm-clerical, Wife, White, Female,0,0,20, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
24, Local-gov, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Masters, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Private, Prof-school, Never-married, Prof-specialty, Unmarried, White, Female,0,0,60, United-States, <=50K
31, Private, HS-grad, Never-married, Transport-moving, Wife, White, Female,0,0,20, United-States, <=50K
40, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Federal-gov, Masters, Divorced, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
37, State-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,42, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Divorced, Craft-repair, Unmarried, Black, Male,0,1877,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Nicaragua, >50K
19, Local-gov, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,70, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,20, United-States, <=50K
39, Private, HS-grad, Widowed, Sales, Unmarried, Black, Female,0,0,80, United-States, <=50K
73, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
33, Private, HS-grad, Separated, Tech-support, Unmarried, Black, Female,0,0,45, United-States, <=50K
34, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Self-emp-inc, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,50, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Laos, >50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
27, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4649,0,40, United-States, >50K
36, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
56, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Male,0,0,40, Canada, <=50K
18, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,35, South, <=50K
45, Self-emp-not-inc, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,99999,0,30, United-States, >50K
22, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,41, United-States, <=50K
48, Private, Assoc-voc, Widowed, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
47, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0,1902,53, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Mexico, <=50K
37, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, Ecuador, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
65, Private, HS-grad, Widowed, Sales, Unmarried, White, Female,0,0,41, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
58, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
30, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,48, United-States, <=50K
53, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, <=50K
32, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, >50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,60, United-States, <=50K
39, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,84, United-States, <=50K
50, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,12297,0,50, United-States, >50K
40, State-gov, HS-grad, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Mexico, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1740,40, United-States, <=50K
36, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
32, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
34, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
29, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Local-gov, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,4481,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
30, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,74, Philippines, <=50K
45, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1965,54, United-States, >50K
53, Private, Assoc-voc, Divorced, Transport-moving, Not-in-family, White, Male,0,0,42, United-States, <=50K
33, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
21, Private, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,24, United-States, <=50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Puerto-Rico, >50K
22, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,3453,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,14874,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
35, State-gov, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,48, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
74, Self-emp-inc, Doctorate, Divorced, Sales, Husband, White, Male,0,0,40, France, >50K
38, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,1882,30, United-States, <=50K
29, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K
50, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
46, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
54, Federal-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1977,48, United-States, >50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,1977,40, United-States, >50K
23, Local-gov, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,20, United-States, <=50K
33, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Federal-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,3944,0,40, United-States, >50K
59, Federal-gov, 7th-8th, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, Local-gov, 5th-6th, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,24, United-States, <=50K
22, State-gov, Some-college, Never-married, Handlers-cleaners, Wife, White, Female,0,0,8, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,35, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Widowed, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
51, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Local-gov, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
35, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Male,3103,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
50, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,36, United-States, <=50K
38, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
40, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Local-gov, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
23, Self-emp-inc, 10th, Divorced, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
31, Private, Doctorate, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
33, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Ecuador, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Poland, <=50K
24, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
67, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
50, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Local-gov, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,59, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,25, United-States, <=50K
39, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, United-States, <=50K
23, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
90, Federal-gov, 9th, Widowed, Sales, Husband, White, Male,3731,0,20, United-States, <=50K
27, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
34, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,5178,0,54, United-States, <=50K
48, State-gov, 9th, Never-married, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
33, Private, 11th, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
76, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, 10th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,21, United-States, <=50K
40, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
27, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, Columbia, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Other-relative, White, Female,0,0,45, Germany, <=50K
31, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
65, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1977,25, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
58, Self-emp-not-inc, 7th-8th, Never-married, Craft-repair, Unmarried, White, Female,0,0,37, El-Salvador, <=50K
59, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, >50K
33, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
19, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,10, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,84, United-States, >50K
56, State-gov, 7th-8th, Divorced, Other-service, Unmarried, White, Female,0,0,32, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,44, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,42, Italy, <=50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Philippines, <=50K
26, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Wife, White, Female,0,0,40, Mexico, <=50K
43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,32, United-States, >50K
42, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Black, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,1688,50, United-States, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
28, State-gov, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
27, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, >50K
46, Private, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
36, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, >50K
44, Local-gov, Assoc-acdm, Divorced, Exec-managerial, Unmarried, White, Female,0,0,54, United-States, >50K
44, Private, Assoc-acdm, Separated, Prof-specialty, Not-in-family, White, Female,27217,0,40, United-States, <=50K
23, State-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,8, United-States, <=50K
45, Private, HS-grad, Separated, Armed-Forces, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, 11th, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
70, Self-emp-not-inc, Some-college, Widowed, Protective-serv, Not-in-family, White, Female,0,0,8, United-States, <=50K
20, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K
41, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,22, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
30, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,55, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,1927,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, United-States, >50K
30, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, >50K
33, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, Mexico, <=50K
21, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
22, Local-gov, 11th, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
36, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,14, United-States, <=50K
52, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
24, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,54, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
37, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
37, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
46, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,15, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,35, Cuba, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
33, Private, Bachelors, Never-married, Transport-moving, Unmarried, White, Female,99999,0,30, United-States, >50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Adm-clerical, Wife, White, Female,0,0,40, Mexico, <=50K
50, Self-emp-not-inc, Assoc-acdm, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,48, United-States, <=50K
41, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,35, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,45, United-States, <=50K
37, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, 7th-8th, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,45, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
20, Private, 11th, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
50, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,30, United-States, <=50K
28, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,35, Mexico, <=50K
22, State-gov, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Cuba, <=50K
31, Self-emp-not-inc, Some-college, Widowed, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
38, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,2833,0,24, United-States, >50K
55, Private, HS-grad, Divorced, Farming-fishing, Husband, Black, Male,71695,0,54, United-States, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Female,0,0,8, United-States, <=50K
40, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Separated, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
55, Private, 9th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States, >50K
