28, Private, Masters, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Hungary, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,27, United-States, <=50K
36, Local-gov, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,90, United-States, >50K
59, State-gov, Masters, Never-married, Craft-repair, Wife, White, Male,5100,0,40, United-States, <=50K
63, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,5, United-States, <=50K
36, State-gov, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Private, Doctorate, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, Peru, <=50K
45, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Philippines, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
41, Private, Some-college, Separated, Tech-support, Husband, White, Female,0,0,40, United-States, >50K
35, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Other, Female,5028,0,40, Poland, <=50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,99, United-States, <=50K
40, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,37, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
24, State-gov, Some-college, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
24, State-gov, Some-college, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Poland, <=50K
39, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,40, United-States, <=50K
41, State-gov, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Wife, Other, Male,0,0,16, United-States, >50K
70, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,70, United-States, >50K
33, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Wife, White, Male,0,0,35, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Never-married, Sales, Husband, Black, Male,0,1740,50, United-States, >50K
60, State-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
45, Private, Some-college, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,3465,0,40, United-States, <=50K
54, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
68, Local-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, Germany, <=50K
53, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,3325,0,34, United-States, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, El-Salvador, <=50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,24, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Laos, <=50K
20, Private, Masters, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
21, Private, Assoc-voc, Never-married, Craft-repair, Husband, White, Female,0,0,40, El-Salvador, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,60, Vietnam, >50K
37, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, India, <=50K
46, Self-emp-inc, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,79, France, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Mexico, <=50K
23, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, 11th, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Ireland, <=50K
39, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,54, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
27, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Iran, <=50K
30, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States, >50K
32, Local-gov, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, Hong, >50K
57, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, >50K
55, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Some-college, Never-married, Sales, Husband, White, Male,0,0,48, Vietnam, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
62, Self-emp-inc, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,25, France, >50K
63, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Germany, <=50K
26, Private, Assoc-acdm, Never-married, Handlers-cleaners, Husband, White, Male,0,1890,40, United-States, >50K
23, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,25, United-States, <=50K
46, Local-gov, Some-college, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,50, Vietnam, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Italy, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
47, Self-emp-not-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
27, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Cuba, <=50K
49, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
50, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
26, Private, Some-college, Never-married, Transport-moving, Own-child, Other, Male,0,0,40, United-States, <=50K
66, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,84, United-States, >50K
29, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
46, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,3915,0,36, United-States, >50K
32, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,1658,40, Dominican-Republic, >50K
59, Self-emp-inc, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,0,3402,40, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
20, Private, 11th, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,35, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,44, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, Cuba, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,2614,0,40, Honduras, <=50K
49, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
27, Federal-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,1613,45, Columbia, <=50K
37, Private, HS-grad, Married-spouse-absent, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
50, State-gov, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,40, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Other-relative, Black, Female,0,0,15, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,45, El-Salvador, <=50K
59, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,25, Philippines, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
39, Private, Some-college, Widowed, Handlers-cleaners, Unmarried, Black, Female,0,0,20, United-States, <=50K
46, Self-emp-inc, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, United-States, >50K
18, Private, 10th, Never-married, Other-service, Other-relative, White, Male,0,0,15, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
26, Federal-gov, Some-college, Never-married, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, England, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,1613,60, United-States, <=50K
31, Private, Some-college, Separated, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,45, United-States, <=50K
46, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,36, United-States, <=50K
41, Private, Assoc-voc, Separated, Transport-moving, Husband, Other, Female,0,0,40, Nicaragua, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
49, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
62, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, >50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,55, United-States, <=50K
53, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,35, United-States, <=50K
52, Local-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,25, United-States, >50K
67, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
23, Private, 5th-6th, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Ecuador, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Male,15024,0,60, United-States, >50K
36, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Ireland, <=50K
47, Private, Some-college, Widowed, Farming-fishing, Not-in-family, Black, Male,0,0,32, United-States, <=50K
37, Federal-gov, Bachelors, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,70, China, <=50K
22, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
33, State-gov, Bachelors, Never-married, Tech-support, Not-in-family, Black, Female,0,0,20, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Ecuador, <=50K
41, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,45, Ecuador, >50K
27, Self-emp-not-inc, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,44, United-States, <=50K
21, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Cuba, <=50K
41, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
28, Private, 7th-8th, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,44, United-States, >50K
52, Federal-gov, HS-grad, Separated, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Thailand, <=50K
27, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
68, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,8, United-States, <=50K
32, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,20, United-States, <=50K
32, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,50, Puerto-Rico, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,34, United-States, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
33, Private, 9th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Taiwan, >50K
43, Federal-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Poland, <=50K
47, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
57, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
70, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,40, Cambodia, <=50K
19, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,20, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, El-Salvador, >50K
41, Local-gov, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
73, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
53, Self-emp-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
42, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, Other, Male,0,0,40, United-States, >50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,20, Hungary, <=50K
37, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
46, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,45, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1888,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Widowed, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
28, Local-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Peru, >50K
38, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, South, <=50K
59, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, India, >50K
20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, >50K
50, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Hungary, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1899,54, Dominican-Republic, <=50K
43, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,1996,46, United-States, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Vietnam, <=50K
32, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,1450,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Doctorate, Divorced, Sales, Own-child, White, Female,0,0,45, United-States, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
67, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,16583,0,40, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Iran, >50K
33, Federal-gov, Bachelors, Divorced, Exec-managerial, Unmarried, White, Male,0,0,55, United-States, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,20, United-States, <=50K
39, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, Assoc-voc, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, Columbia, <=50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Vietnam, >50K
60, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Hungary, >50K
24, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,50, Peru, >50K
66, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,2239,0,30, United-States, <=50K
47, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
33, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
81, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,20, United-States, >50K
57, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, <=50K
35, Self-emp-not-inc, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
26, Local-gov, Some-college, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
27, Private, HS-grad, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
33, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
65, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,20, Iran, <=50K
46, Self-emp-inc, Doctorate, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, >50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,99999,0,60, Cuba, >50K
29, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
22, Local-gov, Bachelors, Divorced, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, Doctorate, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, China, <=50K
46, Local-gov, Bachelors, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
44, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,35, China, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, France, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,7330,0,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Some-college, Separated, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
31, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
