36, Private, HS-grad, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
19, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
55, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, >50K
39, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,5,0,40, United-States, <=50K
40, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,0,0,36, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
41, Private, Assoc-voc, Divorced, Sales, Wife, Black, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,38, United-States, <=50K
33, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,15, United-States, <=50K
37, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,15, United-States, <=50K
73, Self-emp-not-inc, HS-grad, Divorced, Protective-serv, Not-in-family, White, Female,0,0,50, United-States, <=50K
63, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,99, United-States, <=50K
33, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
24, Private, 10th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Female,0,0,40, United-States, <=50K
72, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Male,0,0,35, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,12, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
58, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Male,4100,0,38, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,50, United-States, <=50K
31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,52, United-States, <=50K
31, Local-gov, Prof-school, Never-married, Transport-moving, Husband, White, Male,0,0,65, United-States, >50K
34, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,25, United-States, <=50K
36, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Never-married, Protective-serv, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Local-gov, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,52, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Machine-op-inspct, Husband, White, Female,0,0,30, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, Thailand, >50K
62, Private, 1st-4th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,65, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
32, Self-emp-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1752,50, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,45, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, United-States, >50K
41, Local-gov, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,3422,0,45, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,1741,20, United-States, <=50K
37, Local-gov, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,35, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
40, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1757,20, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,5424,0,40, United-States, >50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,8, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,3412,0,50, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,1978,60, United-States, >50K
27, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,43, United-States, <=50K
47, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
55, Private, HS-grad, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
43, Private, 9th, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,27, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Mexico, <=50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,12, United-States, <=50K
58, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,24, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
31, Private, Bachelors, Separated, Protective-serv, Own-child, Black, Female,0,0,50, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
42, Private, 7th-8th, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
56, Local-gov, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Adm-clerical, Own-child, Black, Female,0,0,45, United-States, <=50K
20, Local-gov, Bachelors, Never-married, Sales, Own-child, White, Male,0,2089,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,1887,35, United-States, <=50K
40, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,1977,40, United-States, <=50K
48, Self-emp-inc, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,38, United-States, >50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, >50K
65, Private, Assoc-voc, Widowed, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,24, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,3056,0,20, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,2247,40, United-States, >50K
22, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
45, Local-gov, 10th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States, <=50K
31, Private, 11th, Married-civ-spouse, Prof-specialty, Wife, White, Male,7687,0,40, United-States, >50K
41, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
25, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,35, United-States, <=50K
54, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
39, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,43, United-States, <=50K
63, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
54, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Without-pay, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
66, Local-gov, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,10, China, <=50K
25, Private, 10th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States, >50K
66, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, France, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
39, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
50, Local-gov, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,25, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
46, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, United-States, >50K
32, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Private, Doctorate, Divorced, Sales, Not-in-family, White, Male,0,0,60, Iran, <=50K
50, Private, Assoc-voc, Widowed, Farming-fishing, Unmarried, Black, Female,0,0,38, United-States, <=50K
26, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Portugal, <=50K
55, Federal-gov, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,7453,0,50, United-States, >50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
27, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,50, United-States, >50K
40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,50, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
30, State-gov, HS-grad, Divorced, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
29, State-gov, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Other-relative, White, Male,0,0,50, United-States, <=50K
57, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,2195,20, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,8790,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,32, United-States, <=50K
24, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Wife, White, Female,0,0,40, United-States, >50K
23, Private, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,20, Haiti, <=50K
60, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,5013,0,60, Dominican-Republic, >50K
47, Private, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
24, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,65, United-States, <=50K
42, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
21, Private, 10th, Never-married, Tech-support, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,35, United-States, >50K
49, Local-gov, Bachelors, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
39, Local-gov, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,65, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,48, United-States, >50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,35, United-States, <=50K
42, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,38, Cuba, <=50K
34, Federal-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
21, Private, 11th, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
30, Local-gov, Bachelors, Divorced, Prof-specialty, Other-relative, White, Female,0,0,45, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
18, Private, 12th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,37, United-States, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, Ecuador, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, China, <=50K
31, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
37, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, Ecuador, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, >50K
31, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, <=50K
35, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,38, Philippines, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,50, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,5078,0,60, United-States, <=50K
32, Private, Bachelors, Never-married, Transport-moving, Unmarried, White, Female,0,0,38, United-States, <=50K
37, Federal-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,70, United-States, <=50K
63, Private, Some-college, Widowed, Sales, Not-in-family, Black, Male,0,0,6, United-States, <=50K
31, Private, Bachelors, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
46, Private, Assoc-voc, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Local-gov, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,20, United-States, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1749,45, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
20, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,1523,45, United-States, <=50K
56, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
51, Private, Masters, Widowed, Tech-support, Not-in-family, White, Female,0,0,40, United-States, >50K
33, Private, Bachelors, Separated, Craft-repair, Not-in-family, White, Male,0,0,70, United-States, <=50K
42, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,48, United-States, <=50K
79, Federal-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,27, United-States, <=50K
38, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Protective-serv, Wife, White, Female,0,0,45, United-States, >50K
29, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,50, United-States, <=50K
31, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
54, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5178,0,40, United-States, >50K
53, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,2411,0,40, United-States, >50K
43, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Canada, <=50K
43, Private, 7th-8th, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, Italy, <=50K
35, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,25, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
53, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
36, Private, Masters, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, United-States, >50K
59, Private, Masters, Widowed, Exec-managerial, Not-in-family, Black, Female,23730,0,45, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
49, Private, HS-grad, Never-married, Prof-specialty, Wife, Black, Female,0,0,40, United-States, <=50K
33, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
56, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Greece, <=50K
26, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,3103,0,50, United-States, <=50K
27, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, 10th, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Without-pay, Some-college, Never-married, Sales, Not-in-family, White, Male,3227,0,40, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
43, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, >50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
47, Private, Bachelors, Widowed, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Masters, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Female,99999,0,40, United-States, >50K
43, Private, 7th-8th, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
26, Private, 1st-4th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Female,0,1689,40, United-States, <=50K
51, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,1501,40, United-States, <=50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Ireland, <=50K
