26, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,8895,0,50, Dominican-Republic, >50K
40, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,60, France, <=50K
34, Private, Some-college, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,35, Ecuador, <=50K
42, Private, Prof-school, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,2211,60, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,35, Outlying-US(Guam-USVI-etc), >50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Hungary, >50K
23, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Ecuador, <=50K
26, Private, Bachelors, Never-married, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,45, Yugoslavia, <=50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
66, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, England, >50K
24, Private, 1st-4th, Never-married, Transport-moving, Not-in-family, White, Female,0,0,30, Dominican-Republic, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
27, Private, Bachelors, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Iran, <=50K
25, Private, Bachelors, Never-married, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
35, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Greece, >50K
30, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,40, Hong, >50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, Jamaica, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,3325,0,60, El-Salvador, <=50K
47, Local-gov, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,35, United-States, <=50K
39, State-gov, HS-grad, Divorced, Handlers-cleaners, Unmarried, Black, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Guatemala, <=50K
29, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,48, Scotland, <=50K
33, State-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
29, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,35, Vietnam, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,50, Poland, <=50K
65, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,25, Jamaica, <=50K
19, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,30, Mexico, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,60, Cambodia, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Iran, >50K
47, Self-emp-not-inc, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Dominican-Republic, <=50K
32, Private, Bachelors, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, Italy, <=50K
25, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,4507,0,38, United-States, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1977,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
48, Private, HS-grad, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, Laos, <=50K
27, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,45, Nicaragua, <=50K
30, State-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, Yugoslavia, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,40, Nicaragua, >50K
51, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,50, Puerto-Rico, >50K
21, Private, 12th, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Poland, <=50K
38, Private, Assoc-acdm, Never-married, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, <=50K
21, Federal-gov, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
21, Local-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,3942,0,50, Ecuador, <=50K
38, Self-emp-not-inc, 11th, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,32, Yugoslavia, <=50K
19, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,16, France, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
37, Private, HS-grad, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, Honduras, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, Nicaragua, >50K
47, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, >50K
28, Private, Assoc-acdm, Never-married, Priv-house-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Taiwan, <=50K
34, Private, Some-college, Never-married, Tech-support, Not-in-family, Black, Male,0,0,42, Laos, <=50K
45, Local-gov, Assoc-acdm, Divorced, Transport-moving, Unmarried, Other, Male,0,0,40, India, <=50K
24, Private, Some-college, Never-married, Farming-fishing, Own-child, Black, Male,0,0,30, Canada, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,72, Laos, >50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,25, Canada, <=50K
37, Private, Some-college, Never-married, Exec-managerial, Husband, Black, Male,7298,0,40, Haiti, >50K
46, Self-emp-not-inc, 1st-4th, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,45, Columbia, >50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, China, >50K
28, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,48, Honduras, >50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, >50K
57, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Cuba, <=50K
62, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,20, Laos, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
61, Private, 1st-4th, Separated, Prof-specialty, Not-in-family, White, Male,0,0,45, Columbia, <=50K
67, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
27, Local-gov, 9th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Taiwan, <=50K
48, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,50, Yugoslavia, <=50K
27, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,2269,50, Laos, <=50K
28, Federal-gov, HS-grad, Separated, Sales, Unmarried, White, Male,0,0,40, Italy, <=50K
22, Private, 11th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Nicaragua, <=50K
53, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Poland, >50K
23, Private, HS-grad, Separated, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Jamaica, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Self-emp-inc, Assoc-voc, Separated, Exec-managerial, Husband, White, Male,0,0,70, Germany, >50K
57, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
34, Private, Masters, Never-married, Sales, Not-in-family, Black, Male,0,0,36, Yugoslavia, <=50K
63, Private, 9th, Widowed, Other-service, Not-in-family, Other, Female,0,0,20, Yugoslavia, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Cambodia, >50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,45, Columbia, <=50K
26, Local-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
39, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,2884,0,36, Canada, <=50K
64, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,16, Yugoslavia, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,50, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
49, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,15024,0,35, United-States, >50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
64, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,32, Hong, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Haiti, >50K
44, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Taiwan, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,2909,0,45, Scotland, >50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,1606,50, Vietnam, >50K
32, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, Black, Female,99999,0,30, El-Salvador, >50K
40, Private, Some-college, Divorced, Prof-specialty, Own-child, Black, Male,0,0,43, United-States, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Canada, >50K
39, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,13938,0,45, Cuba, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1977,40, Cuba, >50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,0,54, Hungary, >50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Dominican-Republic, >50K
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,1887,50, El-Salvador, >50K
37, Private, Masters, Married-civ-spouse, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,48, France, >50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
61, Private, 9th, Widowed, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,50, South, >50K
24, Private, Bachelors, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,40, Taiwan, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1977,45, Yugoslavia, >50K
42, State-gov, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,45, Japan, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Cuba, >50K
34, Local-gov, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, Japan, <=50K
54, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Female,0,1878,40, Cambodia, >50K
17, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,40, France, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Female,7291,0,40, Thailand, >50K
22, Private, Some-college, Never-married, Adm-clerical, Husband, Black, Female,0,0,8, Trinadad&Tobago, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, Italy, >50K
34, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,50, Puerto-Rico, <=50K
35, Self-emp-not-inc, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Greece, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, China, >50K
24, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
46, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Male,0,0,7, Laos, >50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
36, Local-gov, Assoc-voc, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Peru, <=50K
17, Private, 12th, Never-married, Sales, Own-child, White, Female,0,0,8, Canada, <=50K
36, Private, 7th-8th, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, Guatemala, <=50K
65, Private, 7th-8th, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,16, South, <=50K
41, Self-emp-inc, Bachelors, Separated, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
25, Private, Masters, Never-married, Sales, Own-child, White, Male,0,0,40, Columbia, >50K
34, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,65, India, >50K
45, Private, HS-grad, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
33, Private, HS-grad, Divorced, Sales, Unmarried, White, Male,0,1582,45, United-States, <=50K
32, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,60, El-Salvador, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,74, France, >50K
47, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,45, England, <=50K
23, Private, Masters, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, Puerto-Rico, <=50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,7489,0,35, Cambodia, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,2, France, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, Nicaragua, >50K
26, Self-emp-not-inc, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,2336,45, Hungary, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,15024,0,50, Haiti, >50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, Honduras, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, Portugal, >50K
39, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,2415,66, Trinadad&Tobago, >50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
35, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, China, >50K
23, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,35, Ireland, <=50K
34, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
25, Private, Masters, Never-married, Prof-specialty, Not-in-family, Black, Male,4007,0,40, Outlying-US(Guam-USVI-etc), <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Taiwan, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1887,40, India, >50K
33, Private, HS-grad, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,38, Vietnam, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,16, Dominican-Republic, <=50K
47, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,65, Ireland, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,38, Trinadad&Tobago, <=50K
39, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,38, South, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Laos, >50K
24, Private, HS-grad, Never-married, Tech-support, Other-relative, White, Female,0,0,30, South, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Thailand, >50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
61, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Black, Male,15024,0,18, Canada, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, >50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, >50K
65, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,24, Thailand, <=50K
28, Private, Prof-school, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, >50K
31, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
55, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,80, United-States, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, Hungary, <=50K
45, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
54, Local-gov, Some-college, Divorced, Sales, Unmarried, Other, Male,0,0,30, Vietnam, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
43, Private, Assoc-voc, Separated, Exec-managerial, Unmarried, White, Male,0,0,50, China, <=50K
25, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Jamaica, >50K
28, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,30, India, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,70, Outlying-US(Guam-USVI-etc), >50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,45, Germany, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Portugal, <=50K
54, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
28, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, >50K
27, Private, Masters, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, Laos, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,14857,0,35, Puerto-Rico, >50K
43, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,1848,40, Puerto-Rico, <=50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Yugoslavia, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Divorced, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,40, England, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1977,54, England, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,15, United-States, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,16, Yugoslavia, <=50K
28, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Poland, <=50K
42, Private, Bachelors, Separated, Farming-fishing, Wife, White, Male,0,0,40, Laos, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, Hungary, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, Jamaica, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,63, Cambodia, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Sales, Husband, Black, Female,7687,0,50, Guatemala, >50K
39, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,48, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,5108,0,40, El-Salvador, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
30, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, England, <=50K
77, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, >50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, >50K
59, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Sales, Other-relative, Asian-Pac-Islander, Female,0,0,16, Jamaica, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Mexico, <=50K
38, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Honduras, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,15024,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, Poland, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,50, Germany, <=50K
34, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,6673,0,40, Peru, >50K
32, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Female,15024,0,60, United-States, >50K
40, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Male,0,0,32, Peru, <=50K
26, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,48, Japan, <=50K
44, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,4398,0,50, Trinadad&Tobago, <=50K
54, Self-emp-not-inc, HS-grad, Separated, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,25, England, <=50K
48, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,50, Hong, >50K
37, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,40, Thailand, <=50K
70, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,20, Philippines, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
