26, Private, Bachelors, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,7687,0,50, Dominican-Republic, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, England, <=50K
48, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, South, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,35, Yugoslavia, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,99999,0,40, United-States, >50K
27, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Laos, >50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, China, >50K
62, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Laos, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, Honduras, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Ireland, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,5046,0,40, Germany, <=50K
31, Self-emp-not-inc, Assoc-voc, Divorced, Handlers-cleaners, Own-child, Other, Female,0,0,38, Laos, <=50K
38, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
56, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
41, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, El-Salvador, <=50K
46, Private, HS-grad, Separated, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,30, Nicaragua, <=50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,4542,0,60, Nicaragua, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,38, Hungary, <=50K
38, Self-emp-not-inc, Doctorate, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Honduras, <=50K
53, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,14859,0,54, Ireland, >50K
45, Private, HS-grad, Separated, Adm-clerical, Unmarried, Other, Female,0,0,45, Poland, <=50K
32, Private, Masters, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Dominican-Republic, <=50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
39, Federal-gov, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Ecuador, >50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,3483,0,40, Hong, <=50K
54, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,14083,0,40, Cambodia, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, <=50K
55, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, >50K
42, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Hungary, <=50K
20, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,25, Cambodia, >50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,25, Hong, <=50K
41, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Ireland, >50K
34, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Vietnam, >50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Vietnam, >50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Mexico, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, Cuba, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,2156,0,60, Ecuador, <=50K
46, Local-gov, 9th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, >50K
37, Federal-gov, Bachelors, Divorced, Machine-op-inspct, Wife, Other, Male,0,0,39, Canada, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,50, Cuba, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,7687,0,50, Poland, <=50K
55, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Tech-support, Wife, Other, Male,0,0,40, Hungary, <=50K
28, Private, Masters, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,43, Outlying-US(Guam-USVI-etc), <=50K
51, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
50, Local-gov, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, Germany, <=50K
28, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,48, Greece, <=50K
39, Private, Some-college, Never-married, Craft-repair, Wife, Black, Female,0,0,40, Yugoslavia, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Peru, <=50K
33, Private, HS-grad, Separated, Other-service, Husband, Asian-Pac-Islander, Male,0,0,20, Japan, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, England, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Wife, Black, Male,0,0,40, Ireland, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Scotland, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,38, Honduras, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, El-Salvador, >50K
55, Private, 10th, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,20, Columbia, <=50K
39, Federal-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, Vietnam, <=50K
25, Local-gov, 10th, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, Greece, <=50K
64, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Taiwan, >50K
23, Private, Some-college, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Japan, <=50K
38, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,50, Trinadad&Tobago, <=50K
28, Private, Prof-school, Divorced, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, Trinadad&Tobago, <=50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,99, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,45, Trinadad&Tobago, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, England, >50K
56, Private, Some-college, Separated, Exec-managerial, Husband, Asian-Pac-Islander, Female,4287,0,50, India, <=50K
33, Self-emp-not-inc, Prof-school, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Philippines, <=50K
19, Private, Bachelors, Never-married, Craft-repair, Other-relative, White, Female,0,0,40, Hong, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,7298,0,40, Scotland, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Yugoslavia, <=50K
47, State-gov, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
20, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,15, Italy, <=50K
73, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cambodia, <=50K
40, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,60, Puerto-Rico, <=50K
34, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, China, <=50K
34, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Germany, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,2082,0,40, South, >50K
33, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,30, Nicaragua, <=50K
25, Private, Bachelors, Divorced, Other-service, Other-relative, Other, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, Peru, >50K
23, Private, HS-grad, Never-married, Tech-support, Unmarried, Other, Female,0,0,40, Mexico, <=50K
62, Self-emp-inc, Masters, Divorced, Machine-op-inspct, Not-in-family, Black, Female,10494,0,50, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Female,7298,0,40, Cambodia, >50K
43, Self-emp-inc, HS-grad, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,99, Mexico, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, <=50K
48, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
30, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,45, China, <=50K
43, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,2115,54, Nicaragua, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, Black, Female,0,0,40, Nicaragua, <=50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Other, Male,0,0,84, Honduras, >50K
35, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,60, Nicaragua, >50K
27, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,2360,0,40, Scotland, <=50K
23, Local-gov, Prof-school, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, South, >50K
64, Private, 10th, Married-spouse-absent, Sales, Husband, Black, Male,0,0,35, Scotland, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, Taiwan, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,25, Haiti, <=50K
32, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, Cuba, <=50K
42, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
33, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,35, Cambodia, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,43, Cambodia, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Germany, >50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Trinadad&Tobago, <=50K
29, Private, HS-grad, Separated, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,35, Japan, <=50K
34, Private, HS-grad, Divorced, Craft-repair, Wife, Black, Male,0,0,40, Jamaica, <=50K
39, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Honduras, <=50K
27, Self-emp-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, Scotland, <=50K
27, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,34, Laos, <=50K
58, Private, 9th, Married-civ-spouse, Priv-house-serv, Husband, Asian-Pac-Islander, Female,0,0,35, England, <=50K
32, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,55, Jamaica, <=50K
47, Self-emp-not-inc, Masters, Divorced, Sales, Not-in-family, Black, Female,5013,0,99, Canada, <=50K
43, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Italy, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,45, Jamaica, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Greece, >50K
59, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Guatemala, <=50K
61, Local-gov, Some-college, Divorced, Other-service, Unmarried, Other, Female,0,0,30, France, <=50K
34, Private, 11th, Never-married, Sales, Not-in-family, Black, Female,0,0,50, Yugoslavia, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
42, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,9947,0,45, Greece, >50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
33, Private, 10th, Never-married, Sales, Other-relative, Black, Male,0,0,30, Guatemala, <=50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
50, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,0,0,40, Canada, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, Cuba, <=50K
53, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, >50K
54, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Iran, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Laos, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,70, Canada, >50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
49, Local-gov, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Dominican-Republic, >50K
34, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
35, Private, HS-grad, Separated, Sales, Unmarried, Other, Female,0,0,40, Ecuador, <=50K
42, Federal-gov, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Puerto-Rico, <=50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Germany, >50K
40, Self-emp-not-inc, Prof-school, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Philippines, >50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, Germany, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, >50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Mexico, >50K
28, Private, Some-college, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,54, Cuba, >50K
49, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,7298,0,40, South, >50K
33, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,1632,40, Haiti, <=50K
53, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Female,0,1887,54, France, >50K
38, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
48, Self-emp-inc, Some-college, Separated, Prof-specialty, Wife, Black, Male,0,0,40, Mexico, <=50K
31, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,40, Ecuador, <=50K
24, Private, 10th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Puerto-Rico, <=50K
42, Private, Assoc-voc, Divorced, Craft-repair, Wife, Other, Male,0,0,40, France, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, >50K
25, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
51, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Laos, >50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,53, Cuba, <=50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, France, >50K
24, Self-emp-inc, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Puerto-Rico, >50K
19, Private, 10th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Trinadad&Tobago, >50K
39, Private, Doctorate, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Hungary, <=50K
44, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Cambodia, <=50K
67, Self-emp-not-inc, 10th, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,34, China, <=50K
57, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,10, Nicaragua, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Thailand, <=50K
61, Private, HS-grad, Widowed, Other-service, Not-in-family, Other, Female,0,0,44, Canada, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,7687,0,40, Puerto-Rico, >50K
25, Private, Bachelors, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Female,2897,0,40, Greece, <=50K
45, Private, Doctorate, Married-spouse-absent, Prof-specialty, Husband, Other, Male,3598,0,38, El-Salvador, >50K
28, Private, 1st-4th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, France, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Italy, <=50K
39, Self-emp-inc, Bachelors, Divorced, Craft-repair, Wife, White, Female,4946,0,35, Cuba, <=50K
46, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,40, United-States, >50K
46, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1371,40, Jamaica, >50K
32, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Japan, >50K
27, Private, Some-college, Never-married, Tech-support, Wife, White, Female,0,0,35, Puerto-Rico, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,19, United-States, <=50K
56, Private, HS-grad, Married-spouse-absent, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
32, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,35, France, <=50K
71, Private, 7th-8th, Widowed, Transport-moving, Unmarried, Black, Female,0,0,16, El-Salvador, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Vietnam, <=50K
32, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Poland, >50K
23, Private, Doctorate, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
53, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Scotland, >50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,45, Yugoslavia, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Haiti, <=50K
30, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
34, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, Scotland, <=50K
55, Private, Some-college, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,40, Poland, <=50K
45, State-gov, HS-grad, Never-married, Tech-support, Not-in-family, Black, Male,0,0,45, Portugal, >50K
18, Private, Some-college, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,20, England, <=50K
64, Private, 10th, Married-spouse-absent, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,30, Guatemala, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, Haiti, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Iran, >50K
61, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,15024,0,50, Italy, >50K
45, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, Philippines, >50K
51, Private, 7th-8th, Never-married, Prof-specialty, Wife, Black, Female,0,0,40, Taiwan, >50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Peru, <=50K
35, State-gov, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,60, Hungary, <=50K
44, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hungary, >50K
49, Federal-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,58, Ireland, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, India, <=50K
32, Local-gov, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,70, Peru, <=50K
63, Self-emp-inc, 10th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, >50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, Mexico, <=50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,5063,0,40, Laos, >50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
34, Private, HS-grad, Separated, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
55, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,20, Trinadad&Tobago, <=50K
46, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,45, Guatemala, <=50K
58, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Taiwan, >50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Haiti, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Trinadad&Tobago, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, El-Salvador, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,43, Canada, >50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Laos, <=50K
44, Private, Masters, Separated, Sales, Husband, Other, Male,0,0,40, France, >50K
29, Private, HS-grad, Never-married, Prof-specialty, Other-relative, White, Female,0,0,38, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,50, United-States, <=50K
34, Private, Some-college, Separated, Transport-moving, Husband, Other, Male,0,0,40, China, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Philippines, >50K
35, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,45, Hungary, >50K
58, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Portugal, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, India, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,38, Germany, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,27, Cuba, <=50K
62, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Cambodia, >50K
70, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,23802,0,40, Japan, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,3723,0,40, Peru, >50K
31, Private, HS-grad, Separated, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, South, <=50K
77, Private, Prof-school, Widowed, Sales, Not-in-family, White, Female,0,0,24, Greece, <=50K
34, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
