19, Private, Some-college, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Ecuador, <=50K
27, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Portugal, >50K
21, Private, Some-college, Never-married, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, El-Salvador, <=50K
38, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Jamaica, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, >50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Puerto-Rico, >50K
33, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Canada, <=50K
59, Private, 7th-8th, Divorced, Other-service, Unmarried, White, Male,0,0,40, Yugoslavia, <=50K
34, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,1756,40, Ecuador, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
54, Private, Doctorate, Never-married, Sales, Not-in-family, Other, Male,0,0,50, United-States, <=50K
41, Private, 11th, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,50, Iran, <=50K
45, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,82, Puerto-Rico, <=50K
42, Private, Masters, Separated, Transport-moving, Husband, White, Male,0,0,40, Peru, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Peru, <=50K
45, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Yugoslavia, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Canada, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1902,50, Peru, >50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,1886,40, United-States, >50K
47, Private, HS-grad, Widowed, Craft-repair, Unmarried, Black, Male,0,0,40, Thailand, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, El-Salvador, <=50K
28, Private, HS-grad, Married-civ-spouse, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
70, Private, Some-college, Married-spouse-absent, Adm-clerical, Unmarried, White, Male,3136,0,20, Scotland, >50K
51, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Trinadad&Tobago, >50K
25, Private, Masters, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, Canada, >50K
25, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,1740,40, Mexico, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
31, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cuba, >50K
21, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,5013,0,40, United-States, >50K
46, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,99999,0,40, Canada, >50K
31, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,45, Columbia, >50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,99, Laos, <=50K
64, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Portugal, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,7687,0,55, Ireland, >50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, >50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,45, Honduras, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,40, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, South, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,60, Philippines, >50K
31, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
42, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Scotland, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Other-relative, Other, Female,0,0,30, Laos, <=50K
35, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,3284,0,40, United-States, >50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Germany, <=50K
51, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,35, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,45, Ecuador, >50K
35, Private, HS-grad, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
57, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,40, Honduras, >50K
39, Private, Prof-school, Married-civ-spouse, Sales, Husband, Black, Male,7298,0,50, Columbia, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,60, Columbia, <=50K
45, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,1745,60, Poland, >50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Cuba, >50K
29, Federal-gov, Assoc-voc, Never-married, Adm-clerical, Unmarried, Other, Male,4387,0,40, Hungary, <=50K
27, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
65, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,45, Iran, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,5912,0,47, Hungary, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,99, United-States, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
25, Private, 11th, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,45, Haiti, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,25, Portugal, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Other-relative, Other, Male,0,0,54, Columbia, <=50K
45, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Black, Male,15024,0,60, Ireland, >50K
56, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,7298,0,45, Guatemala, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
59, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Female,3923,0,40, Puerto-Rico, >50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
47, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, Guatemala, <=50K
76, Private, 7th-8th, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,14, Dominican-Republic, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, India, <=50K
32, Private, Some-college, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,40, Puerto-Rico, <=50K
29, Private, Masters, Divorced, Prof-specialty, Unmarried, Other, Male,0,0,54, El-Salvador, <=50K
37, Private, HS-grad, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
43, Private, HS-grad, Divorced, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,54, Trinadad&Tobago, <=50K
48, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
53, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,20, Poland, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,11, United-States, <=50K
35, Private, Some-college, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,50, Jamaica, >50K
56, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Columbia, <=50K
27, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, Philippines, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
39, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
33, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, South, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, India, <=50K
30, Private, 11th, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
65, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,3, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,50, Honduras, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, China, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Italy, >50K
45, Private, 9th, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,81, El-Salvador, <=50K
25, Private, Masters, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,34, United-States, >50K
57, Self-emp-inc, 5th-6th, Widowed, Prof-specialty, Not-in-family, White, Male,0,3018,50, Nicaragua, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1886,40, Iran, >50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Scotland, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,49, Cambodia, <=50K
59, Local-gov, 9th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Dominican-Republic, <=50K
36, Private, Prof-school, Divorced, Adm-clerical, Unmarried, White, Male,0,0,45, Hong, <=50K
23, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, >50K
45, Private, Some-college, Divorced, Protective-serv, Unmarried, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
39, Self-emp-inc, 5th-6th, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
46, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,80, Peru, <=50K
32, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Cuba, <=50K
30, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,25, Cambodia, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
27, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Taiwan, <=50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, South, <=50K
47, Private, Assoc-voc, Divorced, Tech-support, Unmarried, Black, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Portugal, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, El-Salvador, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Italy, >50K
35, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,50, Philippines, <=50K
36, Local-gov, Masters, Separated, Craft-repair, Not-in-family, Other, Male,0,0,45, Trinadad&Tobago, <=50K
25, Private, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,36, Japan, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Germany, <=50K
45, State-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Columbia, <=50K
41, Private, Some-college, Divorced, Other-service, Unmarried, White, Male,0,0,40, Mexico, <=50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,50, United-States, <=50K
44, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,20, Italy, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Dominican-Republic, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Italy, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
66, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,2185,40, France, >50K
55, Local-gov, Some-college, Divorced, Protective-serv, Unmarried, White, Female,0,0,35, Jamaica, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
41, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Columbia, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Dominican-Republic, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,38, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, United-States, <=50K
62, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,54, Portugal, >50K
55, Private, Some-college, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
36, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,45, El-Salvador, <=50K
20, Private, Some-college, Never-married, Protective-serv, Unmarried, Black, Female,0,0,40, India, <=50K
73, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,6, Hungary, <=50K
52, Private, Some-college, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
78, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2217,30, Philippines, >50K
41, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Puerto-Rico, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
36, Private, Bachelors, Separated, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Thailand, <=50K
37, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, El-Salvador, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,38, Jamaica, >50K
20, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,20, Cambodia, <=50K
41, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,60, England, <=50K
58, Private, Assoc-acdm, Divorced, Craft-repair, Unmarried, White, Male,0,0,36, Mexico, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Philippines, >50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
34, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,60, Puerto-Rico, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,48, United-States, >50K
43, Local-gov, Bachelors, Never-married, Tech-support, Own-child, Other, Male,0,0,40, Thailand, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Philippines, <=50K
47, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Male,0,0,39, India, <=50K
50, Federal-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, El-Salvador, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,15, Jamaica, <=50K
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Greece, <=50K
45, Federal-gov, Some-college, Divorced, Other-service, Unmarried, Other, Female,0,0,54, El-Salvador, <=50K
30, Local-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Greece, <=50K
51, Local-gov, 7th-8th, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
81, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Italy, >50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,7298,0,84, Hong, >50K
33, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1977,50, South, >50K
26, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,65, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,3781,0,45, Japan, >50K
36, Local-gov, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,0,87, Haiti, <=50K
48, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,60, Puerto-Rico, <=50K
57, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,5013,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
53, Local-gov, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, Peru, <=50K
39, Federal-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,5013,0,40, United-States, >50K
45, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,3462,0,30, Haiti, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Ireland, <=50K
71, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
45, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, <=50K
24, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Cambodia, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Columbia, <=50K
21, Private, Some-college, Never-married, Tech-support, Not-in-family, Other, Male,0,1723,16, Guatemala, <=50K
35, Private, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male,3170,0,50, Japan, <=50K
70, Self-emp-inc, Some-college, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,14, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Puerto-Rico, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Nicaragua, >50K
24, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,1740,40, Taiwan, <=50K
39, Local-gov, HS-grad, Separated, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, England, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Greece, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,45, England, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,71, United-States, <=50K
20, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
17, Private, 10th, Never-married, Other-service, Other-relative, White, Female,0,0,12, Outlying-US(Guam-USVI-etc), <=50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Male,0,0,40, Taiwan, <=50K
22, Private, Some-college, Never-married, Sales, Not-in-family, Other, Male,0,0,40, Hong, <=50K
37, Private, 5th-6th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Hong, <=50K
47, Private, 12th, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Peru, <=50K
30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
40, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,54, United-States, <=50K
44, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,13621,0,45, South, >50K
45, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Cambodia, <=50K
61, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,54, Canada, <=50K
49, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, Vietnam, >50K
48, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,60, Honduras, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Tech-support, Own-child, Black, Male,0,0,35, Puerto-Rico, <=50K
53, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, Germany, >50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,54, Puerto-Rico, <=50K
36, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Canada, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Puerto-Rico, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
40, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
53, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Germany, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
68, Self-emp-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,20, Nicaragua, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1602,30, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, Black, Male,0,0,40, China, >50K
23, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,15, Ecuador, <=50K
69, Self-emp-not-inc, 9th, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,3, Italy, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Cuba, <=50K
