25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,10344,0,50, Ecuador, >50K
37, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,45, Mexico, <=50K
51, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,42, Trinadad&Tobago, >50K
23, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
31, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,40, Nicaragua, <=50K
18, Private, HS-grad, Separated, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,30, Poland, <=50K
23, Private, 11th, Never-married, Sales, Unmarried, White, Female,0,0,12, Haiti, <=50K
40, Local-gov, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,40, Portugal, >50K
58, Self-emp-not-inc, HS-grad, Widowed, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
43, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, Black, Male,0,0,75, El-Salvador, <=50K
57, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
48, Local-gov, Bachelors, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
37, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,6985,0,25, Hong, <=50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,10, Ireland, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Private, 1st-4th, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
45, Local-gov, 9th, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
38, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,70, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,60, Peru, >50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,57, Poland, >50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Iran, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Yugoslavia, >50K
20, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,5, Canada, <=50K
49, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,40, Germany, >50K
61, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,7687,0,40, Peru, <=50K
30, Private, Assoc-acdm, Never-married, Sales, Wife, Black, Male,0,0,4, Germany, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,65, England, <=50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, Scotland, >50K
48, State-gov, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, Mexico, <=50K
52, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Haiti, <=50K
45, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Trinadad&Tobago, <=50K
61, Private, 10th, Separated, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,7298,0,20, Outlying-US(Guam-USVI-etc), >50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,0,30, El-Salvador, <=50K
47, Local-gov, Doctorate, Divorced, Protective-serv, Not-in-family, Other, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,66, United-States, >50K
42, Private, HS-grad, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Guatemala, >50K
27, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Honduras, >50K
41, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,50, Yugoslavia, >50K
60, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, Dominican-Republic, >50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,0,35, Vietnam, <=50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
41, Federal-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,5042,0,60, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,45, United-States, >50K
27, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,50, South, <=50K
48, Private, Bachelors, Never-married, Craft-repair, Husband, Other, Male,0,1977,50, India, >50K
24, Private, HS-grad, Separated, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,7687,0,40, England, >50K
46, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Wife, Other, Female,0,0,40, El-Salvador, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,35, China, >50K
54, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,25, Mexico, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,45, Greece, <=50K
37, Private, Assoc-acdm, Never-married, Prof-specialty, Wife, Black, Male,0,0,40, France, <=50K
34, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Laos, <=50K
46, Private, Masters, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,60, Outlying-US(Guam-USVI-etc), >50K
55, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,1902,35, Poland, <=50K
62, Private, HS-grad, Widowed, Exec-managerial, Husband, Other, Male,0,0,40, Germany, <=50K
19, Private, 11th, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,20, Ecuador, <=50K
73, Private, HS-grad, Divorced, Prof-specialty, Husband, Other, Female,0,0,24, Cambodia, >50K
43, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,30, United-States, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Germany, <=50K
68, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,7397,0,20, Portugal, <=50K
23, Private, Bachelors, Never-married, Other-service, Unmarried, Other, Female,0,0,50, Germany, <=50K
28, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Ireland, >50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Philippines, <=50K
32, Private, HS-grad, Married-spouse-absent, Sales, Husband, Asian-Pac-Islander, Male,0,0,30, China, <=50K
39, Federal-gov, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
34, Private, Some-college, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
53, Private, Masters, Widowed, Exec-managerial, Husband, Black, Male,4768,0,40, South, >50K
45, Local-gov, Masters, Widowed, Exec-managerial, Not-in-family, White, Male,0,1977,60, Cambodia, >50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,25, Ireland, <=50K
50, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,60, Greece, <=50K
39, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Iran, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,8, Honduras, <=50K
23, Private, Some-college, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, India, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1971,70, Vietnam, >50K
23, Private, Bachelors, Never-married, Protective-serv, Unmarried, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
36, Private, Bachelors, Divorced, Sales, Husband, Amer-Indian-Eskimo, Female,0,1977,40, Hong, <=50K
48, Federal-gov, HS-grad, Married-spouse-absent, Transport-moving, Not-in-family, Other, Female,0,0,50, England, >50K
42, Private, Some-college, Divorced, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, Dominican-Republic, >50K
22, Private, 11th, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Hong, <=50K
33, Local-gov, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
75, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Laos, >50K
26, Self-emp-not-inc, HS-grad, Never-married, Other-service, Husband, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
63, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,50, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,25, Honduras, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Columbia, >50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, >50K
49, Local-gov, Prof-school, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Philippines, <=50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Female,0,0,40, Peru, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
59, Private, 10th, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, Hong, <=50K
58, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,40, Peru, >50K
21, Private, Assoc-voc, Never-married, Craft-repair, Husband, Other, Female,0,0,24, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, Other, Female,0,0,25, United-States, <=50K
39, Private, Assoc-voc, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Poland, <=50K
30, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,40, Portugal, <=50K
46, Private, 11th, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,22, Germany, <=50K
61, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,7687,0,60, Italy, >50K
89, Private, Bachelors, Widowed, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
34, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,1977,45, France, <=50K
64, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,60, United-States, >50K
44, Private, Bachelors, Divorced, Handlers-cleaners, Husband, Other, Male,0,0,15, Yugoslavia, <=50K
47, Private, 12th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
65, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, England, >50K
36, Private, 10th, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,38, Peru, <=50K
28, Private, Masters, Never-married, Craft-repair, Husband, Black, Female,0,0,40, India, >50K
50, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, Laos, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Cambodia, <=50K
25, Private, 9th, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, Taiwan, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Philippines, >50K
61, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Guatemala, >50K
26, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, Hong, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Other-relative, Black, Male,0,0,40, China, <=50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, Other, Male,0,0,40, China, <=50K
46, Private, Doctorate, Widowed, Exec-managerial, Wife, Black, Male,0,1972,45, Japan, >50K
43, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, Taiwan, <=50K
57, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,40, South, <=50K
56, Local-gov, HS-grad, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
43, Private, Some-college, Divorced, Prof-specialty, Husband, Black, Female,0,0,30, United-States, <=50K
65, Private, Some-college, Widowed, Other-service, Husband, Asian-Pac-Islander, Female,0,0,8, Columbia, <=50K
35, Private, 11th, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
62, Private, HS-grad, Widowed, Exec-managerial, Husband, Other, Male,0,0,40, Thailand, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,7298,0,40, India, >50K
55, Private, Prof-school, Married-civ-spouse, Armed-Forces, Not-in-family, White, Male,4330,0,40, Mexico, >50K
39, Private, Doctorate, Divorced, Sales, Husband, Other, Male,0,0,50, Honduras, <=50K
39, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,80, Canada, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
46, Private, HS-grad, Divorced, Sales, Other-relative, Black, Female,0,0,40, Italy, <=50K
22, Private, Masters, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,40, Greece, <=50K
50, Federal-gov, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, Taiwan, <=50K
40, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,32, China, <=50K
43, Private, 11th, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
42, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Cambodia, >50K
39, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,60, Philippines, >50K
45, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,1977,45, United-States, >50K
61, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Male,0,0,21, Honduras, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, China, <=50K
28, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,6870,0,50, Vietnam, <=50K
28, Private, HS-grad, Separated, Transport-moving, Husband, White, Female,0,0,60, Poland, <=50K
50, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,44, Trinadad&Tobago, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,20, Nicaragua, <=50K
65, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1913,50, Columbia, >50K
39, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Poland, >50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
54, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Japan, <=50K
43, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
61, Private, 12th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,38, France, <=50K
44, Private, 9th, Widowed, Priv-house-serv, Husband, Amer-Indian-Eskimo, Male,0,0,45, China, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,75, Puerto-Rico, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Canada, >50K
46, Private, Masters, Divorced, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
40, Federal-gov, 9th, Never-married, Craft-repair, Husband, White, Female,0,0,40, India, <=50K
58, Private, 10th, Divorced, Craft-repair, Wife, Other, Male,0,0,46, China, >50K
36, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,80, France, >50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
86, Local-gov, Bachelors, Widowed, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Trinadad&Tobago, <=50K
32, Private, Some-college, Never-married, Exec-managerial, Husband, Black, Female,0,0,45, England, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Scotland, <=50K
51, Federal-gov, HS-grad, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
31, Private, Some-college, Widowed, Craft-repair, Not-in-family, Other, Male,7298,0,40, Canada, >50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Poland, <=50K
24, Local-gov, Bachelors, Married-spouse-absent, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,40, China, <=50K
51, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, India, <=50K
40, Private, Bachelors, Never-married, Sales, Unmarried, Black, Male,0,0,50, Italy, <=50K
53, Private, Masters, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,1975,60, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
22, Self-emp-not-inc, Bachelors, Never-married, Transport-moving, Wife, White, Female,0,0,98, South, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,45, Trinadad&Tobago, >50K
33, Private, Some-college, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,42, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Scotland, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
45, State-gov, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Jamaica, <=50K
46, Federal-gov, 11th, Never-married, Tech-support, Husband, Other, Male,0,0,40, Guatemala, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
89, State-gov, 5th-6th, Widowed, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
47, Self-emp-inc, Some-college, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,1977,50, United-States, <=50K
22, Private, Masters, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,18, Outlying-US(Guam-USVI-etc), <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,40, Iran, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,41, United-States, <=50K
47, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,42, Cuba, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Yugoslavia, >50K
48, Private, HS-grad, Divorced, Prof-specialty, Husband, Black, Male,0,0,35, Iran, <=50K
30, Self-emp-inc, Bachelors, Divorced, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
41, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Other, Female,0,0,54, Nicaragua, >50K
38, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,4980,0,40, El-Salvador, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1970,60, Greece, >50K
54, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
36, Private, Doctorate, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,69, United-States, >50K
36, Private, Masters, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, Laos, <=50K
35, Private, Some-college, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,37, France, <=50K
58, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Scotland, <=50K
26, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
67, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Thailand, >50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,52, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1969,40, United-States, >50K
22, Private, 7th-8th, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,20, United-States, <=50K
43, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, Ecuador, >50K
62, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Cuba, <=50K
49, Private, Some-college, Separated, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, >50K
28, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,40, Hungary, <=50K
42, Private, HS-grad, Married-civ-spouse, Protective-serv, Wife, Other, Male,0,0,40, Hungary, <=50K
43, State-gov, Prof-school, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,1932,40, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Prof-school, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,5178,0,45, Puerto-Rico, <=50K
58, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Female,0,0,40, Puerto-Rico, >50K
46, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, <=50K
33, Local-gov, 9th, Never-married, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
50, State-gov, Some-college, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
29, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,0,0,40, Jamaica, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Other, Female,0,0,60, El-Salvador, >50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,1902,40, Jamaica, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,1970,40, France, >50K
44, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Female,99999,0,50, Canada, >50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Germany, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, Yugoslavia, <=50K
47, Private, 11th, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
46, Local-gov, Masters, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, England, <=50K
41, Private, Assoc-voc, Divorced, Armed-Forces, Unmarried, Other, Male,0,0,36, Greece, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,35, China, <=50K
38, Private, HS-grad, Divorced, Protective-serv, Husband, Other, Male,7687,0,40, Mexico, >50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Ecuador, >50K
