48, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
45, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
32, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
24, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Iran, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,40, Laos, >50K
47, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, Haiti, >50K
19, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Canada, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
55, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,35, Dominican-Republic, <=50K
21, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
37, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,32, Haiti, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black, Male,0,0,35, Ireland, <=50K
25, Private, HS-grad, Separated, Protective-serv, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
53, State-gov, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, Black, Female,14112,0,40, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Mexico, >50K
58, Private, 9th, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Exec-managerial, Own-child, Other, Female,0,0,35, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1983,40, England, >50K
32, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0,1887,50, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1902,40, United-States, >50K
26, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
58, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, South, <=50K
31, Private, 11th, Divorced, Other-service, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
17, Private, 10th, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Cuba, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Taiwan, >50K
33, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,4386,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Vietnam, <=50K
90, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Ecuador, >50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7895,0,50, Outlying-US(Guam-USVI-etc), >50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
45, Private, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,0,0,30, South, <=50K
62, Local-gov, HS-grad, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, Columbia, <=50K
37, Self-emp-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,70, Japan, >50K
45, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,35, Nicaragua, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, Iran, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,45, United-States, >50K
37, Private, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,0,40, Portugal, <=50K
23, Local-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, England, <=50K
22, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,25, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
53, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Iran, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,50, Hong, >50K
25, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
23, State-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,37, United-States, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Cuba, <=50K
33, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, Mexico, <=50K
51, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,60, United-States, >50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,7687,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, Cuba, <=50K
31, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,50, Portugal, <=50K
52, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, Black, Male,0,0,40, Mexico, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
39, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,60, Guatemala, <=50K
63, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Other, Male,0,0,40, France, <=50K
31, Private, Some-college, Separated, Machine-op-inspct, Own-child, Black, Female,0,0,25, Ecuador, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, Hong, <=50K
22, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
33, Self-emp-not-inc, Some-college, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, El-Salvador, >50K
37, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, >50K
25, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Italy, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Mexico, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,3070,0,40, Ireland, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,60, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,36, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
46, Private, 7th-8th, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,30, Mexico, <=50K
41, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,2014,54, United-States, >50K
50, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,7687,0,54, United-States, >50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,50, United-States, >50K
33, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,39, Germany, <=50K
21, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,30, Hungary, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,60, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,40, China, <=50K
29, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Ecuador, <=50K
47, Self-emp-not-inc, HS-grad, Divorced, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, Thailand, <=50K
66, Private, 11th, Widowed, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, France, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,1995,40, Columbia, <=50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Mexico, >50K
25, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Female,0,0,50, Laos, <=50K
35, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Hong, <=50K
38, Self-emp-not-inc, Masters, Divorced, Adm-clerical, Wife, White, Male,0,0,45, Hong, <=50K
36, Local-gov, Masters, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Italy, >50K
65, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Greece, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Italy, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,5, Dominican-Republic, <=50K
28, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, France, >50K
61, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, United-States, >50K
39, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,35, Greece, <=50K
49, Self-emp-not-inc, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,3356,0,60, Italy, >50K
27, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
34, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, South, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
35, Self-emp-not-inc, HS-grad, Married-spouse-absent, Other-service, Unmarried, Black, Female,0,0,30, England, <=50K
23, Federal-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,20, Ireland, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,7687,0,21, Cambodia, <=50K
28, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Poland, <=50K
21, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7923,0,99, Guatemala, >50K
19, State-gov, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
60, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,95830,0,40, United-States, >50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,60, Thailand, >50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,45, Laos, >50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,4919,0,40, United-States, >50K
36, Private, Assoc-voc, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
56, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
63, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,70, Laos, <=50K
25, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Husband, Other, Male,0,0,48, Dominican-Republic, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1977,54, United-States, >50K
24, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1738,40, United-States, <=50K
39, State-gov, Masters, Separated, Sales, Husband, White, Female,0,0,50, United-States, >50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Separated, Transport-moving, Own-child, White, Female,0,0,50, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,20, United-States, >50K
51, Federal-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Portugal, <=50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,65, Peru, >50K
36, Private, Masters, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, England, <=50K
33, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,45, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Tech-support, Own-child, Black, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
32, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,25, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Hong, <=50K
47, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Hungary, <=50K
60, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Columbia, <=50K
31, Private, HS-grad, Separated, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
36, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
64, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Female,0,0,40, United-States, <=50K
69, Local-gov, Some-college, Widowed, Prof-specialty, Not-in-family, Other, Female,8283,0,35, South, <=50K
58, Self-emp-not-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,7861,0,50, United-States, >50K
40, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,6781,0,48, Scotland, >50K
33, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,4386,0,18, Trinadad&Tobago, <=50K
55, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
31, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Ecuador, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,2428,40, United-States, >50K
24, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
63, Private, 7th-8th, Widowed, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Canada, <=50K
55, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Nicaragua, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,60, South, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,2174,0,16, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,20, Dominican-Republic, >50K
62, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Male,0,1884,50, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K
30, Private, Bachelors, Divorced, Tech-support, Not-in-family, White, Male,0,0,60, United-States, <=50K
26, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
58, Federal-gov, Assoc-acdm, Divorced, Other-service, Not-in-family, Black, Male,0,0,25, Canada, <=50K
40, Self-emp-inc, Doctorate, Divorced, Other-service, Unmarried, White, Female,4064,0,40, Outlying-US(Guam-USVI-etc), <=50K
52, Private, Bachelors, Separated, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,30, Haiti, <=50K
22, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1977,40, Cuba, >50K
69, Self-emp-inc, Some-college, Separated, Adm-clerical, Not-in-family, White, Male,3468,0,40, Jamaica, <=50K
47, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,75, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Cuba, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,50, United-States, <=50K
24, Private, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
76, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,4105,0,40, South, >50K
64, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,65, United-States, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Other-relative, White, Female,0,0,15, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
52, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Jamaica, >50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
28, Federal-gov, HS-grad, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
27, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,45, Dominican-Republic, <=50K
26, Private, Some-college, Separated, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
51, Local-gov, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,65, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, Mexico, >50K
36, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1977,36, Yugoslavia, >50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
57, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,60, United-States, <=50K
19, Private, 11th, Never-married, Sales, Not-in-family, Black, Female,3103,0,24, Philippines, <=50K
42, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Other-relative, Black, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
46, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, Ireland, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7875,0,40, Laos, >50K
62, Private, Masters, Married-civ-spouse, Farming-fishing, Own-child, Black, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5178,0,40, United-States, >50K
52, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
51, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,54, Yugoslavia, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
54, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,48, Thailand, <=50K
40, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, State-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,30, Laos, <=50K
46, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,30, Guatemala, <=50K
