29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Portugal, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,2098,0,40, United-States, <=50K
32, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
47, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2414,50, United-States, >50K
35, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
57, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
45, Private, Some-college, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Hungary, >50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
52, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, White, Female,7687,0,20, United-States, <=50K
33, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
21, Local-gov, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Separated, Sales, Not-in-family, Black, Female,0,0,25, United-States, <=50K
51, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,2434,23, United-States, >50K
35, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,7687,0,40, United-States, <=50K
29, Private, Bachelors, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
29, State-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,24, United-States, <=50K
36, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
44, Private, HS-grad, Separated, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,21, United-States, >50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
29, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
46, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, Columbia, <=50K
17, Private, 10th, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, 9th, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Sales, Other-relative, Black, Female,0,1823,13, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
61, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
34, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,54, United-States, <=50K
21, Local-gov, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, Philippines, <=50K
23, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,10, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, Scotland, <=50K
40, Federal-gov, 12th, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
26, Private, 12th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
56, Local-gov, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,16, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
39, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
49, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,60, United-States, >50K
26, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,2141,0,50, United-States, <=50K
36, Federal-gov, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, 5th-6th, Divorced, Exec-managerial, Not-in-family, White, Male,9329,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
69, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,45, Puerto-Rico, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Iran, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
31, Self-emp-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Cuba, >50K
81, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, Hungary, <=50K
36, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,2103,40, United-States, >50K
36, Private, Some-college, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,35, United-States, <=50K
52, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
47, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
50, Local-gov, Some-college, Widowed, Farming-fishing, Unmarried, White, Female,0,0,15, United-States, <=50K
20, State-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,2189,0,20, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States, >50K
41, Federal-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
51, Local-gov, Masters, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,6, United-States, >50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5993,0,40, Thailand, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
54, State-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, >50K
32, Private, 12th, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
31, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
41, Private, 12th, Never-married, Transport-moving, Not-in-family, White, Male,15024,0,35, United-States, >50K
48, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,1945,40, United-States, <=50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,4585,0,40, United-States, <=50K
33, Local-gov, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,37, Canada, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, England, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Local-gov, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,35, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
58, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
31, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
46, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,15024,0,50, United-States, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,30, United-States, >50K
42, State-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
70, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, United-States, >50K
34, Private, Some-college, Separated, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
21, Private, 11th, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,35, United-States, <=50K
28, Private, Some-college, Never-married, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,20, Germany, <=50K
20, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, Puerto-Rico, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
68, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, Philippines, >50K
30, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Laos, <=50K
55, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, Black, Male,0,0,52, United-States, >50K
27, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
62, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, >50K
24, State-gov, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,35, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
66, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, >50K
35, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Trinadad&Tobago, >50K
44, Private, 11th, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
90, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, >50K
35, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
69, Private, Masters, Divorced, Transport-moving, Not-in-family, White, Male,0,0,70, Iran, <=50K
51, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Cuba, >50K
47, Private, Preschool, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
69, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,1493,0,40, United-States, <=50K
75, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,35, United-States, >50K
48, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,53, United-States, <=50K
28, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,15024,0,42, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
42, Self-emp-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
35, Private, Masters, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
59, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
46, Local-gov, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
48, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
45, Private, Masters, Divorced, Transport-moving, Not-in-family, White, Female,9741,0,50, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
45, Federal-gov, Some-college, Divorced, Handlers-cleaners, Wife, White, Female,974,0,20, Vietnam, <=50K
39, Private, Doctorate, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,1977,60, United-States, >50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
33, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
26, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
58, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,0,1740,2, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
26, Private, HS-grad, Divorced, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,50, Japan, >50K
66, Self-emp-not-inc, 9th, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Philippines, <=50K
20, Private, Some-college, Divorced, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
66, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,60, United-States, >50K
34, Self-emp-not-inc, 7th-8th, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, >50K
61, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
30, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,1568,40, United-States, <=50K
70, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,20, United-States, <=50K
52, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,71, Portugal, <=50K
39, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Black, Male,0,0,40, Canada, <=50K
27, Self-emp-not-inc, Masters, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
62, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1876,40, United-States, <=50K
29, Private, Some-college, Widowed, Craft-repair, Own-child, White, Female,102,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
37, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
39, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
65, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,5178,0,40, United-States, >50K
47, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
48, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
47, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
31, Local-gov, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,5013,0,40, United-States, <=50K
23, Private, 11th, Separated, Sales, Not-in-family, White, Female,0,0,60, Mexico, <=50K
32, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,4047,0,40, United-States, <=50K
65, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,10, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
29, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
40, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Poland, <=50K
46, State-gov, Bachelors, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
48, State-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
27, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
25, Private, 11th, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,50, United-States, <=50K
29, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,45, United-States, <=50K
34, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,60, United-States, <=50K
22, Local-gov, Some-college, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, >50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Nicaragua, >50K
27, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,30, United-States, <=50K
45, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, Jamaica, >50K
35, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,92, United-States, >50K
26, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,1714,25, United-States, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
57, Private, HS-grad, Separated, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, 7th-8th, Separated, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,36, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
35, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
24, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
54, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,1902,40, United-States, >50K
56, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,4937,0,50, United-States, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,10, Thailand, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
61, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,35, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,20, United-States, <=50K
53, State-gov, 11th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
44, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Transport-moving, Other-relative, White, Male,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,37, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Jamaica, >50K
