26, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,13901,0,50, Greece, >50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
21, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,35, China, <=50K
31, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,36, Thailand, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Philippines, <=50K
29, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Iran, >50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,25, Mexico, <=50K
42, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,30, Dominican-Republic, <=50K
34, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,35, Peru, <=50K
46, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,70, Portugal, <=50K
42, Private, Some-college, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Columbia, <=50K
61, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Poland, >50K
35, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, Hungary, <=50K
21, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
19, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
29, Private, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Hungary, >50K
36, Private, Masters, Never-married, Prof-specialty, Husband, White, Male,14278,0,40, Laos, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, India, <=50K
72, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,20, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Vietnam, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Scotland, <=50K
45, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, Nicaragua, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,15024,0,70, United-States, >50K
51, Local-gov, HS-grad, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Male,23170,0,50, United-States, <=50K
35, Federal-gov, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Prof-specialty, Wife, Black, Male,0,0,8, United-States, <=50K
42, State-gov, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,50, Columbia, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Hong, <=50K
56, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,1556,30, Dominican-Republic, <=50K
36, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,32, Thailand, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, South, <=50K
63, Private, HS-grad, Widowed, Tech-support, Husband, White, Female,0,0,40, Mexico, <=50K
51, Private, Masters, Never-married, Protective-serv, Not-in-family, White, Male,0,0,35, India, <=50K
43, Private, Bachelors, Separated, Other-service, Unmarried, Other, Female,0,0,40, India, <=50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, >50K
18, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Hungary, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,27018,0,50, Mexico, >50K
47, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, England, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
27, Private, 7th-8th, Divorced, Protective-serv, Own-child, White, Female,0,0,50, United-States, <=50K
60, Federal-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,5761,0,40, Cuba, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States, <=50K
56, Local-gov, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,1977,40, United-States, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,40, United-States, >50K
35, Private, HS-grad, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,25, United-States, >50K
20, Private, Masters, Married-civ-spouse, Sales, Wife, White, Male,0,0,20, United-States, <=50K
70, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,11, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,48, Haiti, >50K
45, Private, Some-college, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Self-emp-inc, 9th, Divorced, Other-service, Not-in-family, White, Female,0,0,24, India, <=50K
23, State-gov, 11th, Never-married, Sales, Not-in-family, White, Female,0,1848,40, United-States, <=50K
27, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,35, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,4589,0,25, China, >50K
24, Private, Assoc-voc, Never-married, Other-service, Own-child, Other, Male,701,0,60, United-States, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,35, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
63, Private, Some-college, Married-spouse-absent, Farming-fishing, Husband, Other, Male,0,0,40, France, <=50K
18, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,0,0,39, Peru, <=50K
23, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, Canada, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
18, Private, 10th, Never-married, Farming-fishing, Own-child, White, Female,0,0,25, China, <=50K
23, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Wife, White, Male,1280,0,40, El-Salvador, <=50K
33, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,74, Jamaica, <=50K
36, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
39, Private, Some-college, Divorced, Sales, Not-in-family, Black, Male,0,0,40, Greece, <=50K
39, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Mexico, <=50K
25, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,1740,54, Columbia, <=50K
47, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,35, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,60, United-States, <=50K
64, Private, HS-grad, Divorced, Adm-clerical, Wife, Black, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Canada, <=50K
50, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Poland, >50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Iran, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,53, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,2303,0,40, Hong, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Portugal, <=50K
26, Local-gov, HS-grad, Never-married, Sales, Not-in-family, Other, Female,0,0,40, United-States, <=50K
55, Private, Masters, Divorced, Protective-serv, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, Other, Male,0,0,35, United-States, <=50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
43, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,35, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hong, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Hungary, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, China, <=50K
63, State-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
34, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
22, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, England, <=50K
42, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
42, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Portugal, >50K
55, Federal-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, Ireland, <=50K
31, Private, Assoc-acdm, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, >50K
52, Private, Bachelors, Never-married, Other-service, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
47, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,35, United-States, >50K
33, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Italy, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Jamaica, >50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
30, State-gov, HS-grad, Never-married, Sales, Wife, White, Male,0,0,50, Italy, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,7405,0,40, Mexico, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, South, <=50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, >50K
42, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,30, United-States, <=50K
57, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, India, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,38, El-Salvador, <=50K
33, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, Other, Male,0,0,40, United-States, <=50K
41, Local-gov, Assoc-acdm, Never-married, Other-service, Unmarried, White, Male,0,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,30, United-States, <=50K
23, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,45, Vietnam, <=50K
24, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Hong, <=50K
58, Self-emp-inc, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,63, Germany, <=50K
34, Private, 1st-4th, Married-spouse-absent, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
20, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
75, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,8, South, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,45, Hong, >50K
20, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, Laos, <=50K
19, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
32, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, India, <=50K
25, Private, HS-grad, Never-married, Protective-serv, Husband, Other, Female,0,0,40, United-States, <=50K
32, Private, Masters, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,54, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
35, Private, 9th, Divorced, Tech-support, Not-in-family, White, Male,0,0,48, Dominican-Republic, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,45, Hong, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,60, Cambodia, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, Scotland, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, Haiti, <=50K
47, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Some-college, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,39, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Never-married, Tech-support, Husband, White, Male,0,0,48, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,10, Peru, <=50K
17, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,1588,18, South, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
38, Self-emp-not-inc, Masters, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,99, United-States, >50K
37, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,3274,0,40, Columbia, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
59, Self-emp-inc, Assoc-voc, Married-spouse-absent, Farming-fishing, Not-in-family, Other, Male,0,0,45, United-States, >50K
27, Local-gov, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,40, Haiti, >50K
60, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,45, United-States, >50K
55, Federal-gov, 11th, Divorced, Adm-clerical, Unmarried, White, Male,0,0,20, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States, <=50K
39, Federal-gov, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
33, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,20, Italy, <=50K
61, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,12, United-States, <=50K
37, Self-emp-not-inc, 5th-6th, Never-married, Tech-support, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
56, Local-gov, Some-college, Widowed, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,50, United-States, <=50K
26, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,8, United-States, <=50K
52, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, 11th, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,10, Mexico, <=50K
35, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,70, United-States, <=50K
45, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
65, Private, Bachelors, Widowed, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Without-pay, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,0,60, Hong, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
64, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Poland, <=50K
31, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, 10th, Divorced, Sales, Unmarried, Other, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,2904,0,60, United-States, >50K
35, Private, Assoc-voc, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,35, Italy, <=50K
71, Private, Some-college, Widowed, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,16, Germany, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, Laos, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,60, El-Salvador, <=50K
43, Private, Masters, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-spouse-absent, Transport-moving, Wife, Other, Female,0,0,54, United-States, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,30, Trinadad&Tobago, <=50K
45, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
18, Private, 11th, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
31, Private, Some-college, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,60, Puerto-Rico, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
40, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
58, Self-emp-not-inc, Some-college, Separated, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Scotland, <=50K
46, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Female,0,2415,54, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1882,70, United-States, >50K
29, State-gov, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,48, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,2002,0,54, Mexico, >50K
37, Local-gov, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,3885,0,40, United-States, <=50K
35, Federal-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
56, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,1590,45, France, <=50K
31, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1430,56, Hong, <=50K
54, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, South, <=50K
46, Private, Assoc-voc, Divorced, Protective-serv, Unmarried, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
27, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,99, Outlying-US(Guam-USVI-etc), >50K
42, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,45, United-States, <=50K
59, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
41, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
52, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
32, Local-gov, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Laos, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,22, United-States, <=50K
47, Private, 5th-6th, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Philippines, <=50K
41, Federal-gov, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,24, Vietnam, <=50K
36, Private, 1st-4th, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
35, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,20, United-States, <=50K
43, State-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, Portugal, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,45, United-States, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
28, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,24, United-States, <=50K
36, State-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,50, Greece, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Masters, Never-married, Adm-clerical, Own-child, White, Male,99999,0,4, Peru, <=50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1597,44, Taiwan, <=50K
40, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, >50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
29, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, Bachelors, Separated, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Poland, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, Germany, <=50K
39, Private, Masters, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
30, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Federal-gov, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,42, United-States, <=50K
21, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,54, El-Salvador, >50K
