58, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
43, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Italy, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Philippines, >50K
46, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Hungary, <=50K
46, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,50, El-Salvador, <=50K
29, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,45, Canada, <=50K
25, Private, Some-college, Separated, Sales, Own-child, Black, Male,0,0,50, Honduras, <=50K
28, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Portugal, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, >50K
53, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, India, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
53, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, Canada, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Wife, White, Female,0,0,60, Japan, <=50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,54, Haiti, >50K
48, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,44, India, >50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, China, >50K
28, Private, Bachelors, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,1571,40, Trinadad&Tobago, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Hong, >50K
23, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Jamaica, <=50K
35, Private, HS-grad, Never-married, Sales, Other-relative, Asian-Pac-Islander, Female,0,0,10, Japan, <=50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, Columbia, >50K
25, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,40, Cambodia, >50K
33, Private, Some-college, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Vietnam, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, India, <=50K
48, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
50, Local-gov, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, England, <=50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,50, Jamaica, <=50K
29, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,35, South, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,50, Trinadad&Tobago, <=50K
41, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, France, <=50K
46, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,15, Cuba, <=50K
46, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, El-Salvador, >50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Scotland, >50K
38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, >50K
25, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Own-child, Other, Male,0,0,35, Yugoslavia, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, <=50K
26, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,65, Guatemala, <=50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
53, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
39, Local-gov, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Portugal, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Iran, >50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Germany, <=50K
28, Local-gov, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
48, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, France, <=50K
61, Local-gov, Masters, Married-civ-spouse, Sales, Husband, Other, Male,15024,0,50, Dominican-Republic, >50K
46, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Iran, <=50K
46, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Dominican-Republic, >50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Ireland, <=50K
18, Private, HS-grad, Never-married, Tech-support, Own-child, Other, Male,0,0,25, El-Salvador, <=50K
42, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,1977,50, Thailand, >50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
40, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, South, <=50K
35, Private, Bachelors, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, Scotland, <=50K
24, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, >50K
61, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Female,0,0,40, France, <=50K
39, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,1902,40, Yugoslavia, >50K
54, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Scotland, >50K
52, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Mexico, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,60, Peru, >50K
37, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Trinadad&Tobago, >50K
28, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35, China, <=50K
29, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, >50K
22, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,45, France, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,65, England, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hungary, >50K
37, Private, Masters, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
38, Private, Masters, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,7687,0,54, Outlying-US(Guam-USVI-etc), >50K
44, Self-emp-not-inc, Some-college, Widowed, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, Trinadad&Tobago, <=50K
45, Local-gov, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, <=50K
28, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, Canada, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Vietnam, >50K
28, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, India, >50K
48, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,7298,0,45, India, <=50K
66, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, Cuba, >50K
20, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,20, Japan, <=50K
31, Self-emp-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, England, >50K
27, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Other, Female,0,0,40, Taiwan, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Jamaica, >50K
47, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Hong, <=50K
60, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,35, Mexico, <=50K
65, State-gov, HS-grad, Widowed, Farming-fishing, Unmarried, White, Female,0,0,25, Canada, <=50K
36, Private, Bachelors, Divorced, Tech-support, Unmarried, White, Female,0,0,50, Poland, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,50, Portugal, >50K
20, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, Honduras, >50K
84, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,3, Columbia, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Japan, <=50K
22, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, Italy, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,50, France, <=50K
54, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,2186,0,40, Cambodia, <=50K
59, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, Poland, >50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Taiwan, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,35, India, <=50K
37, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Columbia, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Hungary, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
39, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, >50K
30, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,45, El-Salvador, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,35, Cuba, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,65, Columbia, <=50K
28, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Japan, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,15, Peru, >50K
45, Self-emp-inc, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, Scotland, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
46, State-gov, 7th-8th, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
53, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Canada, >50K
45, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Peru, <=50K
57, Local-gov, Masters, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,50, Honduras, >50K
23, Private, Prof-school, Never-married, Adm-clerical, Other-relative, Other, Female,0,0,40, Greece, <=50K
67, Private, Some-college, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, >50K
28, Private, Some-college, Never-married, Sales, Husband, Black, Male,0,0,45, Mexico, <=50K
57, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Germany, >50K
37, Private, Masters, Never-married, Machine-op-inspct, Husband, Other, Male,0,0,40, South, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Jamaica, <=50K
60, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,91, Columbia, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, Thailand, >50K
51, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Vietnam, <=50K
27, State-gov, Masters, Never-married, Prof-specialty, Own-child, Black, Male,0,0,60, Haiti, >50K
36, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Scotland, >50K
32, Federal-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, Dominican-Republic, <=50K
32, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,50, Puerto-Rico, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, China, <=50K
52, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Cambodia, >50K
62, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Nicaragua, >50K
35, State-gov, Masters, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cambodia, >50K
54, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Other, Female,0,0,75, Canada, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Yugoslavia, <=50K
20, Private, 11th, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
72, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1737,20, Italy, >50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
35, Private, Assoc-acdm, Married-spouse-absent, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
42, Private, HS-grad, Divorced, Sales, Other-relative, Amer-Indian-Eskimo, Female,0,0,60, Germany, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, Jamaica, <=50K
54, Local-gov, Assoc-voc, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, France, <=50K
30, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,89, Hong, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,17, Trinadad&Tobago, <=50K
42, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Peru, <=50K
54, Private, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,54, Philippines, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,2189,40, Philippines, <=50K
75, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
61, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, >50K
21, Private, Assoc-acdm, Never-married, Sales, Wife, Asian-Pac-Islander, Female,0,0,20, South, <=50K
62, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Honduras, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,50, Honduras, <=50K
41, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
48, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,45, Ecuador, >50K
50, Local-gov, Masters, Divorced, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Guatemala, <=50K
30, Private, HS-grad, Never-married, Tech-support, Unmarried, Black, Female,0,0,30, Portugal, <=50K
48, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Black, Male,0,0,40, Ecuador, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
26, Self-emp-inc, Bachelors, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Female,0,0,45, South, <=50K
58, State-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
55, Self-emp-inc, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, Mexico, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,2, Taiwan, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Vietnam, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Columbia, <=50K
37, Private, Assoc-acdm, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, Honduras, <=50K
56, Private, Masters, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Germany, <=50K
29, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,50, France, >50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
50, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,2282,0,40, Taiwan, >50K
58, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, Cambodia, >50K
38, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,50, Italy, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Nicaragua, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, Italy, <=50K
43, State-gov, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Female,6750,0,50, Poland, >50K
30, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Thailand, <=50K
22, Federal-gov, Bachelors, Never-married, Other-service, Own-child, Other, Female,0,0,40, El-Salvador, >50K
33, State-gov, 12th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,4657,0,45, Haiti, >50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,2024,40, Honduras, >50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
43, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
48, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, China, >50K
34, Private, Masters, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
24, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, India, <=50K
29, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,30, Ireland, <=50K
34, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, France, <=50K
31, Private, 10th, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,48, Puerto-Rico, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,2174,0,50, Ecuador, >50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Honduras, <=50K
19, State-gov, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,10, Columbia, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Yugoslavia, >50K
29, Private, Masters, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Trinadad&Tobago, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
19, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,30, South, <=50K
45, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,1622,40, Cuba, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Philippines, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Honduras, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,50, China, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, England, <=50K
49, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,99, Ecuador, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,30, United-States, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Haiti, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,5280,0,40, Hong, >50K
49, Private, Bachelors, Divorced, Tech-support, Not-in-family, Other, Female,0,0,65, Outlying-US(Guam-USVI-etc), <=50K
61, Local-gov, Masters, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,60, Columbia, <=50K
31, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
32, Federal-gov, Masters, Separated, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,18, Outlying-US(Guam-USVI-etc), <=50K
59, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,3055,0,60, France, >50K
20, Private, Bachelors, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
39, Private, Masters, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Greece, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Haiti, >50K
43, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Hong, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,25, Mexico, <=50K
47, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Vietnam, <=50K
41, Self-emp-not-inc, Masters, Never-married, Adm-clerical, Own-child, Black, Female,0,0,5, Puerto-Rico, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, France, <=50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Columbia, <=50K
55, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,70, Jamaica, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, South, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,15, Philippines, <=50K
26, Private, HS-grad, Married-spouse-absent, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
64, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,4866,0,30, Greece, >50K
38, Private, 1st-4th, Married-civ-spouse, Sales, Husband, Black, Male,0,1863,50, Yugoslavia, >50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,7687,0,40, Mexico, >50K
59, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Germany, >50K
53, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,54, Ireland, >50K
26, Private, HS-grad, Divorced, Priv-house-serv, Unmarried, Black, Male,0,0,40, Philippines, <=50K
40, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,60, Portugal, >50K
55, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, India, <=50K
60, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
