39, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,50, Scotland, >50K
53, Private, Assoc-voc, Divorced, Sales, Wife, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,46, Canada, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
59, Private, 9th, Widowed, Sales, Not-in-family, White, Male,0,0,40, Germany, <=50K
30, Private, Bachelors, Separated, Sales, Unmarried, White, Male,0,0,40, Cuba, >50K
35, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,42, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,6, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, <=50K
19, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Male,0,0,10, Mexico, <=50K
28, Private, Bachelors, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Widowed, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, >50K
38, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
68, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Cuba, <=50K
19, Private, HS-grad, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
67, Local-gov, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
40, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,52, South, >50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,2000,40, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, Hong, >50K
38, Private, 10th, Married-spouse-absent, Exec-managerial, Own-child, White, Male,0,0,40, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
36, Local-gov, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Male,2280,0,40, United-States, <=50K
38, Private, Assoc-acdm, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
61, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Separated, Transport-moving, Not-in-family, White, Male,0,0,42, United-States, <=50K
24, State-gov, 5th-6th, Never-married, Exec-managerial, Wife, White, Female,0,0,30, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Vietnam, <=50K
50, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,6835,0,40, United-States, >50K
40, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, Japan, >50K
45, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
39, State-gov, 11th, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, Columbia, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
29, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Federal-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, Japan, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, England, <=50K
24, Private, Assoc-acdm, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
69, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, State-gov, Bachelors, Widowed, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Masters, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Vietnam, >50K
38, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
48, State-gov, 9th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1721,45, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
43, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,60, United-States, >50K
90, Self-emp-inc, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,22, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
26, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,9800,0,60, United-States, >50K
39, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,30, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,44, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, >50K
51, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,30, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,15, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
48, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
30, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,70, United-States, >50K
27, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States, <=50K
24, Private, Some-college, Divorced, Exec-managerial, Husband, Black, Male,0,1616,35, United-States, <=50K
42, Private, Some-college, Separated, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
33, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, Italy, <=50K
32, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,35, United-States, <=50K
27, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Masters, Never-married, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
45, Local-gov, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
46, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, India, >50K
31, Private, Some-college, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,80, United-States, <=50K
40, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,12, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, United-States, >50K
22, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
54, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,20, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,70, United-States, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
67, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,22, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,45, United-States, <=50K
37, Private, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,40, Puerto-Rico, <=50K
26, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,65, United-States, <=50K
40, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,3899,0,40, United-States, >50K
37, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, United-States, <=50K
24, State-gov, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,60, Dominican-Republic, <=50K
36, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,54, United-States, <=50K
23, Private, Some-college, Separated, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Private, Masters, Divorced, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Canada, >50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,60, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,2037,60, United-States, <=50K
25, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
21, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
35, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
47, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, Germany, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Peru, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
35, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
22, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1887,40, United-States, >50K
30, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
51, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
42, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, >50K
37, Private, 1st-4th, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, Italy, >50K
44, Local-gov, HS-grad, Separated, Farming-fishing, Other-relative, White, Female,0,0,40, United-States, <=50K
19, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
44, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, >50K
22, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,2, United-States, <=50K
65, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
62, Private, Prof-school, Never-married, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
35, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,64, United-States, <=50K
60, Self-emp-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Separated, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,50, United-States, >50K
34, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,2454,38, United-States, <=50K
41, State-gov, HS-grad, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
34, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Cuba, <=50K
19, Self-emp-not-inc, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5011,0,40, Italy, <=50K
26, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1545,72, United-States, >50K
56, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, >50K
31, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,25, United-States, <=50K
44, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Husband, White, Female,7687,0,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Canada, <=50K
66, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
43, Private, HS-grad, Divorced, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
42, State-gov, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,0,35, Honduras, >50K
41, State-gov, Prof-school, Divorced, Prof-specialty, Wife, White, Male,0,2402,54, United-States, >50K
19, Self-emp-not-inc, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,15, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,3325,0,40, United-States, >50K
47, Private, 10th, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, Local-gov, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, >50K
30, Private, 5th-6th, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,47, United-States, >50K
30, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,0,0,50, Portugal, <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,3586,0,50, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Columbia, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, Canada, <=50K
63, Private, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
48, Private, HS-grad, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,20, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
57, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, El-Salvador, <=50K
19, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,62, United-States, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
25, Private, Some-college, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
51, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
45, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,50, United-States, <=50K
51, Self-emp-inc, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, Columbia, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Divorced, Craft-repair, Own-child, Other, Female,0,0,32, United-States, <=50K
35, Private, 10th, Never-married, Sales, Other-relative, White, Male,0,0,45, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, >50K
48, Local-gov, HS-grad, Separated, Other-service, Wife, White, Female,0,0,35, France, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Female,7687,0,50, Philippines, >50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States, >50K
47, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,37, El-Salvador, <=50K
45, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,45, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Other-relative, White, Female,0,0,25, United-States, <=50K
37, Federal-gov, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
59, Self-emp-not-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,54, United-States, >50K
31, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,48, United-States, <=50K
20, Private, 12th, Never-married, Adm-clerical, Not-in-family, White, Female,0,1675,35, United-States, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,35, Vietnam, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
28, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, >50K
37, Private, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
43, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,30, United-States, <=50K
27, Private, Some-college, Separated, Other-service, Wife, White, Female,0,0,35, United-States, <=50K
35, Private, Some-college, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
46, Local-gov, 10th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,35, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Assoc-voc, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
21, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, >50K
21, State-gov, Some-college, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,10, Philippines, <=50K
34, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Separated, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
39, Private, 11th, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, United-States, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,20, Columbia, >50K
51, Self-emp-not-inc, 5th-6th, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Holand-Netherlands, <=50K
18, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,11, United-States, <=50K
36, Private, Masters, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Separated, Other-service, Husband, White, Male,0,0,50, Haiti, <=50K
26, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,70, United-States, <=50K
