34, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,0,0,40, Yugoslavia, >50K
26, Local-gov, HS-grad, Never-married, Sales, Unmarried, Black, Male,13283,0,48, China, >50K
21, Private, Some-college, Never-married, Transport-moving, Own-child, Other, Male,0,0,40, China, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,32, Cambodia, <=50K
55, Private, Bachelors, Widowed, Exec-managerial, Husband, White, Female,0,0,40, Japan, <=50K
25, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
52, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, France, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,36, Yugoslavia, >50K
34, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,13, Ecuador, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Other-relative, Other, Male,0,0,40, Guatemala, <=50K
70, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,12, Honduras, <=50K
27, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
31, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Trinadad&Tobago, <=50K
49, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,37, Ecuador, <=50K
61, Federal-gov, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Greece, <=50K
19, Private, Prof-school, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Japan, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,27, Philippines, <=50K
20, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,45, France, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Hong, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Italy, <=50K
48, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Bachelors, Divorced, Craft-repair, Husband, Black, Female,0,0,50, Hungary, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Italy, <=50K
67, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,40, Cambodia, <=50K
17, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, Hungary, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,65, Philippines, <=50K
33, Without-pay, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, England, <=50K
53, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Other, Male,7687,0,70, Thailand, >50K
56, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Cuba, >50K
64, Self-emp-inc, 7th-8th, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, Guatemala, >50K
27, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Guatemala, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, England, <=50K
27, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,32, Yugoslavia, <=50K
45, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Black, Male,10543,0,50, Portugal, <=50K
46, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Puerto-Rico, <=50K
46, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,50, Thailand, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,1887,40, Cuba, <=50K
39, Private, HS-grad, Divorced, Other-service, Husband, Black, Male,0,0,40, Canada, <=50K
42, Private, Assoc-voc, Divorced, Prof-specialty, Husband, Other, Male,0,0,40, India, <=50K
20, State-gov, Some-college, Divorced, Other-service, Own-child, White, Male,0,0,10, Scotland, <=50K
47, Private, Masters, Divorced, Exec-managerial, Husband, Other, Male,0,0,40, Peru, <=50K
44, Local-gov, HS-grad, Widowed, Craft-repair, Unmarried, Black, Male,0,0,40, El-Salvador, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, El-Salvador, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, India, <=50K
39, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,35, Honduras, <=50K
25, Private, Some-college, Separated, Craft-repair, Other-relative, Amer-Indian-Eskimo, Female,0,0,35, Vietnam, <=50K
31, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Portugal, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,4818,0,70, Vietnam, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
40, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Italy, <=50K
37, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Vietnam, >50K
60, Private, Assoc-voc, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, Vietnam, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,16, El-Salvador, <=50K
51, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Nicaragua, >50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Hungary, <=50K
59, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Trinadad&Tobago, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,50, South, >50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Cuba, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,15, Ecuador, <=50K
47, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,46, Philippines, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,15, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Scotland, >50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Laos, >50K
56, Private, Bachelors, Divorced, Machine-op-inspct, Husband, Other, Female,0,0,40, Cuba, >50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Guatemala, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,3103,0,40, Laos, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,7298,0,40, Hong, >50K
33, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,12, Mexico, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,30, India, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,15, Haiti, <=50K
45, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Italy, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,44, Cambodia, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,15, Canada, <=50K
47, Private, Assoc-voc, Divorced, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Jamaica, >50K
33, Federal-gov, HS-grad, Divorced, Other-service, Husband, Other, Female,0,0,40, Dominican-Republic, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, France, <=50K
39, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
32, Private, Masters, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, Yugoslavia, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Japan, >50K
58, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,60, Canada, >50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Ireland, <=50K
34, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
43, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
50, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,2161,60, Haiti, >50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Black, Female,0,0,35, Hungary, <=50K
70, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,20, Canada, <=50K
30, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
39, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,50, Columbia, >50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Hungary, >50K
29, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,60, United-States, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1850,40, Taiwan, >50K
41, Self-emp-not-inc, Bachelors, Divorced, Other-service, Husband, Black, Male,7687,0,40, Portugal, >50K
56, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Poland, >50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,1719,27, Canada, <=50K
19, Federal-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Jamaica, <=50K
45, Local-gov, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,50, England, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
58, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Trinadad&Tobago, >50K
41, Private, Some-college, Divorced, Sales, Husband, Other, Male,0,0,40, Germany, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,4740,0,35, Germany, <=50K
46, Private, 1st-4th, Never-married, Craft-repair, Husband, White, Male,0,0,60, Laos, >50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,24697,0,70, Dominican-Republic, >50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1853,40, Yugoslavia, <=50K
25, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Guatemala, <=50K
48, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Cuba, <=50K
31, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,70, South, <=50K
30, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,40, Nicaragua, <=50K
25, Private, 12th, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,70, Thailand, <=50K
32, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Germany, >50K
42, Private, Bachelors, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,40, Canada, >50K
35, Private, Assoc-voc, Divorced, Prof-specialty, Own-child, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
55, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Honduras, >50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
37, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,20, Italy, >50K
66, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Dominican-Republic, >50K
24, Private, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
32, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,54, Taiwan, <=50K
18, Private, Bachelors, Separated, Machine-op-inspct, Own-child, White, Male,0,0,20, England, <=50K
47, Private, 7th-8th, Married-civ-spouse, Priv-house-serv, Husband, Asian-Pac-Islander, Male,0,0,50, Puerto-Rico, >50K
38, Local-gov, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,54, Portugal, >50K
35, Private, Some-college, Separated, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, >50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, Italy, >50K
23, Private, Some-college, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,30, Scotland, <=50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
37, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Other, Male,0,0,25, England, <=50K
36, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Vietnam, <=50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,60, Laos, <=50K
47, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,43, Mexico, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, South, <=50K
26, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, England, <=50K
57, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,45, Guatemala, <=50K
20, Private, 11th, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
21, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,20, Hungary, <=50K
20, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,40, Philippines, <=50K
33, Local-gov, Some-college, Married-civ-spouse, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,25, Puerto-Rico, <=50K
43, Private, Assoc-acdm, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, South, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,38, Guatemala, >50K
47, Private, Assoc-voc, Divorced, Sales, Husband, Other, Male,0,0,54, Greece, >50K
25, Local-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Japan, >50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,50, India, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,30, Puerto-Rico, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,17, Trinadad&Tobago, <=50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Haiti, >50K
74, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,20, Scotland, >50K
27, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Portugal, >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1940,50, Nicaragua, >50K
36, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Canada, <=50K
35, Self-emp-not-inc, Preschool, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Haiti, <=50K
28, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Hong, <=50K
53, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Husband, Asian-Pac-Islander, Female,0,1977,50, Haiti, >50K
25, Private, 1st-4th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Germany, >50K
23, Self-emp-not-inc, Prof-school, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Poland, >50K
43, Private, Assoc-acdm, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Guatemala, <=50K
25, Private, 9th, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,50, India, <=50K
29, Local-gov, Some-college, Never-married, Sales, Unmarried, Black, Male,0,0,40, India, >50K
38, Private, Masters, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,45, Cambodia, >50K
58, Private, HS-grad, Divorced, Exec-managerial, Husband, Other, Female,0,0,40, Vietnam, <=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, Ireland, <=50K
35, Private, Prof-school, Widowed, Craft-repair, Own-child, Other, Female,0,0,50, Thailand, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Hong, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,16, England, <=50K
44, Self-emp-not-inc, Bachelors, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
43, Private, Masters, Married-civ-spouse, Farming-fishing, Unmarried, Black, Female,0,0,40, Japan, >50K
59, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,45, Dominican-Republic, >50K
22, Local-gov, HS-grad, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,7298,0,50, France, >50K
19, Private, Assoc-acdm, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,38, El-Salvador, >50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, Guatemala, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,43, Yugoslavia, <=50K
19, Local-gov, 11th, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,25, Yugoslavia, <=50K
18, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,36, England, <=50K
70, Private, 9th, Widowed, Other-service, Unmarried, White, Female,0,0,12, England, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Female,7687,0,30, Nicaragua, >50K
49, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, Germany, <=50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,60, Ecuador, >50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,38, Japan, <=50K
55, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Female,12851,0,40, South, >50K
28, Private, Assoc-voc, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Trinadad&Tobago, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,20, Scotland, <=50K
60, Private, 7th-8th, Married-civ-spouse, Craft-repair, Unmarried, Other, Male,0,0,40, South, >50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Cambodia, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Haiti, <=50K
47, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,2042,50, Nicaragua, >50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Scotland, <=50K
54, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Puerto-Rico, <=50K
48, Private, Doctorate, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
26, Private, Some-college, Divorced, Handlers-cleaners, Own-child, White, Female,3314,0,50, South, <=50K
43, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
31, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Portugal, <=50K
37, Private, HS-grad, Divorced, Handlers-cleaners, Husband, Black, Male,0,0,40, Trinadad&Tobago, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
54, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Guatemala, >50K
27, State-gov, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,36, Puerto-Rico, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Male,0,0,25, Scotland, <=50K
50, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Thailand, <=50K
41, Private, Some-college, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Peru, <=50K
34, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Male,0,0,40, Mexico, >50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,70, Japan, >50K
22, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
55, Private, Bachelors, Widowed, Adm-clerical, Husband, Other, Male,0,0,35, Ireland, <=50K
21, Private, Some-college, Never-married, Tech-support, Husband, Other, Female,0,0,64, Japan, <=50K
51, Private, Some-college, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Canada, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
27, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,89, Greece, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,99, India, <=50K
67, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, <=50K
51, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,60, Ecuador, >50K
31, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
36, Private, Some-college, Married-civ-spouse, Farming-fishing, Wife, Amer-Indian-Eskimo, Male,0,1974,45, Italy, >50K
34, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1902,40, Vietnam, >50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, China, <=50K
