21, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Poland, <=50K
41, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,3, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
61, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,7528,0,40, El-Salvador, >50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,52, Portugal, >50K
25, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,8, Nicaragua, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Peru, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
47, Self-emp-not-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
46, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Female,0,0,35, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
19, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
28, Private, Bachelors, Never-married, Handlers-cleaners, Wife, White, Male,0,0,48, United-States, <=50K
45, Private, Bachelors, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1887,40, Vietnam, >50K
34, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
68, State-gov, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,20, South, <=50K
30, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Cambodia, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, China, >50K
30, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,37, United-States, >50K
41, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,20, United-States, <=50K
29, Private, 5th-6th, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,48, United-States, <=50K
18, State-gov, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Mexico, <=50K
32, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,45, United-States, <=50K
23, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,24, United-States, <=50K
31, Private, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
31, Local-gov, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, England, <=50K
39, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
48, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
45, Private, Some-college, Widowed, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
24, Private, 11th, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,57, Mexico, >50K
25, Local-gov, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, South, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
51, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
40, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
35, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, Ecuador, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, >50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
29, State-gov, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
48, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, Ireland, <=50K
19, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, 11th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,30, Guatemala, <=50K
47, Private, Bachelors, Widowed, Tech-support, Wife, Black, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,2897,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Masters, Never-married, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
62, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,48, United-States, >50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,35, United-States, >50K
20, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
65, Private, Bachelors, Separated, Adm-clerical, Unmarried, White, Female,0,0,20, Germany, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
31, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1887,40, United-States, >50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
39, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,45, Mexico, <=50K
53, Local-gov, Some-college, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
51, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,5307,0,40, United-States, >50K
29, Private, 11th, Never-married, Exec-managerial, Own-child, White, Male,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
37, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private, HS-grad, Separated, Farming-fishing, Wife, White, Male,0,0,40, United-States, <=50K
46, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
41, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
46, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Exec-managerial, Own-child, Other, Male,0,0,30, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Vietnam, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4639,0,45, United-States, >50K
28, Private, Some-college, Divorced, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, Vietnam, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Male,0,0,70, United-States, <=50K
53, Private, Bachelors, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,42, Dominican-Republic, <=50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,15, United-States, >50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
57, Local-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Female,2110,0,40, United-States, <=50K
22, Private, 11th, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Outlying-US(Guam-USVI-etc), >50K
31, Private, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
28, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, >50K
61, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1887,35, United-States, >50K
70, Self-emp-inc, Masters, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,5013,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
39, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Male,0,0,45, United-States, <=50K
34, Private, Some-college, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
40, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Widowed, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,15, Mexico, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,44, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Male,15024,0,60, United-States, >50K
64, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,35, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, Assoc-voc, Divorced, Prof-specialty, Wife, Other, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,42, United-States, <=50K
42, State-gov, 11th, Divorced, Sales, Not-in-family, White, Male,0,0,54, Japan, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
46, Private, Masters, Separated, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Never-married, Adm-clerical, Wife, Black, Female,0,1977,40, United-States, >50K
58, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
26, Local-gov, Masters, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,1590,45, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States, >50K
23, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,60, United-States, <=50K
67, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
19, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
19, Private, Some-college, Separated, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
26, Federal-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,35, Nicaragua, <=50K
43, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,36, Trinadad&Tobago, <=50K
28, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,7687,0,60, Japan, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
55, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,60, United-States, >50K
56, Local-gov, Masters, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Some-college, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
40, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,48, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Jamaica, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Federal-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
56, Private, Assoc-voc, Widowed, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
59, Local-gov, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Assoc-voc, Separated, Prof-specialty, Wife, Black, Male,24903,0,25, Jamaica, >50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, India, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,50, United-States, <=50K
51, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,2038,45, United-States, >50K
22, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
53, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Male,7687,0,40, United-States, >50K
21, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,70, United-States, >50K
65, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
30, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,45, United-States, <=50K
51, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
22, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,20, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,10, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,49, Japan, >50K
40, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,5178,0,40, United-States, <=50K
45, Private, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,27, United-States, <=50K
26, Private, Bachelors, Divorced, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
27, Private, 12th, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
51, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
25, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
49, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Female,7687,0,50, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, United-States, >50K
36, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
48, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,60, United-States, >50K
43, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,74, United-States, >50K
43, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
38, Private, Assoc-acdm, Divorced, Sales, Not-in-family, White, Female,0,0,75, United-States, <=50K
54, Private, Assoc-voc, Separated, Transport-moving, Unmarried, White, Female,0,0,36, United-States, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,5105,0,40, United-States, >50K
45, Local-gov, Bachelors, Widowed, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,50, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Mexico, <=50K
29, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
63, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private, Masters, Never-married, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
48, Self-emp-inc, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, >50K
67, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1672,45, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
53, Federal-gov, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,30, United-States, <=50K
32, Private, Bachelors, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
19, Self-emp-not-inc, 10th, Never-married, Handlers-cleaners, Wife, White, Male,0,0,35, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,50, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,54, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
