47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,1937,48, Dominican-Republic, >50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Japan, <=50K
20, Private, Some-college, Never-married, Priv-house-serv, Not-in-family, Other, Female,0,0,35, Honduras, <=50K
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Male,0,0,40, Philippines, <=50K
51, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
54, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Haiti, <=50K
37, Federal-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Male,14389,0,38, Haiti, <=50K
26, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
58, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Trinadad&Tobago, <=50K
20, Private, Assoc-acdm, Never-married, Other-service, Own-child, Other, Male,0,0,30, France, <=50K
52, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,45, United-States, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,7687,0,60, India, >50K
23, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, Other, Female,0,0,30, Canada, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1902,45, United-States, >50K
55, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, Peru, <=50K
20, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, Black, Female,0,0,30, Trinadad&Tobago, <=50K
67, Private, Some-college, Separated, Prof-specialty, Not-in-family, Other, Female,0,0,25, Guatemala, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Mexico, <=50K
48, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,4812,0,40, Ecuador, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Female,0,0,20, El-Salvador, <=50K
27, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,50, Canada, <=50K
23, Local-gov, 10th, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,35, Columbia, >50K
35, Private, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,58422,0,50, Dominican-Republic, >50K
21, Private, Some-college, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, Portugal, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, >50K
22, Private, HS-grad, Never-married, Other-service, Wife, White, Female,4300,0,40, Iran, <=50K
62, Private, 11th, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, South, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,60, Hong, <=50K
36, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,70, Peru, >50K
32, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Ecuador, <=50K
42, Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Dominican-Republic, >50K
35, Private, Bachelors, Separated, Transport-moving, Own-child, White, Male,0,0,40, Honduras, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Honduras, >50K
24, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,60, India, <=50K
18, Local-gov, 7th-8th, Never-married, Tech-support, Own-child, White, Male,0,0,16, England, <=50K
19, Private, 9th, Never-married, Prof-specialty, Own-child, Black, Female,0,0,10, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,50, Haiti, <=50K
59, Private, Some-college, Never-married, Craft-repair, Unmarried, Other, Male,0,0,40, Trinadad&Tobago, <=50K
59, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Greece, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,70, Thailand, >50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,40, Ireland, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Yugoslavia, <=50K
47, Private, 5th-6th, Widowed, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,20, England, <=50K
35, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, Puerto-Rico, >50K
19, Private, Bachelors, Never-married, Other-service, Own-child, Other, Male,0,0,15, Portugal, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, >50K
36, Private, Some-college, Married-civ-spouse, Priv-house-serv, Not-in-family, Other, Male,0,0,2, Dominican-Republic, <=50K
29, Private, Assoc-voc, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cambodia, >50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,2070,40, Thailand, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Ireland, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,54, Honduras, >50K
60, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Ecuador, <=50K
65, State-gov, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, Black, Male,0,0,30, Iran, <=50K
51, Federal-gov, 7th-8th, Widowed, Other-service, Not-in-family, Other, Male,0,0,34, Nicaragua, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Trinadad&Tobago, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,2194,0,30, Germany, >50K
44, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Thailand, >50K
24, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
35, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,99, Scotland, <=50K
22, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Guatemala, <=50K
40, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
53, Private, 1st-4th, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, >50K
21, Private, 10th, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, Laos, <=50K
59, Private, 7th-8th, Widowed, Craft-repair, Not-in-family, Other, Female,0,0,40, El-Salvador, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,25, Philippines, <=50K
23, Private, Prof-school, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, China, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, >50K
43, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, >50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,27, Iran, >50K
38, Private, Doctorate, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,15024,0,50, Vietnam, >50K
35, Self-emp-not-inc, Assoc-voc, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,48, Cuba, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
31, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
23, Private, Some-college, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Haiti, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,3113,0,50, Jamaica, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, Thailand, <=50K
40, Local-gov, HS-grad, Never-married, Armed-Forces, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Prof-school, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, England, <=50K
63, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
21, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,30, Cuba, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Canada, <=50K
26, Private, 12th, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Dominican-Republic, <=50K
69, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,2378,50, Mexico, >50K
57, Self-emp-not-inc, 12th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,37, Greece, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,60, Canada, <=50K
84, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,13, Honduras, <=50K
30, Private, 11th, Divorced, Prof-specialty, Husband, White, Male,12547,0,40, Cambodia, >50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, France, <=50K
66, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Trinadad&Tobago, >50K
21, Private, HS-grad, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Female,0,1887,40, Cuba, <=50K
36, Local-gov, Some-college, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,45, Italy, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,20, El-Salvador, <=50K
72, Private, Bachelors, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,16, United-States, <=50K
62, Private, 9th, Widowed, Protective-serv, Unmarried, White, Female,0,0,84, Cambodia, <=50K
45, Private, Masters, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,99, Poland, <=50K
28, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Male,0,0,60, Italy, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Canada, >50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Mexico, <=50K
54, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
58, Local-gov, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,45, Puerto-Rico, >50K
39, Local-gov, Masters, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,1977,60, United-States, >50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,30, Honduras, <=50K
32, Self-emp-not-inc, 12th, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
38, Private, HS-grad, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,10, Puerto-Rico, <=50K
25, Private, Some-college, Never-married, Tech-support, Not-in-family, Other, Male,0,0,45, Thailand, <=50K
31, Federal-gov, Some-college, Separated, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, France, <=50K
33, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,44, Peru, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Nicaragua, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Canada, >50K
36, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
19, State-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,25, China, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Philippines, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,45, Portugal, <=50K
24, State-gov, Some-college, Separated, Prof-specialty, Own-child, White, Female,0,0,45, United-States, >50K
27, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, Peru, <=50K
30, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Peru, <=50K
56, Private, Masters, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,2205,40, Puerto-Rico, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Yugoslavia, >50K
48, Private, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Female,5178,0,40, France, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,38, Hong, <=50K
38, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,55, Nicaragua, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, Haiti, <=50K
19, State-gov, Bachelors, Never-married, Other-service, Unmarried, White, Male,0,0,30, Jamaica, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,45, Peru, >50K
59, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, >50K
35, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
39, Private, Doctorate, Never-married, Prof-specialty, Husband, White, Female,15024,0,70, England, >50K
46, Federal-gov, HS-grad, Widowed, Prof-specialty, Not-in-family, Other, Male,4075,0,30, Honduras, <=50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, Guatemala, <=50K
30, State-gov, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Hong, <=50K
28, Federal-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Female,4386,0,50, Vietnam, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, China, >50K
63, Private, Some-college, Widowed, Exec-managerial, Not-in-family, Other, Male,0,0,40, Cuba, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Prof-school, Divorced, Handlers-cleaners, Not-in-family, Other, Female,0,0,50, Scotland, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,60, Italy, >50K
90, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,35, Dominican-Republic, <=50K
40, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,5178,0,50, Yugoslavia, <=50K
48, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Female,0,0,40, Vietnam, <=50K
29, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,25, Yugoslavia, <=50K
58, Private, Some-college, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, France, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,3828,0,35, Ireland, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, South, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Cambodia, >50K
60, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Sales, Wife, Other, Male,0,0,20, United-States, <=50K
25, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,30, Poland, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,4857,0,12, Japan, <=50K
21, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Hong, <=50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,60, Mexico, <=50K
46, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,15024,0,40, United-States, >50K
38, Local-gov, Prof-school, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,10, United-States, <=50K
23, Private, 11th, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,25, Greece, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, South, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, Mexico, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,35, Ireland, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,7687,0,40, Dominican-Republic, >50K
19, Private, Some-college, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, Yugoslavia, <=50K
17, Self-emp-not-inc, 10th, Never-married, Sales, Own-child, Black, Female,0,0,20, Hong, <=50K
41, Private, 7th-8th, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,20, Nicaragua, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,65, Nicaragua, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1879,40, Columbia, >50K
37, Private, HS-grad, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,1887,50, Scotland, >50K
23, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,4386,0,27, Japan, >50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,54, Jamaica, <=50K
48, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Italy, >50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Ireland, >50K
26, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, Other, Male,0,0,48, El-Salvador, <=50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
50, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,60, Germany, <=50K
23, Private, Masters, Never-married, Prof-specialty, Own-child, White, Female,0,0,8, Taiwan, <=50K
39, Private, Masters, Separated, Handlers-cleaners, Not-in-family, Other, Male,0,0,45, China, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
36, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,60, Laos, <=50K
39, Federal-gov, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,2371,65, Nicaragua, >50K
45, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Honduras, >50K
42, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,2393,60, Trinadad&Tobago, >50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, South, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,45, Yugoslavia, >50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Iran, >50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, England, <=50K
42, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,84, Vietnam, <=50K
20, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Taiwan, <=50K
50, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Female,99999,0,40, Laos, >50K
46, Federal-gov, Doctorate, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, India, >50K
53, State-gov, HS-grad, Never-married, Other-service, Unmarried, Other, Male,0,0,35, United-States, <=50K
50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,3233,0,40, Guatemala, >50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,40, Scotland, >50K
39, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,38, Ecuador, <=50K
47, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,15024,0,40, England, >50K
38, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,50, Guatemala, >50K
33, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,60, Portugal, <=50K
51, State-gov, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
42, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Italy, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, Italy, <=50K
31, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Jamaica, >50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, El-Salvador, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, United-States, >50K
35, Private, Some-college, Divorced, Other-service, Unmarried, Other, Female,0,0,50, Hungary, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Canada, >50K
25, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,45, Thailand, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,3127,0,40, Ecuador, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,42, Mexico, >50K
23, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,6, Puerto-Rico, <=50K
46, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, South, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,30, Ecuador, <=50K
47, Private, Some-college, Separated, Craft-repair, Unmarried, Other, Female,0,0,35, Poland, <=50K
36, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Female,0,0,38, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, China, >50K
33, Private, Assoc-voc, Separated, Handlers-cleaners, Not-in-family, Black, Male,0,0,24, India, <=50K
39, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
39, Local-gov, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,5178,0,40, Nicaragua, <=50K
23, State-gov, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,38, Columbia, <=50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Guatemala, <=50K
20, Private, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,1898,50, India, >50K
46, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Laos, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Guatemala, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1977,50, Dominican-Republic, >50K
18, State-gov, Some-college, Never-married, Farming-fishing, Own-child, Black, Male,0,0,16, Canada, <=50K
18, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
38, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,60, Germany, <=50K
