25, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,11887,0,50, India, >50K
54, Self-emp-not-inc, 10th, Widowed, Sales, Not-in-family, Black, Female,0,0,40, United-States, >50K
55, Local-gov, HS-grad, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
36, Private, Masters, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Local-gov, 10th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,20, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,65, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,42, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
54, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,35, Thailand, <=50K
48, Federal-gov, HS-grad, Separated, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,27, Scotland, <=50K
19, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,25, Nicaragua, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,42, India, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
40, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,25, United-States, <=50K
27, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, China, >50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,25, United-States, <=50K
37, Federal-gov, Masters, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, >50K
54, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
52, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Other-service, Wife, White, Female,0,2318,20, United-States, >50K
46, Self-emp-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,70, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,7423,0,45, United-States, >50K
26, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
52, Federal-gov, 10th, Divorced, Exec-managerial, Unmarried, White, Female,0,0,65, United-States, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,8, India, <=50K
35, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, England, <=50K
65, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, Canada, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,45, United-States, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
68, State-gov, 7th-8th, Separated, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Yugoslavia, >50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Peru, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,1596,40, Laos, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,38, El-Salvador, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
44, Private, Some-college, Divorced, Protective-serv, Husband, White, Male,0,1726,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,35, Jamaica, <=50K
18, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,8, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Male,0,0,20, Ireland, <=50K
38, Private, Some-college, Never-married, Sales, Husband, White, Female,0,0,70, Guatemala, >50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
58, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,60, Portugal, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,45, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,30, France, <=50K
57, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, United-States, <=50K
28, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,2885,0,50, United-States, <=50K
68, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,20, United-States, >50K
43, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, <=50K
30, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Scotland, <=50K
50, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,40, China, <=50K
27, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, >50K
29, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
58, Private, 5th-6th, Separated, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, >50K
73, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,99999,0,50, United-States, >50K
21, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, Masters, Divorced, Transport-moving, Wife, White, Female,0,0,20, United-States, <=50K
41, Private, 1st-4th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1719,50, Columbia, >50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,42, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Jamaica, >50K
64, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,30, Taiwan, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
41, Private, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,3307,0,40, India, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,43, Taiwan, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
44, Private, HS-grad, Married-spouse-absent, Craft-repair, Unmarried, White, Female,0,0,40, England, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
40, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, United-States, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Honduras, >50K
31, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Canada, <=50K
55, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
31, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,27, Taiwan, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,45, United-States, >50K
49, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,73, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,16, Scotland, <=50K
55, Private, Bachelors, Widowed, Sales, Not-in-family, White, Female,0,0,48, United-States, >50K
75, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,1485,10, United-States, <=50K
58, Private, HS-grad, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,40, South, <=50K
49, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Jamaica, >50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Wife, White, Female,0,1887,40, United-States, <=50K
45, Private, 11th, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
25, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
53, State-gov, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Jamaica, <=50K
45, Private, Some-college, Divorced, Craft-repair, Unmarried, Black, Male,0,1622,40, United-States, <=50K
26, Self-emp-inc, 7th-8th, Separated, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, 5th-6th, Married-spouse-absent, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
37, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,48, United-States, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,12, United-States, >50K
58, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, Scotland, <=50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,60, Puerto-Rico, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,38, Trinadad&Tobago, <=50K
73, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,15, United-States, <=50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,72, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
31, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, India, <=50K
38, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
51, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,7298,0,40, United-States, >50K
41, Private, Assoc-voc, Never-married, Adm-clerical, Husband, Other, Male,4725,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
42, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, United-States, >50K
43, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
73, Private, HS-grad, Separated, Farming-fishing, Unmarried, White, Female,0,0,12, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
54, Private, 10th, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,44, Iran, <=50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,38, Outlying-US(Guam-USVI-etc), >50K
17, Self-emp-not-inc, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, Philippines, <=50K
41, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
57, Self-emp-not-inc, Masters, Divorced, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
49, Local-gov, Masters, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,70, United-States, <=50K
63, Local-gov, Bachelors, Widowed, Sales, Not-in-family, White, Male,0,0,25, United-States, <=50K
29, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,7298,0,74, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, United-States, <=50K
49, State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,42, United-States, >50K
24, Private, 1st-4th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
43, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
46, Private, Masters, Never-married, Priv-house-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Taiwan, >50K
34, Private, Prof-school, Divorced, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Separated, Tech-support, Not-in-family, White, Female,0,0,49, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, 7th-8th, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Scotland, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, >50K
50, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,37, Nicaragua, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Ecuador, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, >50K
26, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
65, Self-emp-not-inc, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,24, Scotland, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, >50K
34, Self-emp-not-inc, 10th, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,50, United-States, <=50K
58, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
50, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
53, Local-gov, 11th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
37, Private, Doctorate, Separated, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, Nicaragua, <=50K
58, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15024,0,50, United-States, >50K
49, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,20, United-States, <=50K
46, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Germany, >50K
34, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, France, >50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
43, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, England, <=50K
57, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Vietnam, >50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, Ireland, <=50K
44, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,45, France, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
42, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, 10th, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Jamaica, <=50K
40, Private, HS-grad, Divorced, Protective-serv, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Masters, Married-spouse-absent, Craft-repair, Husband, White, Male,5178,0,40, India, >50K
31, Local-gov, 12th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,45, France, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,45, United-States, <=50K
36, Local-gov, HS-grad, Never-married, Priv-house-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1922,35, Hong, >50K
26, Private, Assoc-voc, Never-married, Sales, Husband, Other, Male,0,0,50, Jamaica, <=50K
23, Private, 11th, Never-married, Transport-moving, Own-child, White, Male,0,0,20, United-States, <=50K
34, Self-emp-not-inc, Some-college, Separated, Sales, Husband, White, Male,0,0,65, Vietnam, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, United-States, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,15, Haiti, >50K
48, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
35, Private, Assoc-acdm, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
21, Private, HS-grad, Separated, Prof-specialty, Unmarried, Black, Male,0,0,15, United-States, <=50K
53, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,7687,0,35, United-States, >50K
47, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Self-emp-inc, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,60, Mexico, >50K
34, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
34, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,30, United-States, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Columbia, <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
50, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
43, Local-gov, Some-college, Never-married, Transport-moving, Unmarried, Black, Female,0,0,38, United-States, <=50K
28, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,35, United-States, >50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,44, United-States, >50K
30, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, Dominican-Republic, >50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3503,0,20, United-States, <=50K
48, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,1887,42, United-States, <=50K
62, Self-emp-not-inc, Some-college, Widowed, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
40, Private, HS-grad, Separated, Prof-specialty, Wife, White, Female,0,0,20, Cuba, >50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, India, <=50K
47, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,20, United-States, <=50K
25, Federal-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Cuba, <=50K
34, Local-gov, HS-grad, Separated, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
