51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,60, Dominican-Republic, >50K
18, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,11, South, <=50K
41, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,45, United-States, >50K
48, Private, Some-college, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,3623,0,40, Columbia, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,45, England, <=50K
24, State-gov, Bachelors, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Canada, <=50K
51, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Scotland, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Guatemala, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Guatemala, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Wife, Amer-Indian-Eskimo, Male,0,1977,50, Ecuador, >50K
45, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,1695,40, Vietnam, <=50K
53, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,50, England, <=50K
49, Private, Assoc-voc, Divorced, Tech-support, Wife, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
36, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, >50K
45, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,5202,0,40, Iran, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Iran, <=50K
27, Private, Some-college, Divorced, Exec-managerial, Own-child, Black, Male,0,0,40, Thailand, <=50K
43, State-gov, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Canada, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Iran, >50K
34, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,4134,0,29, Peru, <=50K
47, Private, Some-college, Widowed, Tech-support, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
18, Private, Some-college, Never-married, Protective-serv, Own-child, Other, Female,0,0,15, Vietnam, <=50K
20, Private, 12th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Italy, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,48, Columbia, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
38, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Holand-Netherlands, <=50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1977,60, Japan, >50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Female,5013,0,40, Columbia, <=50K
30, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Hungary, >50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,15, France, >50K
50, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,8, Scotland, <=50K
37, State-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
25, Private, 11th, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
37, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,36, Laos, <=50K
30, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
45, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,36, United-States, <=50K
25, Private, Prof-school, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,25, Hungary, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,1646,60, United-States, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
41, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Black, Female,2850,0,40, Puerto-Rico, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, >50K
26, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Dominican-Republic, <=50K
55, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, Cuba, <=50K
26, Private, Bachelors, Never-married, Other-service, Own-child, Black, Male,0,0,29, Haiti, <=50K
35, State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, South, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
33, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Canada, <=50K
42, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,60, Poland, >50K
69, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,29, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,7687,0,29, France, >50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, Puerto-Rico, >50K
19, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,29, Yugoslavia, <=50K
26, Private, 10th, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, Peru, >50K
29, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,1902,50, Columbia, >50K
63, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Poland, >50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,1887,40, Cambodia, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,35, Taiwan, <=50K
35, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,64, India, <=50K
29, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, South, <=50K
49, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,1902,40, United-States, >50K
31, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, Haiti, >50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,50, Yugoslavia, <=50K
50, Private, Some-college, Widowed, Transport-moving, Not-in-family, White, Male,0,0,54, Ireland, <=50K
37, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, South, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Nicaragua, <=50K
47, Local-gov, Prof-school, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,99999,0,70, South, >50K
52, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7298,0,40, Thailand, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, China, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, Vietnam, <=50K
31, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Portugal, <=50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Canada, >50K
53, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,65, Honduras, <=50K
50, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,7298,0,40, Jamaica, >50K
35, Private, 10th, Married-civ-spouse, Transport-moving, Wife, Other, Female,0,0,40, Vietnam, >50K
42, Private, Bachelors, Separated, Protective-serv, Husband, White, Male,0,1902,40, Thailand, >50K
47, Private, Bachelors, Divorced, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1977,40, India, >50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,50, Haiti, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, >50K
39, Private, Some-college, Never-married, Craft-repair, Unmarried, Other, Male,0,0,40, Dominican-Republic, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1977,50, Cuba, >50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,45, Thailand, >50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Jamaica, <=50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,50, Jamaica, >50K
21, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,42, United-States, <=50K
34, Private, Masters, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, India, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,60, South, >50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, Cuba, >50K
19, Private, Some-college, Separated, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,20, Mexico, <=50K
31, Private, Masters, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,3519,0,40, United-States, <=50K
47, Private, 7th-8th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, Cambodia, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Poland, <=50K
32, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,50, France, >50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,4327,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,4930,0,45, Outlying-US(Guam-USVI-etc), >50K
26, State-gov, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, Nicaragua, >50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,29, Hong, <=50K
31, State-gov, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Taiwan, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, England, <=50K
64, Self-emp-not-inc, 7th-8th, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,4697,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Haiti, >50K
52, Private, Prof-school, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
30, Private, HS-grad, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Mexico, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,40, Hong, <=50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
42, Federal-gov, HS-grad, Divorced, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Scotland, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,60, Cambodia, <=50K
37, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,35, Taiwan, <=50K
21, Private, Assoc-voc, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, France, <=50K
65, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Other, Male,7298,0,40, Nicaragua, <=50K
23, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,20, South, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Haiti, >50K
32, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,35, Laos, >50K
35, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
22, Private, Some-college, Separated, Sales, Own-child, White, Male,0,0,29, Scotland, <=50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,70, Honduras, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,25, Mexico, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, England, >50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, India, >50K
38, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Female,0,0,40, Mexico, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,25, Poland, <=50K
69, Private, HS-grad, Never-married, Sales, Unmarried, Black, Male,2483,0,5, El-Salvador, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,65, Guatemala, >50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Philippines, <=50K
21, Private, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Hong, <=50K
48, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,40, England, <=50K
38, State-gov, Masters, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, Cuba, <=50K
52, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Taiwan, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Yugoslavia, >50K
20, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
53, State-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,2726,40, Hungary, <=50K
22, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
54, Federal-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Peru, >50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, Poland, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Mexico, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Thailand, <=50K
48, Federal-gov, Masters, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Portugal, <=50K
27, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
22, Private, Some-college, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Thailand, >50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
31, Private, HS-grad, Separated, Tech-support, Husband, White, Male,0,0,40, China, >50K
27, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,50, Columbia, <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,73, United-States, >50K
51, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,20, Columbia, <=50K
19, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,3, Hong, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,15024,0,40, Yugoslavia, >50K
63, Private, 10th, Separated, Other-service, Not-in-family, White, Female,0,0,40, Japan, <=50K
23, Private, HS-grad, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Vietnam, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,29, Cuba, <=50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,1887,44, El-Salvador, >50K
46, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
58, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
37, Private, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,20, Hong, <=50K
47, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Puerto-Rico, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Masters, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Honduras, <=50K
67, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
22, Private, Some-college, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,36, Taiwan, <=50K
51, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,4010,0,40, Poland, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,40, Holand-Netherlands, >50K
33, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,50, Greece, <=50K
56, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1671,40, South, >50K
45, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,1485,40, Peru, <=50K
45, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Black, Male,2201,0,45, Haiti, <=50K
49, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,29, Scotland, <=50K
26, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,3, Ireland, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Scotland, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Nicaragua, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Germany, <=50K
31, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,2305,40, Thailand, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,40, Vietnam, <=50K
60, Self-emp-inc, 9th, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Holand-Netherlands, >50K
53, Private, 1st-4th, Widowed, Handlers-cleaners, Wife, Other, Male,0,0,24, Scotland, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,35, Puerto-Rico, <=50K
46, Private, HS-grad, Widowed, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Scotland, >50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Honduras, >50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, India, <=50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Laos, >50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,72, Jamaica, <=50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,40, Trinadad&Tobago, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Cuba, <=50K
37, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,29, Philippines, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Puerto-Rico, <=50K
46, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,1977,50, Nicaragua, >50K
42, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,80, Thailand, >50K
64, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, >50K
47, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Cuba, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Vietnam, >50K
38, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,2895,86, Laos, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,29, Thailand, <=50K
34, Private, Assoc-acdm, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
27, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,28, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,29, Cuba, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,50, Hong, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,24, Germany, <=50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,50, Puerto-Rico, >50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Thailand, >50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Jamaica, <=50K
20, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, Italy, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,1575,40, United-States, >50K
73, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,29, China, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Japan, >50K
51, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Peru, <=50K
24, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
74, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Hong, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, Ecuador, <=50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,40, Holand-Netherlands, >50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,15, Jamaica, <=50K
49, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,45, China, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Nicaragua, <=50K
65, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Male,0,0,24, Philippines, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Poland, <=50K
22, Federal-gov, HS-grad, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
20, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,2899,0,35, United-States, <=50K
41, Local-gov, 10th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Peru, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,29, Peru, <=50K
45, Private, HS-grad, Widowed, Exec-managerial, Own-child, Black, Male,0,0,40, South, <=50K
47, Self-emp-not-inc, Bachelors, Separated, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,50, Cuba, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Philippines, <=50K
