21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
54, Private, Assoc-acdm, Widowed, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1977,40, United-States, <=50K
28, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
21, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, <=50K
37, Self-emp-not-inc, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Italy, <=50K
19, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,99999,0,60, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,30, United-States, <=50K
59, Private, Bachelors, Divorced, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Widowed, Sales, Husband, White, Male,0,0,16, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Philippines, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
49, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,15024,0,40, United-States, >50K
20, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States, <=50K
70, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,8, Jamaica, <=50K
76, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, 11th, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,30, United-States, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Sales, Own-child, Black, Female,0,0,15, United-States, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,40, Puerto-Rico, <=50K
19, Private, Bachelors, Never-married, Protective-serv, Own-child, White, Male,0,0,30, United-States, <=50K
20, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Husband, White, Female,0,0,20, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
40, Federal-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
58, Private, 10th, Widowed, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,50, United-States, >50K
23, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
66, State-gov, 9th, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
30, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,50, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Married-spouse-absent, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,85, United-States, <=50K
27, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,70, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Widowed, Adm-clerical, Unmarried, White, Female,0,1665,8, Puerto-Rico, <=50K
39, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,1977,40, United-States, <=50K
51, Self-emp-not-inc, Masters, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,35, United-States, <=50K
29, Local-gov, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
63, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,5, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,38, United-States, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,60, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
34, Private, 5th-6th, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,35, United-States, <=50K
30, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, England, <=50K
34, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Assoc-voc, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,60, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
54, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,45, United-States, <=50K
64, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, 10th, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,35, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Never-married, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,45, United-States, >50K
37, Private, Some-college, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,25, Mexico, <=50K
45, Private, Bachelors, Widowed, Sales, Husband, White, Male,15024,0,60, United-States, >50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Tech-support, Own-child, White, Female,0,0,12, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
26, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,0,0,37, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, >50K
32, Local-gov, Masters, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,1887,20, United-States, >50K
48, Self-emp-not-inc, Doctorate, Married-civ-spouse, Tech-support, Husband, White, Male,0,1977,52, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,10, United-States, <=50K
28, Private, 11th, Divorced, Sales, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
26, Private, Masters, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
73, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,57231,0,60, United-States, >50K
25, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,18, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Wife, White, Female,0,0,35, United-States, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-inc, Assoc-voc, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Divorced, Tech-support, Own-child, White, Female,0,0,25, United-States, <=50K
51, Private, Bachelors, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,38, United-States, <=50K
42, Private, Assoc-voc, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
31, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,89, United-States, <=50K
19, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Canada, <=50K
48, State-gov, 12th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
57, Local-gov, 5th-6th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, >50K
31, Private, Some-college, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, 9th, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,48, United-States, <=50K
68, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Male,0,0,15, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
48, Private, Masters, Divorced, Craft-repair, Husband, White, Male,0,1977,40, United-States, <=50K
48, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,65, United-States, >50K
46, Private, Some-college, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
48, Private, 9th, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
72, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, United-States, <=50K
52, Self-emp-not-inc, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,50, United-States, <=50K
32, Private, 5th-6th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,32, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,80, United-States, <=50K
33, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,1902,40, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Local-gov, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,45, United-States, >50K
31, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,45, United-States, <=50K
56, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,15024,0,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,35, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, Italy, >50K
35, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Male,13175,0,40, United-States, >50K
59, Private, Some-college, Divorced, Sales, Unmarried, White, Male,0,0,50, United-States, >50K
54, Private, Bachelors, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,15024,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, United-States, >50K
26, Federal-gov, Some-college, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,92, United-States, <=50K
45, State-gov, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,1887,16, United-States, >50K
33, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,50, United-States, >50K
23, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1977,60, United-States, <=50K
31, Private, 12th, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
23, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
77, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,20, Ireland, <=50K
59, Private, Assoc-voc, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,35, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
49, Federal-gov, 5th-6th, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
55, Private, 7th-8th, Widowed, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
54, Private, HS-grad, Divorced, Protective-serv, Unmarried, White, Male,0,0,45, United-States, <=50K
34, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, Philippines, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Columbia, <=50K
25, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,1902,40, United-States, <=50K
43, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,54, United-States, >50K
45, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Local-gov, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,45, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
55, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,15024,0,54, United-States, <=50K
40, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,65, United-States, >50K
43, Federal-gov, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
30, Private, 9th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,20, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,60, United-States, >50K
37, State-gov, Doctorate, Widowed, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,35, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,45, United-States, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,20, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Self-emp-inc, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,80, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,32, United-States, <=50K
26, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
62, Private, Masters, Married-civ-spouse, Priv-house-serv, Unmarried, White, Male,0,0,25, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,5903,0,40, Cuba, >50K
50, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,4642,0,21, United-States, <=50K
35, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,38, United-States, <=50K
52, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Female,2578,0,30, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,4021,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, 10th, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, Hong, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, >50K
17, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,21, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, 9th, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
33, Self-emp-inc, 1st-4th, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,99, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, >50K
38, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, Columbia, <=50K
22, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Local-gov, 5th-6th, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
71, Local-gov, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,15, United-States, <=50K
28, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Masters, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,3168,0,50, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
46, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,33, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,10, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,1902,45, United-States, >50K
63, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, Other, Female,0,0,50, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, White, Female,0,0,50, United-States, >50K
21, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Mexico, <=50K
49, Private, Bachelors, Never-married, Other-service, Unmarried, White, Male,0,0,40, India, >50K
22, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
19, Local-gov, 9th, Divorced, Sales, Own-child, White, Female,0,0,30, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
49, Private, Doctorate, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,1977,50, United-States, >50K
27, Local-gov, 11th, Never-married, Exec-managerial, Unmarried, White, Female,0,0,37, United-States, <=50K
74, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
28, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Divorced, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,45, United-States, <=50K
35, Private, Prof-school, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Iran, >50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,38, United-States, <=50K
23, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,25, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,50, United-States, <=50K
65, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1977,40, United-States, >50K
29, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
19, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Peru, <=50K
60, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, El-Salvador, >50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1977,42, United-States, >50K
26, State-gov, Some-college, Never-married, Protective-serv, Husband, White, Female,0,0,35, United-States, <=50K
21, Private, Assoc-acdm, Divorced, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,1977,35, United-States, >50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private, 7th-8th, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,45, United-States, >50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
57, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Sales, Unmarried, White, Male,0,0,40, Yugoslavia, <=50K
