27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,11627,0,50, United-States, >50K
53, Local-gov, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,82, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
37, Federal-gov, Masters, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
55, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,42, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,50, United-States, >50K
45, Private, Assoc-voc, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,35, United-States, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
42, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,1589,40, United-States, <=50K
45, Private, 10th, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
34, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,60, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,52, United-States, <=50K
42, Private, Some-college, Married-AF-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Cuba, >50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Local-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,25, United-States, <=50K
51, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1957,69, United-States, >50K
29, Private, HS-grad, Never-married, Sales, Wife, White, Female,0,0,44, United-States, <=50K
41, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
62, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,7687,0,40, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
31, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, >50K
54, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,40, United-States, >50K
22, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,8, United-States, <=50K
72, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,10366,0,30, United-States, >50K
27, Private, Some-college, Separated, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
63, Self-emp-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,9636,0,45, United-States, <=50K
26, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, Assoc-voc, Divorced, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,60, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Local-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
49, Local-gov, Assoc-voc, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
44, Private, Prof-school, Separated, Prof-specialty, Wife, White, Female,0,2342,8, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
38, Local-gov, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Divorced, Protective-serv, Unmarried, White, Male,0,0,50, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Widowed, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,38, United-States, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Private, Some-college, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,48, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States, >50K
43, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,1740,74, United-States, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Mexico, >50K
39, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,25, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,3656,0,40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
37, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
52, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,35, United-States, >50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
35, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
51, Private, Masters, Divorced, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
61, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,3209,0,40, United-States, >50K
46, Private, Doctorate, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
30, Local-gov, Masters, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, El-Salvador, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
28, Private, Assoc-voc, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,1887,50, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1848,62, United-States, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,10, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
48, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,45, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, 5th-6th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Masters, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Wife, White, Male,0,0,60, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Taiwan, <=50K
27, Private, 7th-8th, Separated, Farming-fishing, Own-child, White, Male,0,0,35, United-States, <=50K
47, Private, Some-college, Divorced, Craft-repair, Wife, White, Female,0,0,40, United-States, >50K
89, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,1977,43, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
28, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
39, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Married-AF-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Masters, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,42, United-States, >50K
40, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,1972,40, United-States, <=50K
20, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, >50K
61, Private, 7th-8th, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,42, United-States, >50K
53, Private, Doctorate, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
49, Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,43, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
29, Self-emp-not-inc, Masters, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Jamaica, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
72, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
34, Private, Bachelors, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,50, United-States, <=50K
25, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Canada, >50K
18, Private, Some-college, Never-married, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, >50K
58, Private, Some-college, Widowed, Adm-clerical, Wife, White, Female,0,1999,45, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
36, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
77, Self-emp-not-inc, 7th-8th, Widowed, Craft-repair, Not-in-family, White, Female,0,0,16, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
30, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,2010,40, United-States, <=50K
44, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,54, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, 10th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, 1st-4th, Never-married, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
71, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20, United-States, <=50K
47, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
56, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
37, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Transport-moving, Husband, Black, Female,0,0,60, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
56, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2415,32, United-States, >50K
57, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
36, Private, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, State-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,20, Cambodia, <=50K
22, Private, Masters, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, England, <=50K
73, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Local-gov, 10th, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
45, Private, 12th, Divorced, Other-service, Wife, White, Female,0,0,25, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Canada, >50K
30, Local-gov, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,4901,0,40, United-States, >50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,27, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, >50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,1606,50, United-States, <=50K
58, Private, Masters, Separated, Tech-support, Not-in-family, White, Male,0,0,30, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
55, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
90, Local-gov, 1st-4th, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Self-emp-not-inc, Some-college, Widowed, Transport-moving, Not-in-family, White, Female,0,0,70, United-States, <=50K
52, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
55, Federal-gov, Doctorate, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Separated, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
35, Local-gov, Bachelors, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, >50K
40, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Columbia, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,48, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Assoc-voc, Divorced, Sales, Own-child, White, Male,0,0,50, Hong, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,20, Honduras, >50K
50, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Married-spouse-absent, Handlers-cleaners, Own-child, White, Male,0,0,65, United-States, <=50K
25, Private, HS-grad, Divorced, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
37, Private, Bachelors, Widowed, Other-service, Not-in-family, White, Female,0,0,60, United-States, <=50K
33, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,0,0,15, United-States, >50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,40, Cuba, <=50K
46, Private, 9th, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,46, United-States, <=50K
35, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
50, Local-gov, Doctorate, Married-AF-spouse, Farming-fishing, Husband, White, Male,0,1902,40, United-States, <=50K
33, Local-gov, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,43, United-States, <=50K
41, Private, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,46, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, South, >50K
32, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,73, United-States, >50K
34, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, >50K
44, Local-gov, Bachelors, Married-AF-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
67, Private, 7th-8th, Divorced, Craft-repair, Husband, Black, Male,0,0,20, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
38, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
33, Private, Prof-school, Never-married, Sales, Wife, White, Male,0,0,40, United-States, >50K
40, State-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
34, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,45, United-States, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, Assoc-voc, Widowed, Other-service, Unmarried, Black, Male,0,0,35, United-States, <=50K
49, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
26, Local-gov, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
63, State-gov, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, El-Salvador, >50K
55, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,1649,50, United-States, <=50K
25, Local-gov, Some-college, Never-married, Sales, Not-in-family, Other, Male,0,0,50, United-States, <=50K
35, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,54, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
35, Federal-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,38, United-States, <=50K
24, Federal-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,1821,47, United-States, <=50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Germany, <=50K
34, Private, 5th-6th, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,49, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
23, Private, HS-grad, Married-spouse-absent, Other-service, Not-in-family, White, Male,2172,0,40, United-States, <=50K
40, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15024,0,45, United-States, >50K
59, Private, Masters, Widowed, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
25, Private, 10th, Divorced, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
28, State-gov, 11th, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,15, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,23, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
24, Private, Some-college, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
52, Private, HS-grad, Widowed, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
37, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
