42, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,1977,60, Dominican-Republic, >50K
19, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,36, Honduras, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,46, Guatemala, >50K
26, Local-gov, 11th, Never-married, Other-service, Not-in-family, Other, Female,0,0,15, Columbia, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,45, England, >50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Cuba, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, Mexico, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Dominican-Republic, >50K
44, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Honduras, >50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Haiti, >50K
48, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Female,3107,0,45, South, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,70, Haiti, >50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Laos, <=50K
27, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
25, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, Puerto-Rico, <=50K
33, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, France, <=50K
40, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, France, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, >50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Haiti, <=50K
47, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, Haiti, >50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, Guatemala, <=50K
30, Federal-gov, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Honduras, <=50K
32, Private, Some-college, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,2174,40, Puerto-Rico, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
30, Private, 10th, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Portugal, <=50K
43, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,25, Poland, <=50K
50, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,60, Greece, <=50K
31, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
64, Private, Some-college, Widowed, Exec-managerial, Not-in-family, Black, Male,0,0,40, Thailand, >50K
36, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,4966,0,45, Japan, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, Scotland, >50K
19, Private, Prof-school, Never-married, Tech-support, Own-child, White, Male,0,0,25, Columbia, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece, >50K
24, Private, 10th, Divorced, Prof-specialty, Unmarried, Other, Male,0,0,40, Honduras, >50K
19, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
48, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Germany, <=50K
45, Private, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ecuador, >50K
25, Self-emp-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,97, Iran, <=50K
42, Federal-gov, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, India, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Greece, >50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, >50K
21, Private, 11th, Never-married, Sales, Own-child, Other, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,32, Cuba, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,60, Portugal, <=50K
29, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,40, Nicaragua, <=50K
35, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Thailand, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,30, Yugoslavia, <=50K
50, State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
28, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
36, State-gov, Some-college, Divorced, Sales, Unmarried, Other, Female,0,0,40, Vietnam, >50K
21, Private, Some-college, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
42, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, Scotland, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, Iran, >50K
57, Self-emp-inc, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, Italy, <=50K
23, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
51, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Separated, Adm-clerical, Unmarried, Other, Male,0,0,40, Peru, >50K
36, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,80, Thailand, <=50K
23, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, Black, Male,0,0,40, Taiwan, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, India, >50K
44, Self-emp-not-inc, Assoc-acdm, Divorced, Farming-fishing, Not-in-family, Black, Female,0,2327,48, Cuba, <=50K
35, Private, 11th, Divorced, Sales, Unmarried, White, Male,0,0,36, Laos, <=50K
19, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,27, Poland, <=50K
51, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,80, United-States, >50K
25, Private, Masters, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Tech-support, Own-child, Other, Male,0,0,15, Peru, <=50K
23, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, Poland, <=50K
42, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,66, United-States, >50K
75, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,10, France, <=50K
42, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
30, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,40, El-Salvador, <=50K
68, Private, 5th-6th, Widowed, Other-service, Not-in-family, Black, Female,0,0,20, Laos, <=50K
46, Local-gov, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Other, Male,4699,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,1740,40, Haiti, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,35, Haiti, <=50K
49, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Female,0,0,37, Nicaragua, >50K
21, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,38, Philippines, <=50K
44, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, England, <=50K
31, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Female,0,0,4, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
72, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,4, United-States, <=50K
59, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,50, Greece, <=50K
18, Private, Masters, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Cuba, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,2408,0,40, Jamaica, <=50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Ireland, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Cambodia, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Scotland, >50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, Honduras, <=50K
28, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,54, Philippines, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, United-States, <=50K
42, Private, Some-college, Divorced, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, India, <=50K
38, Private, HS-grad, Separated, Craft-repair, Husband, Other, Male,0,0,40, Greece, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,0,36, Ireland, >50K
51, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, Peru, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Iran, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Taiwan, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Female,0,0,15, Jamaica, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
34, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,30, United-States, <=50K
55, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Cambodia, >50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
36, Self-emp-not-inc, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,2394,70, South, <=50K
30, Private, HS-grad, Never-married, Farming-fishing, Own-child, Other, Female,0,0,30, Puerto-Rico, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, Black, Male,0,0,25, Honduras, <=50K
24, Private, HS-grad, Divorced, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
37, Private, Some-college, Divorced, Adm-clerical, Husband, Black, Male,0,0,40, Ireland, >50K
42, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
29, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Cambodia, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Ireland, >50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,50, Laos, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,55, United-States, <=50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Vietnam, <=50K
61, Private, 7th-8th, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,0,50, South, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Dominican-Republic, >50K
19, State-gov, 11th, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Scotland, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,73, Columbia, <=50K
36, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,37, Cuba, <=50K
51, Private, 9th, Never-married, Other-service, Husband, Other, Female,0,0,40, Thailand, <=50K
67, Self-emp-not-inc, HS-grad, Widowed, Tech-support, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Iran, <=50K
66, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Haiti, >50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,25, Poland, <=50K
34, State-gov, 11th, Married-civ-spouse, Sales, Husband, Other, Female,0,1978,10, China, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, France, <=50K
46, Private, Prof-school, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,1760,40, Trinadad&Tobago, >50K
30, Private, 12th, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,50, India, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, >50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, France, >50K
25, Private, Some-college, Separated, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Germany, >50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Cuba, <=50K
19, Local-gov, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, Scotland, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Haiti, <=50K
33, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Cuba, <=50K
52, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,45, India, >50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Cuba, >50K
45, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, England, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Husband, Black, Male,0,0,55, Ecuador, <=50K
55, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Guatemala, >50K
55, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, Ecuador, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, India, <=50K
27, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
50, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,2891,0,40, India, <=50K
23, Private, 11th, Married-civ-spouse, Sales, Own-child, Black, Female,5013,0,30, United-States, >50K
25, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,20, Italy, <=50K
27, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, India, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, United-States, >50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Ecuador, >50K
38, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Puerto-Rico, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, France, <=50K
71, Private, Some-college, Widowed, Sales, Not-in-family, White, Female,2622,0,64, South, <=50K
38, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Peru, <=50K
42, Private, Some-college, Separated, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Thailand, >50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, France, <=50K
70, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, >50K
35, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
20, State-gov, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,27, Honduras, <=50K
43, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Nicaragua, <=50K
23, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, Italy, <=50K
60, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,50, Trinadad&Tobago, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
25, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,2174,0,50, Cambodia, >50K
58, Private, Some-college, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,40, United-States, <=50K
26, State-gov, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,65, Yugoslavia, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,30, Ireland, <=50K
31, Private, Bachelors, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,40, France, <=50K
43, Private, Assoc-acdm, Widowed, Tech-support, Wife, Black, Male,0,0,20, Scotland, >50K
32, State-gov, Some-college, Divorced, Adm-clerical, Wife, Other, Female,0,0,40, India, <=50K
42, Private, HS-grad, Divorced, Protective-serv, Unmarried, White, Male,0,0,40, Taiwan, <=50K
28, Self-emp-not-inc, Some-college, Separated, Exec-managerial, Not-in-family, Other, Female,0,0,60, United-States, <=50K
36, Private, HS-grad, Divorced, Other-service, Wife, Asian-Pac-Islander, Male,0,0,40, Thailand, >50K
36, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1977,40, Germany, >50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,35, Vietnam, >50K
25, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
36, Local-gov, Bachelors, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1887,50, Hungary, >50K
62, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,14311,0,45, Portugal, >50K
29, Private, HS-grad, Never-married, Tech-support, Unmarried, Other, Male,0,0,40, India, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,45, Thailand, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,10, United-States, <=50K
35, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,60, United-States, <=50K
43, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Husband, Black, Female,15024,0,60, United-States, >50K
35, Self-emp-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
45, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, >50K
19, Local-gov, Doctorate, Never-married, Other-service, Own-child, Other, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,15024,0,50, Scotland, >50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
44, Private, Masters, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, >50K
44, State-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ecuador, >50K
57, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Divorced, Other-service, Unmarried, Other, Male,0,0,40, Nicaragua, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,40, South, <=50K
29, Private, HS-grad, Divorced, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, Yugoslavia, >50K
42, Private, Masters, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,45, Honduras, >50K
68, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,20, France, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, India, <=50K
39, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,26, Haiti, <=50K
42, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
57, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,45, Vietnam, <=50K
47, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
32, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,7298,0,55, South, <=50K
22, Private, Bachelors, Separated, Exec-managerial, Own-child, Black, Female,0,0,40, Cambodia, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Guatemala, >50K
48, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, Vietnam, >50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,50, India, >50K
57, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Wife, Black, Female,0,0,40, Nicaragua, >50K
38, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Iran, >50K
50, Private, Doctorate, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Cambodia, >50K
48, Self-emp-not-inc, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,10, Hungary, <=50K
24, Local-gov, Bachelors, Separated, Craft-repair, Own-child, Other, Male,0,0,40, Japan, <=50K
38, Private, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Jamaica, <=50K
47, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
49, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Male,0,0,45, Thailand, <=50K
65, Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
33, Private, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,1618,45, Ecuador, <=50K
27, Private, Some-college, Divorced, Tech-support, Unmarried, Black, Female,0,0,25, China, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,60, Portugal, >50K
30, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,26, France, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Peru, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, Columbia, <=50K
46, Private, HS-grad, Separated, Prof-specialty, Husband, White, Female,0,0,47, Nicaragua, >50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, Taiwan, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1977,50, Laos, >50K
50, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,30, Germany, <=50K
47, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Trinadad&Tobago, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, India, >50K
53, State-gov, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,36, Cambodia, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,45, Puerto-Rico, <=50K
29, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,65, Scotland, <=50K
45, Without-pay, HS-grad, Never-married, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,6616,0,50, Thailand, <=50K
52, Private, HS-grad, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Honduras, <=50K
