21, Private, HS-grad, Married-spouse-absent, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
32, Local-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, Other, Male,0,0,40, United-States, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Haiti, >50K
61, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,44, United-States, <=50K
69, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, Hong, <=50K
45, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,54, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
33, Private, HS-grad, Divorced, Transport-moving, Wife, White, Male,0,0,35, England, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,11383,0,40, Canada, >50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
37, Private, HS-grad, Separated, Sales, Husband, White, Male,0,0,40, Germany, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Craft-repair, Unmarried, Other, Male,0,0,6, United-States, <=50K
23, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, China, <=50K
32, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,10156,0,40, Scotland, >50K
40, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,3103,0,40, Iran, <=50K
70, Private, Masters, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,35, South, <=50K
30, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,35, Ireland, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Guatemala, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Cuba, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,34, Cambodia, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,3590,0,40, Nicaragua, >50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, >50K
50, Private, Bachelors, Separated, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, >50K
31, Federal-gov, HS-grad, Never-married, Priv-house-serv, Husband, White, Female,0,0,35, United-States, <=50K
43, Private, Some-college, Separated, Sales, Husband, White, Male,0,0,40, Haiti, >50K
45, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,44, United-States, <=50K
56, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, France, <=50K
50, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, Taiwan, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, Haiti, >50K
46, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, Laos, <=50K
40, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, South, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1887,40, Guatemala, <=50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
53, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, Other, Female,0,0,40, Thailand, <=50K
51, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
35, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,60, Honduras, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,3818,0,40, Dominican-Republic, <=50K
39, State-gov, 10th, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Greece, <=50K
31, Private, 1st-4th, Married-civ-spouse, Sales, Own-child, Black, Female,0,2330,50, Nicaragua, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, Hong, <=50K
29, Private, Assoc-acdm, Never-married, Sales, Not-in-family, Other, Female,0,0,50, England, <=50K
61, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, Columbia, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
58, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Poland, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Portugal, <=50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,1902,45, Dominican-Republic, <=50K
30, Private, Bachelors, Separated, Exec-managerial, Own-child, White, Male,0,0,40, Nicaragua, <=50K
46, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Private, 12th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Italy, <=50K
34, Local-gov, 1st-4th, Married-spouse-absent, Tech-support, Own-child, White, Male,0,0,15, Canada, <=50K
42, Local-gov, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, Greece, <=50K
33, Private, Bachelors, Married-spouse-absent, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
21, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Black, Male,0,0,40, China, <=50K
35, Private, Doctorate, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, >50K
50, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,30, Canada, <=50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,15, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, Black, Male,0,0,20, Honduras, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,70, Iran, >50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,30, South, <=50K
47, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Husband, White, Male,0,0,40, Iran, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, Vietnam, <=50K
37, Self-emp-not-inc, 10th, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
19, Private, Bachelors, Separated, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,1740,40, Italy, <=50K
54, Self-emp-not-inc, Masters, Separated, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, India, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,3325,0,40, Dominican-Republic, <=50K
46, Self-emp-not-inc, Preschool, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, Thailand, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,38, France, <=50K
34, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Guatemala, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Ecuador, >50K
61, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,1887,40, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Hungary, <=50K
64, Private, Some-college, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Male,2777,0,40, United-States, <=50K
37, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Black, Male,14582,0,45, Ecuador, >50K
36, Private, 12th, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,1, Yugoslavia, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
44, Federal-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,70, England, <=50K
37, Private, 11th, Divorced, Transport-moving, Not-in-family, White, Female,0,1858,40, Dominican-Republic, <=50K
25, Private, Bachelors, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Iran, >50K
45, Private, HS-grad, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
25, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,60, Greece, >50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,50, Hong, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Jamaica, <=50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, El-Salvador, >50K
51, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,5013,0,40, Vietnam, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,35, United-States, <=50K
40, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,50, Guatemala, <=50K
37, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Scotland, >50K
19, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, Vietnam, <=50K
52, State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,48, Vietnam, <=50K
26, Private, 11th, Never-married, Other-service, Not-in-family, Other, Male,0,0,25, Poland, <=50K
32, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, Jamaica, <=50K
25, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,53, Laos, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Cambodia, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
57, Self-emp-not-inc, 10th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,48, Dominican-Republic, <=50K
25, Private, Bachelors, Separated, Craft-repair, Not-in-family, White, Male,0,0,45, Italy, <=50K
25, Federal-gov, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
23, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,0,0,40, Laos, >50K
18, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,20, Nicaragua, <=50K
31, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Yugoslavia, <=50K
30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,40, Mexico, <=50K
37, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Puerto-Rico, >50K
39, Private, 12th, Separated, Prof-specialty, Wife, White, Female,0,0,62, Poland, <=50K
33, Private, 12th, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Federal-gov, 12th, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
40, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,4092,0,40, China, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Ecuador, >50K
33, State-gov, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,45, Yugoslavia, <=50K
38, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,25, Honduras, <=50K
34, Self-emp-inc, HS-grad, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
42, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
59, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,99999,0,40, South, >50K
31, Private, Some-college, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, Laos, <=50K
58, Local-gov, 1st-4th, Separated, Transport-moving, Unmarried, Other, Male,0,0,50, India, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Canada, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, Laos, >50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,80, Canada, <=50K
25, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,48, Haiti, <=50K
38, Self-emp-not-inc, 10th, Married-spouse-absent, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,70, Columbia, >50K
75, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, China, >50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,38, Honduras, >50K
38, Private, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Cuba, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, >50K
34, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, Columbia, >50K
38, Local-gov, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
31, Federal-gov, 12th, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,14987,0,40, Taiwan, >50K
60, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,50, Yugoslavia, >50K
21, Local-gov, HS-grad, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
34, Federal-gov, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, Ireland, >50K
41, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Nicaragua, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,60, Poland, >50K
22, Private, Doctorate, Separated, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
26, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,75, United-States, <=50K
42, Private, 12th, Widowed, Craft-repair, Unmarried, White, Male,0,0,35, France, <=50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Scotland, <=50K
37, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Yugoslavia, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Yugoslavia, >50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, >50K
18, Private, Doctorate, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,15, Columbia, <=50K
47, Federal-gov, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Peru, <=50K
26, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Canada, <=50K
31, State-gov, HS-grad, Separated, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,37, Yugoslavia, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,45, United-States, <=50K
35, Private, Some-college, Separated, Armed-Forces, Unmarried, Black, Male,0,0,35, Outlying-US(Guam-USVI-etc), >50K
32, Private, 10th, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
40, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, Hong, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Guatemala, >50K
27, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,2591,0,40, Taiwan, <=50K
32, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Female,0,0,40, Scotland, <=50K
23, Private, HS-grad, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,25, France, <=50K
41, Private, 12th, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Vietnam, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,3, England, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,40, United-States, >50K
61, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, Canada, >50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,54, Cuba, >50K
25, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,8, Cuba, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,0,45, Dominican-Republic, <=50K
28, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, United-States, >50K
46, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, El-Salvador, <=50K
23, Private, Some-college, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,37, France, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Laos, <=50K
19, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,10, Scotland, <=50K
27, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,48, South, <=50K
44, Private, Bachelors, Divorced, Sales, Husband, Other, Male,0,0,40, Taiwan, <=50K
57, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,1887,40, Yugoslavia, >50K
33, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,15, Japan, <=50K
67, State-gov, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Cuba, <=50K
29, Local-gov, Some-college, Divorced, Handlers-cleaners, Husband, White, Male,0,0,45, Cambodia, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
37, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Female,7298,0,40, Cambodia, >50K
31, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,38, France, >50K
41, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, Taiwan, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,24, Thailand, <=50K
29, Private, 12th, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,48, Italy, <=50K
18, State-gov, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,30, Puerto-Rico, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Greece, >50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, China, <=50K
32, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,45, Peru, <=50K
23, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,25, Laos, <=50K
31, Private, Preschool, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
31, Local-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Canada, <=50K
39, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, >50K
47, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
45, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,45, Greece, <=50K
24, Private, 12th, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, South, <=50K
45, Self-emp-not-inc, Bachelors, Married-spouse-absent, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Columbia, >50K
25, Local-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
24, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,16, Cuba, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, >50K
51, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Ecuador, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
40, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, England, >50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,60, Puerto-Rico, >50K
35, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,60, Cambodia, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, France, <=50K
24, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Nicaragua, >50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Hungary, <=50K
59, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, >50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,45, Honduras, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,54, Poland, <=50K
28, State-gov, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,54, Trinadad&Tobago, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Laos, <=50K
27, Private, Masters, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,40, Mexico, <=50K
32, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, China, <=50K
19, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Ireland, <=50K
37, Private, 11th, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Canada, <=50K
47, Private, Assoc-acdm, Widowed, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
26, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,30, Nicaragua, <=50K
28, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Taiwan, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,3103,0,40, India, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
29, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
37, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, Ireland, <=50K
62, Private, HS-grad, Widowed, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,38, Trinadad&Tobago, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,30, South, <=50K
33, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7687,0,48, Japan, >50K
65, Self-emp-not-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, South, <=50K
