36, Private, HS-grad, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,12, Columbia, <=50K
26, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,42, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
34, Private, Bachelors, Separated, Craft-repair, Not-in-family, White, Male,3052,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7687,0,50, United-States, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
45, Federal-gov, Bachelors, Divorced, Adm-clerical, Wife, White, Female,0,0,40, Haiti, <=50K
61, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
53, Private, Some-college, Divorced, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
66, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,49, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,5013,0,35, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
27, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Mexico, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, Local-gov, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
72, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,60, United-States, <=50K
47, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,1031,40, United-States, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,30, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Divorced, Adm-clerical, Wife, Black, Female,0,0,30, United-States, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,32, United-States, >50K
28, Self-emp-inc, Masters, Never-married, Prof-specialty, Not-in-family, Black, Male,15024,0,45, United-States, >50K
47, Local-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
68, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,7298,0,60, United-States, <=50K
37, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,3967,0,40, United-States, >50K
36, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,5013,0,25, Germany, <=50K
29, Self-emp-inc, Bachelors, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, <=50K
44, Private, 5th-6th, Married-civ-spouse, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
71, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
43, Local-gov, Some-college, Separated, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1726,45, United-States, >50K
39, Local-gov, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Masters, Never-married, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
34, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Canada, >50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,12, United-States, <=50K
46, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,38, United-States, <=50K
39, Self-emp-inc, HS-grad, Separated, Handlers-cleaners, Unmarried, White, Female,5013,0,40, Mexico, <=50K
26, State-gov, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,48, United-States, <=50K
26, Self-emp-inc, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,48, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,4041,0,60, United-States, >50K
22, Local-gov, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,30, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
43, Self-emp-not-inc, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,65, United-States, >50K
65, Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Married-spouse-absent, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
31, Local-gov, Bachelors, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, South, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Other-service, Other-relative, White, Male,0,0,54, England, <=50K
55, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Canada, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K
35, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Honduras, <=50K
37, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,70, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
34, Private, HS-grad, Divorced, Craft-repair, Wife, White, Male,0,1698,24, United-States, <=50K
58, Private, Some-college, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
18, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
56, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
55, Private, Doctorate, Divorced, Other-service, Unmarried, White, Female,0,0,60, England, <=50K
50, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
50, Private, 9th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, 11th, Married-civ-spouse, Protective-serv, Unmarried, White, Female,0,0,30, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
23, Private, Bachelors, Never-married, Other-service, Wife, White, Female,0,0,35, Japan, <=50K
18, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Doctorate, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Germany, <=50K
59, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, >50K
48, Local-gov, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,54, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
34, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, >50K
21, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,1716,30, United-States, <=50K
65, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,53, United-States, <=50K
43, Private, Masters, Separated, Prof-specialty, Not-in-family, White, Female,3131,0,40, United-States, >50K
48, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
33, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
17, Private, 9th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Separated, Prof-specialty, Wife, White, Female,0,0,15, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
37, Private, 7th-8th, Divorced, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,24, United-States, <=50K
68, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,20, United-States, <=50K
61, State-gov, HS-grad, Divorced, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
42, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
61, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,27, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
32, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
24, Private, 11th, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
50, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ecuador, >50K
36, Self-emp-not-inc, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,70, South, <=50K
34, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,45, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, White, Male,0,0,40, Japan, <=50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, United-States, <=50K
59, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Separated, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
57, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
55, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,55, United-States, >50K
40, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,35, United-States, >50K
48, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, >50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, >50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,50, United-States, <=50K
51, Self-emp-inc, Prof-school, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,50, United-States, <=50K
30, Self-emp-not-inc, Assoc-acdm, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,2263,85, United-States, <=50K
65, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,32, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,7, United-States, <=50K
39, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1979,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
24, Self-emp-inc, 12th, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
28, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,1528,60, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
39, Private, Some-college, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
45, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1992,43, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, >50K
41, Private, Bachelors, Divorced, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
43, State-gov, Bachelors, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
32, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States, >50K
57, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,99999,0,35, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
23, Local-gov, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,8818,0,45, United-States, >50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, United-States, >50K
52, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,44, United-States, <=50K
27, Private, Bachelors, Never-married, Transport-moving, Wife, White, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, Ireland, >50K
26, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
21, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,10, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, Mexico, >50K
41, Private, Some-college, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
32, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1974,60, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,74645,0,24, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,4386,0,45, Cuba, >50K
75, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1670,20, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1854,60, United-States, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
40, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
54, Federal-gov, Masters, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,25, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
49, State-gov, 1st-4th, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,65, United-States, >50K
58, Private, 5th-6th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
53, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, <=50K
27, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, South, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,35, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States, <=50K
38, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, Taiwan, <=50K
49, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
25, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Iran, <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, >50K
45, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,37, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Male,0,0,50, Italy, <=50K
66, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,6106,0,40, United-States, >50K
21, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,20, Jamaica, <=50K
21, Private, Some-college, Divorced, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
46, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
59, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3467,0,40, United-States, <=50K
38, Self-emp-inc, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,99999,0,70, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
53, Private, Some-college, Widowed, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,2300,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,44, United-States, <=50K
