28, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,45, Taiwan, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,9, United-States, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,98, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
61, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,55, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,20, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
44, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,2049,45, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
63, Private, 7th-8th, Widowed, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,47, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2429,50, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Mexico, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
23, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
33, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,35, Peru, <=50K
20, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,32, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,99, United-States, <=50K
40, Self-emp-not-inc, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,12, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States, >50K
45, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
23, Private, Masters, Never-married, Other-service, Not-in-family, White, Female,0,0,5, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
38, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,7687,0,40, United-States, >50K
26, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Male,0,0,60, England, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,44, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, >50K
66, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
19, Private, 11th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,1827,40, South, <=50K
69, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K
38, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,1887,40, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1902,50, United-States, >50K
33, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
32, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Local-gov, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,10044,0,45, United-States, >50K
42, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
41, Private, HS-grad, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States, <=50K
33, State-gov, 10th, Divorced, Sales, Unmarried, White, Female,0,1736,45, United-States, <=50K
34, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, State-gov, Assoc-acdm, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,30, United-States, <=50K
64, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
63, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,42, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,12, United-States, <=50K
58, Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
79, Self-emp-not-inc, HS-grad, Separated, Other-service, Unmarried, White, Male,0,0,16, United-States, <=50K
36, Federal-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,2583,0,50, Scotland, <=50K
32, Self-emp-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,60, Guatemala, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
41, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
31, Local-gov, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Laos, <=50K
38, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
44, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
22, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K
37, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,1876,60, United-States, <=50K
30, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,48, United-States, <=50K
45, Self-emp-inc, Some-college, Divorced, Prof-specialty, Wife, White, Female,0,0,45, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, <=50K
30, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Unmarried, White, Female,0,0,60, United-States, <=50K
30, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,1669,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States, >50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
53, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,44, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
35, Federal-gov, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,34, United-States, <=50K
27, State-gov, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-spouse-absent, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
38, Self-emp-inc, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
61, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,44, United-States, <=50K
83, Local-gov, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,16, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, >50K
35, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,15, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,3158,0,45, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,935,0,40, United-States, >50K
27, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
22, State-gov, Bachelors, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
53, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, Jamaica, >50K
38, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,80, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,30, United-States, <=50K
57, Local-gov, HS-grad, Widowed, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,77, United-States, <=50K
31, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,10, United-States, <=50K
26, State-gov, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Philippines, <=50K
21, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,1876,30, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,45, United-States, <=50K
47, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
47, Self-emp-not-inc, 7th-8th, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,45, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,6884,0,40, United-States, >50K
21, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States, <=50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
58, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, Mexico, >50K
36, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, Haiti, <=50K
33, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,48, United-States, >50K
64, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
30, Private, Some-college, Married-spouse-absent, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
24, Private, Bachelors, Divorced, Exec-managerial, Own-child, White, Female,0,0,48, United-States, <=50K
62, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Mexico, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Yugoslavia, <=50K
73, Private, HS-grad, Widowed, Prof-specialty, Unmarried, White, Female,6752,0,27, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,5, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,1845,45, United-States, >50K
42, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
49, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,65, United-States, >50K
67, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,8, United-States, >50K
37, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, State-gov, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
90, Private, Masters, Widowed, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,15, Poland, <=50K
30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Guatemala, <=50K
36, Private, Assoc-voc, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
53, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Private, 10th, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, India, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States, >50K
61, Self-emp-not-inc, Masters, Widowed, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
31, Private, Doctorate, Never-married, Sales, Not-in-family, White, Male,0,0,15, United-States, <=50K
22, Local-gov, 11th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Local-gov, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,60, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,60, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K
33, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Male,4386,0,36, United-States, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,1985,24, United-States, <=50K
43, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,1887,50, United-States, >50K
48, Local-gov, HS-grad, Never-married, Sales, Wife, Black, Female,0,0,40, United-States, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
63, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,45, United-States, >50K
34, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
69, State-gov, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,20, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,1902,50, United-States, >50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
57, Private, 10th, Separated, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,3325,0,45, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Assoc-acdm, Separated, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
54, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7687,0,40, Ecuador, <=50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
24, Federal-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
53, State-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
30, Private, Assoc-acdm, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,45, India, <=50K
20, Private, 11th, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
28, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
54, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
43, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,3325,0,40, United-States, >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
30, Private, HS-grad, Never-married, Tech-support, Husband, White, Male,0,0,60, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,44, United-States, <=50K
41, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, Trinadad&Tobago, >50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,50, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Philippines, <=50K
41, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Female,7687,0,40, United-States, <=50K
44, Private, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,4387,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Vietnam, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Local-gov, Bachelors, Never-married, Machine-op-inspct, Wife, White, Male,0,0,60, United-States, <=50K
33, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,2873,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, Cambodia, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,80, United-States, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
85, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, Bachelors, Widowed, Tech-support, Not-in-family, Black, Female,4948,0,40, United-States, <=50K
40, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,25, Iran, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
56, Local-gov, 10th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,20, United-States, <=50K
49, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K
