25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,14083,0,50, Dominican-Republic, >50K
33, Private, Some-college, Married-spouse-absent, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,35, Ecuador, <=50K
42, Private, Preschool, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,1989,60, South, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, Laos, >50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, >50K
22, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
31, Private, 12th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Ecuador, <=50K
25, Private, Assoc-acdm, Never-married, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,45, Yugoslavia, <=50K
28, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
65, Federal-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,50, Ecuador, >50K
23, Private, 10th, Never-married, Transport-moving, Not-in-family, White, Female,0,0,30, Cuba, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
26, Private, Assoc-acdm, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Hungary, <=50K
24, Private, HS-grad, Never-married, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
35, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, >50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Haiti, >50K
46, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, Iran, <=50K
30, Private, Masters, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,3395,0,60, Ecuador, <=50K
46, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,35, United-States, <=50K
38, State-gov, Masters, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Germany, <=50K
28, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, Poland, <=50K
33, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Vietnam, <=50K
28, State-gov, HS-grad, Never-married, Handlers-cleaners, Husband, Black, Male,0,0,35, Vietnam, <=50K
29, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
64, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,25, Ireland, <=50K
19, Local-gov, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Jamaica, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,60, Cambodia, <=50K
35, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Hong, >50K
46, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Dominican-Republic, <=50K
31, Private, Bachelors, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, Iran, <=50K
25, Federal-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,4064,0,38, Scotland, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1977,40, Thailand, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
47, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Italy, <=50K
27, Private, Assoc-voc, Never-married, Craft-repair, Own-child, Black, Female,0,0,45, Japan, <=50K
29, State-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,49, Yugoslavia, <=50K
43, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Japan, <=50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Peru, >50K
20, Private, 10th, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
37, Private, 12th, Divorced, Exec-managerial, Wife, White, Female,0,0,40, Taiwan, <=50K
20, Federal-gov, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,15, Thailand, <=50K
20, Local-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,3682,0,50, Dominican-Republic, <=50K
37, State-gov, 10th, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Yugoslavia, <=50K
19, Private, Some-college, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,18, England, <=50K
41, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
36, Private, HS-grad, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, Haiti, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Japan, >50K
46, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Japan, >50K
27, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Portugal, <=50K
33, Private, Some-college, Never-married, Transport-moving, Husband, Black, Male,0,0,44, Italy, <=50K
44, Local-gov, 5th-6th, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, Honduras, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,30, Canada, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,72, Italy, >50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,25, Canada, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Husband, Black, Male,5013,0,40, Greece, >50K
45, Self-emp-not-inc, 10th, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Columbia, >50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, China, >50K
27, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,50, Guatemala, >50K
43, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
56, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Columbia, <=50K
60, Private, HS-grad, Divorced, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,0,20, Italy, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
61, Private, 10th, Separated, Other-service, Not-in-family, Other, Male,0,0,45, China, <=50K
66, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
26, Local-gov, 10th, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, Portugal, <=50K
47, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,50, Yugoslavia, <=50K
28, Local-gov, Doctorate, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,2243,50, Italy, <=50K
27, Federal-gov, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, India, <=50K
21, Private, 11th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Japan, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
23, Private, HS-grad, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,27, Ireland, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Taiwan, <=50K
34, Self-emp-inc, 11th, Never-married, Exec-managerial, Husband, White, Male,0,0,70, England, >50K
56, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
33, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,38, Yugoslavia, <=50K
62, Private, 9th, Separated, Other-service, Not-in-family, Black, Female,0,0,20, Yugoslavia, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Cambodia, >50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,45, Columbia, <=50K
25, Federal-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
38, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,3059,0,36, Canada, <=50K
63, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,18, Yugoslavia, <=50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Mexico, >50K
48, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Trinadad&Tobago, >50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Trinadad&Tobago, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,35, Taiwan, >50K
63, Self-emp-not-inc, Prof-school, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Taiwan, >50K
64, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, Haiti, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Greece, >50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Portugal, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,3117,0,45, Philippines, >50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
31, Private, 11th, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,1671,50, Vietnam, >50K
33, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,99999,0,35, Ecuador, >50K
39, Private, Masters, Divorced, Sales, Unmarried, Black, Male,0,0,45, United-States, <=50K
53, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Cambodia, >50K
38, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,10514,0,45, Columbia, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1977,40, Columbia, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,0,54, Hong, >50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, >50K
32, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Laos, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,1887,50, Ecuador, >50K
36, Private, HS-grad, Married-spouse-absent, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,48, El-Salvador, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
60, Private, 7th-8th, Widowed, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
52, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,50, Poland, >50K
23, Private, Bachelors, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,40, Portugal, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,1977,45, Yugoslavia, >50K
41, State-gov, Some-college, Married-spouse-absent, Sales, Not-in-family, Black, Female,0,0,45, Ireland, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,50, Columbia, >50K
33, Local-gov, Some-college, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Cambodia, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, Ireland, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,1887,40, Cambodia, >50K
17, Private, 10th, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, England, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Male,6958,0,40, Puerto-Rico, >50K
22, Private, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,8, Puerto-Rico, <=50K
50, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,45, India, >50K
33, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,50, Philippines, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, France, <=50K
27, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, China, >50K
23, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,8, Italy, >50K
63, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Laos, >50K
35, Federal-gov, 1st-4th, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Mexico, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,8, Canada, <=50K
35, Private, 10th, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
19, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,30, Trinadad&Tobago, <=50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,50, Germany, <=50K
64, Private, 5th-6th, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,17, Poland, <=50K
40, Self-emp-inc, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, France, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Columbia, >50K
34, Federal-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,65, Hong, >50K
44, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
34, Private, HS-grad, Divorced, Sales, Own-child, Other, Male,0,1594,45, United-States, <=50K
32, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Dominican-Republic, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,77, England, >50K
46, Private, 10th, Married-civ-spouse, Exec-managerial, Other-relative, Black, Female,0,0,45, El-Salvador, <=50K
22, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Other, Female,0,0,40, Peru, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,7298,0,35, Canada, <=50K
18, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,3, France, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, Japan, >50K
27, Self-emp-not-inc, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,2352,45, Honduras, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,15024,0,50, Greece, >50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,25, Guatemala, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
40, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,2415,70, Scotland, >50K
23, Private, Some-college, Never-married, Priv-house-serv, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
34, Private, Some-college, Never-married, Other-service, Unmarried, Other, Female,0,0,40, Japan, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Canada, >50K
22, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Female,0,0,35, India, <=50K
33, Private, 12th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
20, Private, Assoc-voc, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
25, Private, Masters, Never-married, Sales, Not-in-family, Black, Male,3325,0,40, Laos, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, South, <=50K
43, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Portugal, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1887,40, Hong, >50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
22, Private, Prof-school, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,54, Laos, <=50K
17, Private, 10th, Never-married, Craft-repair, Own-child, White, Female,0,0,17, Cuba, <=50K
46, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,65, Hungary, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,38, Scotland, <=50K
38, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Portugal, <=50K
45, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Italy, <=50K
23, Self-emp-inc, HS-grad, Never-married, Tech-support, Own-child, Other, Female,0,0,31, Poland, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, >50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
60, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Black, Male,15024,0,18, Canada, >50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, >50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Laos, >50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hungary, >50K
64, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,24, Puerto-Rico, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
30, Private, 5th-6th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
55, Self-emp-not-inc, Some-college, Separated, Exec-managerial, Not-in-family, White, Male,0,0,82, Thailand, <=50K
37, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Honduras, <=50K
44, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
53, Local-gov, Some-college, Widowed, Sales, Not-in-family, Black, Female,0,0,35, Yugoslavia, <=50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
42, Private, 12th, Never-married, Craft-repair, Unmarried, White, Male,0,0,50, China, <=50K
25, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,45, Iran, >50K
28, Private, Assoc-acdm, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,35, Hong, <=50K
47, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,70, Mexico, >50K
21, Private, 5th-6th, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
41, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,45, France, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, South, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Peru, <=50K
53, Private, Masters, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,45, Taiwan, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, >50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,50, Italy, >50K
36, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,13579,0,35, Philippines, >50K
44, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,1883,44, Peru, <=50K
34, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Yugoslavia, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
23, Private, Some-college, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1977,54, Ecuador, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,15, Trinadad&Tobago, <=50K
18, Private, 10th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,18, Yugoslavia, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,60, Nicaragua, <=50K
41, Private, Bachelors, Never-married, Craft-repair, Unmarried, Other, Male,0,0,40, Italy, <=50K
30, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
43, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,43, Honduras, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, Iran, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,40, Thailand, <=50K
37, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,65, Cambodia, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,25, Thailand, <=50K
45, Private, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,7687,0,50, Germany, >50K
38, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
28, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,50, Thailand, >50K
24, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Female,4688,0,40, Ecuador, <=50K
26, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
29, Private, Prof-school, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
76, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, Japan, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, >50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,17, Ireland, <=50K
31, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Japan, >50K
37, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, Haiti, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, South, >50K
40, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,50, Trinadad&Tobago, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, Nicaragua, <=50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,50, England, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,5695,0,40, Mexico, >50K
31, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,60, United-States, >50K
39, Private, Prof-school, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, Mexico, <=50K
25, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,48, Ireland, <=50K
43, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,4392,0,50, South, <=50K
53, Self-emp-not-inc, Bachelors, Married-spouse-absent, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,20, Taiwan, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
20, Private, 5th-6th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,25, El-Salvador, <=50K
47, Private, Masters, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,50, Haiti, >50K
36, Private, Bachelors, Divorced, Tech-support, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
69, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,20, Nicaragua, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, Taiwan, <=50K
24, Private, Assoc-acdm, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
