56, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Puerto-Rico, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Puerto-Rico, >50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,2170,0,40, Mexico, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
43, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
44, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States, >50K
35, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Never-married, Sales, Unmarried, Black, Male,0,0,70, United-States, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,3899,0,40, United-States, <=50K
56, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
51, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,42, United-States, >50K
35, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
51, Self-emp-inc, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,41, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, United-States, <=50K
53, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Self-emp-inc, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,20, United-States, <=50K
48, Private, Some-college, Widowed, Sales, Wife, White, Female,0,0,32, United-States, <=50K
49, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, >50K
27, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,43, United-States, <=50K
36, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
32, Local-gov, 12th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,30, Italy, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,48, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,15024,0,50, United-States, >50K
26, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
47, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
68, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,24, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Mexico, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
62, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, >50K
51, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
42, Private, Bachelors, Separated, Farming-fishing, Not-in-family, White, Male,0,0,40, Germany, >50K
36, State-gov, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
70, State-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, Cambodia, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Germany, >50K
47, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,10, United-States, <=50K
27, Private, Assoc-voc, Separated, Craft-repair, Unmarried, Black, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
31, State-gov, Some-college, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
32, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,60, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Bachelors, Never-married, Prof-specialty, Wife, Other, Female,0,0,35, United-States, <=50K
59, Private, 7th-8th, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, Nicaragua, <=50K
26, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2087,45, Hungary, >50K
31, Private, Some-college, Never-married, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,26099,0,50, United-States, >50K
90, Private, HS-grad, Widowed, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, France, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,52, United-States, >50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,47, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
24, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,65, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Mexico, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
61, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
46, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, England, >50K
41, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,48, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,16, Columbia, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,45, Taiwan, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,1887,15, United-States, <=50K
23, Private, HS-grad, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,0,0,25, United-States, <=50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
42, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1982,70, United-States, <=50K
25, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, >50K
63, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
30, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,54, United-States, <=50K
46, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,37, United-States, <=50K
56, Private, HS-grad, Widowed, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7167,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,47, United-States, <=50K
44, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, 7th-8th, Widowed, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,2238,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
46, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Farming-fishing, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
61, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
69, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,10, United-States, <=50K
52, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
73, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
32, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,54, Poland, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,42, United-States, >50K
32, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,40, United-States, >50K
46, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,50, United-States, <=50K
65, Self-emp-not-inc, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, >50K
27, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
40, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
30, Private, Some-college, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
69, Self-emp-not-inc, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,25, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
58, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
47, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, United-States, <=50K
78, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,15024,0,45, United-States, >50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,50, United-States, <=50K
71, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, Greece, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,2444,0,40, United-States, <=50K
42, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
28, State-gov, HS-grad, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,7687,0,50, United-States, >50K
69, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States, >50K
22, State-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
90, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,18297,0,60, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,1902,40, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, >50K
37, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, Japan, >50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
59, State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
34, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, <=50K
51, Private, Some-college, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
54, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States, <=50K
39, Private, Some-college, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
38, Self-emp-not-inc, 11th, Divorced, Other-service, Unmarried, White, Female,0,0,32, United-States, >50K
49, Self-emp-inc, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Female,0,2421,69, United-States, >50K
31, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,85, United-States, <=50K
29, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,52, United-States, <=50K
26, Private, Assoc-voc, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,1887,77, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,2703,0,40, United-States, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States, <=50K
55, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,1984,40, United-States, <=50K
30, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,48, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
67, Self-emp-not-inc, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Male,0,0,35, United-States, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
19, Local-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, England, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Male,0,0,27, United-States, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
45, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,38, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Yugoslavia, >50K
46, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,24, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,3741,0,40, United-States, <=50K
57, Local-gov, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,99999,0,40, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
49, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
71, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
44, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,13550,0,40, United-States, >50K
45, Federal-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,3112,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,25, United-States, <=50K
49, Private, HS-grad, Widowed, Other-service, Unmarried, White, Male,0,0,54, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,60, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Nicaragua, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1977,50, Philippines, >50K
63, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,3325,0,50, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, Poland, <=50K
22, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, <=50K
66, Private, 10th, Divorced, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
34, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, >50K
33, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, State-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,30, Mexico, <=50K
48, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
53, Private, 7th-8th, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,3168,0,40, United-States, >50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1892,40, United-States, >50K
47, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, >50K
