56, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Cuba, >50K
52, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,14083,0,16, Haiti, >50K
43, Private, Doctorate, Never-married, Prof-specialty, Husband, Black, Male,0,0,45, Guatemala, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
39, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,15024,0,30, Honduras, >50K
32, Private, Some-college, Never-married, Craft-repair, Husband, Black, Female,0,0,35, El-Salvador, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Male,7298,0,50, United-States, >50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, Italy, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,13707,0,40, Yugoslavia, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, China, <=50K
38, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, France, <=50K
32, Private, 10th, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, China, <=50K
44, Private, Some-college, Never-married, Tech-support, Husband, White, Male,0,1977,35, Honduras, >50K
28, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Poland, >50K
50, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
43, Self-emp-inc, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,48, United-States, >50K
70, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Poland, >50K
35, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Honduras, <=50K
33, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,50, El-Salvador, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,60, Italy, <=50K
30, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, Scotland, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, Ecuador, >50K
19, Private, Bachelors, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Greece, <=50K
75, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
23, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,35, Japan, <=50K
36, Self-emp-inc, 1st-4th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,45, Columbia, <=50K
24, Private, Masters, Never-married, Other-service, Own-child, Black, Male,0,0,35, Japan, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Cuba, <=50K
27, Private, 1st-4th, Married-civ-spouse, Protective-serv, Unmarried, White, Male,5178,0,60, Ecuador, <=50K
25, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,25, India, <=50K
42, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, India, >50K
23, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, Columbia, <=50K
57, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,37, Portugal, >50K
28, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Female,15024,0,25, Japan, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,70, India, <=50K
58, Federal-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,40, Vietnam, >50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, Canada, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
31, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Iran, <=50K
26, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,40, Iran, <=50K
48, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, Vietnam, <=50K
48, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, Ireland, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Cuba, <=50K
22, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
31, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1943,35, Taiwan, >50K
53, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
43, Private, 12th, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, India, <=50K
36, Private, 9th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
31, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Nicaragua, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, Honduras, <=50K
52, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
56, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Female,0,0,38, Haiti, <=50K
61, Local-gov, 7th-8th, Widowed, Sales, Unmarried, White, Female,0,0,20, Scotland, <=50K
30, Private, HS-grad, Never-married, Other-service, Husband, Black, Female,0,0,40, South, <=50K
28, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Nicaragua, <=50K
33, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,48, Canada, >50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, Mexico, <=50K
34, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, Canada, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,25, Taiwan, <=50K
28, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, Ireland, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Peru, >50K
30, Private, Prof-school, Never-married, Tech-support, Husband, White, Male,0,0,40, Yugoslavia, <=50K
52, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,65, Honduras, <=50K
56, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,35, Yugoslavia, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Cuba, <=50K
21, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Italy, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Vietnam, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, Iran, <=50K
55, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,25, Hong, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,60, Dominican-Republic, <=50K
32, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,15024,0,50, Germany, >50K
48, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, Nicaragua, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, England, <=50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,25, Japan, <=50K
38, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,35, United-States, <=50K
24, Private, 12th, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Canada, <=50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7298,0,40, Puerto-Rico, <=50K
22, Private, Masters, Never-married, Craft-repair, Own-child, White, Female,0,0,35, Scotland, <=50K
40, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Ecuador, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, Thailand, >50K
49, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,70, Jamaica, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,99999,0,65, Poland, >50K
57, State-gov, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,35, Japan, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Trinadad&Tobago, <=50K
54, State-gov, Some-college, Separated, Craft-repair, Husband, Black, Male,0,0,40, Columbia, >50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, India, >50K
44, Private, Masters, Never-married, Prof-specialty, Husband, White, Female,0,0,40, Guatemala, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Hungary, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,24, Cambodia, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Priv-house-serv, Not-in-family, Black, Male,0,0,40, Vietnam, <=50K
68, Self-emp-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Iran, <=50K
19, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Iran, <=50K
35, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,65, Philippines, <=50K
32, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,80, Laos, >50K
38, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,4105,0,40, Haiti, <=50K
19, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,30, Cuba, <=50K
35, Private, Some-college, Never-married, Sales, Husband, White, Female,0,0,40, Ecuador, >50K
28, Private, 12th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,54, Italy, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,65, Puerto-Rico, >50K
29, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,80, Scotland, >50K
32, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
26, Federal-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,45, South, <=50K
57, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, Greece, <=50K
66, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,25, Poland, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Other, Male,0,0,40, France, >50K
40, Private, Bachelors, Separated, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
49, Private, Doctorate, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,39, Hong, <=50K
41, Private, HS-grad, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,24, El-Salvador, <=50K
25, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,45, Laos, <=50K
27, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,45, Laos, <=50K
45, Self-emp-not-inc, Prof-school, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
28, Private, 1st-4th, Never-married, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
38, Local-gov, Some-college, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, White, Male,0,0,40, Germany, >50K
20, Private, Some-college, Separated, Adm-clerical, Own-child, White, Male,0,0,38, Nicaragua, <=50K
56, Private, Bachelors, Widowed, Protective-serv, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
21, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
57, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,60, Italy, >50K
47, Local-gov, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, Greece, <=50K
47, Private, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,55, Iran, >50K
29, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,50, Yugoslavia, <=50K
52, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,20, Thailand, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, China, <=50K
30, Private, Masters, Divorced, Adm-clerical, Husband, White, Male,0,0,40, India, <=50K
29, Private, Masters, Never-married, Adm-clerical, Wife, Black, Male,0,0,40, Germany, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Hong, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2278,50, Dominican-Republic, >50K
23, Local-gov, 9th, Never-married, Sales, Other-relative, White, Female,0,0,40, Yugoslavia, <=50K
52, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, China, <=50K
45, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2008,70, Hong, >50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,50, Peru, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Jamaica, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, France, <=50K
26, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Male,0,0,38, Hong, <=50K
46, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,40, Taiwan, >50K
40, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,45, Yugoslavia, >50K
36, Private, 10th, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,40, Germany, <=50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, >50K
45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, Thailand, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1973,40, Cambodia, >50K
32, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,45, El-Salvador, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,35, El-Salvador, <=50K
40, Private, 10th, Divorced, Adm-clerical, Unmarried, White, Male,0,1848,40, Nicaragua, >50K
36, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,50, Peru, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,35, Peru, <=50K
34, Private, HS-grad, Widowed, Exec-managerial, Husband, Black, Male,0,0,40, China, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,60, Greece, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,35, Yugoslavia, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,40, Philippines, >50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, Guatemala, <=50K
22, Private, Some-college, Married-civ-spouse, Sales, Own-child, Other, Female,0,0,25, Portugal, <=50K
46, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,2, Peru, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, Yugoslavia, <=50K
63, Private, Masters, Divorced, Sales, Husband, White, Female,0,0,40, Vietnam, >50K
36, Private, Doctorate, Married-civ-spouse, Transport-moving, Own-child, White, Male,15024,0,84, Nicaragua, <=50K
20, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, Jamaica, <=50K
40, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Haiti, <=50K
31, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Peru, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, Ireland, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, China, <=50K
38, Private, Masters, Divorced, Other-service, Husband, White, Female,0,0,40, Vietnam, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Ireland, <=50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2252,40, Hungary, >50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Cuba, >50K
59, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,50, Thailand, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, Jamaica, <=50K
22, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Male,0,0,40, Nicaragua, <=50K
38, Private, Some-college, Never-married, Exec-managerial, Husband, White, Female,0,0,42, Hungary, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, South, >50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Italy, >50K
36, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,38, Iran, <=50K
44, Private, HS-grad, Divorced, Protective-serv, Wife, White, Female,5117,0,40, Yugoslavia, <=50K
45, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, Thailand, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,30, India, <=50K
39, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, India, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Hong, <=50K
41, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,7298,0,35, Ecuador, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,25, Iran, <=50K
23, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Iran, <=50K
42, Without-pay, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,4468,0,50, Poland, >50K
37, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Poland, <=50K
59, State-gov, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,30, Columbia, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,20, Cambodia, <=50K
24, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,20, China, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,25, England, <=50K
21, Private, Masters, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Nicaragua, <=50K
49, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,5013,0,54, India, >50K
31, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Columbia, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Honduras, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,34, Peru, <=50K
45, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,35, Puerto-Rico, <=50K
53, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Male,99999,0,55, Poland, >50K
65, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,4324,0,40, Hong, >50K
41, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male,7293,0,45, Jamaica, >50K
33, Private, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,45, Iran, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, Yugoslavia, <=50K
30, Local-gov, HS-grad, Separated, Other-service, Own-child, White, Female,0,0,40, Guatemala, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,30, Germany, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,7687,0,45, Scotland, <=50K
42, Private, HS-grad, Divorced, Tech-support, Other-relative, Black, Male,0,0,35, Germany, <=50K
27, Private, 12th, Separated, Prof-specialty, Not-in-family, White, Male,0,0,35, Canada, <=50K
18, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, Poland, <=50K
21, Without-pay, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,50, Philippines, <=50K
70, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,35, Thailand, <=50K
35, Local-gov, Assoc-voc, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
45, Local-gov, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, >50K
30, Private, Prof-school, Married-civ-spouse, Prof-specialty, Own-child, White, Female,7298,0,40, Nicaragua, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Scotland, <=50K
48, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, Germany, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Dominican-Republic, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Peru, <=50K
41, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,3443,0,40, Poland, >50K
44, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7687,0,54, Cambodia, >50K
27, Private, Some-college, Never-married, Exec-managerial, Husband, White, Female,0,0,35, El-Salvador, >50K
38, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Female,4992,0,40, United-States, >50K
60, Self-emp-inc, Some-college, Widowed, Exec-managerial, Husband, White, Male,0,0,60, Greece, >50K
22, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, France, <=50K
28, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Cuba, <=50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,45, Guatemala, <=50K
27, Private, HS-grad, Divorced, Other-service, Own-child, Black, Female,0,0,25, Mexico, <=50K
19, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,25, India, <=50K
32, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
32, Private, Bachelors, Never-married, Adm-clerical, Wife, White, Female,0,0,40, Philippines, <=50K
24, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, Hungary, <=50K
38, Local-gov, Some-college, Separated, Craft-repair, Husband, Other, Male,0,0,40, Dominican-Republic, <=50K
23, Private, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ireland, >50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, Puerto-Rico, >50K
61, Private, HS-grad, Divorced, Prof-specialty, Husband, Black, Female,0,0,40, Poland, <=50K
66, Private, Bachelors, Divorced, Tech-support, Not-in-family, White, Female,2330,0,20, Hong, >50K
28, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,35, Yugoslavia, <=50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,43, Ireland, >50K
27, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,3017,0,40, Haiti, <=50K
58, Without-pay, Bachelors, Divorced, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
41, Private, HS-grad, Divorced, Exec-managerial, Husband, Black, Female,0,0,40, Poland, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7687,0,48, Cambodia, >50K
29, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Vietnam, <=50K
21, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, Laos, <=50K
44, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,60, Haiti, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,38, India, <=50K
56, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Iran, >50K
36, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,35, El-Salvador, <=50K
27, Federal-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, France, <=50K
55, Private, Some-college, Divorced, Handlers-cleaners, Husband, White, Male,4423,0,54, El-Salvador, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
