50, Private, Bachelors, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,1899,46, United-States, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, United-States, <=50K
38, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, 5th-6th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,50, Mexico, <=50K
59, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,60, United-States, >50K
68, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,99999,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
37, Private, Masters, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,70, United-States, >50K
52, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, >50K
18, State-gov, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
61, Local-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, >50K
42, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Male,0,0,25, United-States, <=50K
72, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, >50K
36, Private, 7th-8th, Divorced, Sales, Not-in-family, Black, Male,0,0,37, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
20, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
25, Private, Assoc-voc, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, 1st-4th, Never-married, Adm-clerical, Wife, White, Female,0,0,25, United-States, <=50K
51, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,50, Philippines, <=50K
35, Private, 11th, Never-married, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1720,40, United-States, >50K
35, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
60, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, Mexico, <=50K
45, Self-emp-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
62, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,32, United-States, >50K
33, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, 10th, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,11, United-States, <=50K
30, State-gov, Assoc-acdm, Divorced, Adm-clerical, Wife, White, Female,0,0,35, United-States, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, >50K
43, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, >50K
32, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Federal-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, India, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,50, United-States, <=50K
51, Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
28, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,50, United-States, >50K
19, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, United-States, <=50K
52, Private, Bachelors, Widowed, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,60, United-States, <=50K
61, Self-emp-not-inc, Bachelors, Separated, Prof-specialty, Wife, White, Female,99999,0,40, United-States, >50K
52, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,50, United-States, >50K
32, Private, Some-college, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1733,40, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
29, Private, Some-college, Separated, Prof-specialty, Wife, White, Male,0,2262,40, United-States, >50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
38, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,54, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
45, Local-gov, Masters, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,70, United-States, >50K
48, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
30, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
20, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
40, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
26, State-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,60, United-States, <=50K
47, Federal-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, >50K
32, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, 7th-8th, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
24, Private, 10th, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Widowed, Prof-specialty, Wife, Black, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
67, Self-emp-not-inc, 7th-8th, Widowed, Sales, Not-in-family, Black, Female,0,0,9, United-States, <=50K
54, Private, 9th, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,10, United-States, <=50K
49, Private, Doctorate, Separated, Adm-clerical, Other-relative, White, Female,0,0,45, United-States, <=50K
28, Private, HS-grad, Divorced, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, >50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Masters, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, State-gov, HS-grad, Separated, Prof-specialty, Wife, Black, Male,0,1607,40, United-States, <=50K
57, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
56, Private, Some-college, Separated, Other-service, Not-in-family, Black, Male,0,0,60, United-States, <=50K
52, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Self-emp-inc, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, 10th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
57, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
59, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,50, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
42, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,10, United-States, <=50K
17, Private, 9th, Never-married, Sales, Own-child, White, Male,0,0,19, United-States, <=50K
64, State-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,12, United-States, <=50K
21, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,40, Mexico, <=50K
35, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,25, United-States, <=50K
58, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Masters, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,50, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,7298,0,50, United-States, >50K
20, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1899,40, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
39, State-gov, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,48, Mexico, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
17, Private, 10th, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Divorced, Sales, Own-child, White, Female,0,0,50, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Tech-support, Own-child, White, Female,0,0,15, United-States, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,72, United-States, <=50K
42, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1976,80, Cuba, >50K
44, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
28, Private, HS-grad, Divorced, Farming-fishing, Wife, White, Male,0,0,60, United-States, <=50K
73, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,4908,0,20, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
48, Local-gov, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
54, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,8, United-States, <=50K
38, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
46, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,4638,0,40, United-States, <=50K
36, Private, Masters, Never-married, Prof-specialty, Wife, White, Female,0,0,32, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
48, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Divorced, Other-service, Wife, Black, Female,0,0,30, United-States, <=50K
67, Local-gov, Assoc-voc, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,20, Puerto-Rico, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
27, Private, Assoc-acdm, Never-married, Prof-specialty, Wife, White, Male,0,0,25, Cambodia, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,32, United-States, >50K
47, Private, 10th, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Separated, Protective-serv, Not-in-family, White, Female,0,1902,40, United-States, <=50K
44, Local-gov, Some-college, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
29, Federal-gov, 7th-8th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
20, Private, Assoc-voc, Divorced, Other-service, Own-child, White, Male,0,0,30, Portugal, <=50K
51, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, White, Female,3311,0,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-spouse-absent, Prof-specialty, Husband, White, Male,7298,0,54, Puerto-Rico, >50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
17, Private, 12th, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,18, United-States, <=50K
62, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, India, <=50K
44, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,18, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
43, State-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
49, Local-gov, HS-grad, Separated, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,10, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,1641,44, United-States, >50K
50, Self-emp-not-inc, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
52, Private, 7th-8th, Divorced, Protective-serv, Wife, White, Female,0,0,35, United-States, <=50K
33, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,30, Haiti, <=50K
45, Self-emp-not-inc, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,1845,75, United-States, <=50K
51, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,98,0,50, United-States, <=50K
43, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,1739,40, United-States, <=50K
38, Private, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Assoc-voc, Divorced, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
26, Private, 11th, Never-married, Adm-clerical, Husband, Other, Male,0,1985,50, United-States, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,19, United-States, <=50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,45, United-States, <=50K
41, Self-emp-inc, Some-college, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
59, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
58, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15024,0,40, United-States, >50K
20, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,20, Italy, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,70, United-States, >50K
64, Private, 7th-8th, Widowed, Craft-repair, Wife, Black, Female,0,0,5, United-States, <=50K
24, Private, Assoc-voc, Never-married, Adm-clerical, Husband, White, Male,0,0,54, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,5178,0,50, United-States, <=50K
29, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1902,45, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
34, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1647,40, United-States, >50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,88, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, Other, Female,0,1413,40, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,5221,0,24, United-States, >50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
53, Federal-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Mexico, <=50K
40, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, >50K
30, Private, Masters, Never-married, Prof-specialty, Not-in-family, Black, Male,7687,0,45, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,39, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,44, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
22, Local-gov, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Other-service, Wife, Other, Female,0,0,20, Mexico, <=50K
45, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
52, Private, HS-grad, Divorced, Sales, Wife, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,54, United-States, >50K
50, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
52, Private, Some-college, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Poland, <=50K
51, Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,75, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,2378,40, United-States, <=50K
