44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, United-States, >50K
21, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,35, Portugal, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,40, United-States, <=50K
29, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,35, United-States, >50K
41, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
27, Private, HS-grad, Married-spouse-absent, Other-service, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,70, United-States, <=50K
46, Private, Assoc-voc, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,1640,54, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,54, United-States, <=50K
39, Local-gov, Bachelors, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Masters, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
65, Private, Bachelors, Widowed, Other-service, Wife, White, Female,0,0,40, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,7687,0,40, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
32, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
38, Federal-gov, Some-college, Divorced, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
27, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
67, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
56, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
50, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
43, Self-emp-inc, 10th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Self-emp-inc, 10th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,25, Mexico, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
19, Private, HS-grad, Separated, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
68, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,60, Poland, <=50K
66, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
27, Private, HS-grad, Separated, Tech-support, Own-child, Black, Female,0,0,35, United-States, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Unmarried, Black, Male,0,0,80, United-States, <=50K
46, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,36, United-States, <=50K
70, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, >50K
52, Federal-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
41, Local-gov, Assoc-voc, Widowed, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
25, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,5178,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, >50K
48, Self-emp-not-inc, Some-college, Married-spouse-absent, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,20, United-States, <=50K
40, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,60, Guatemala, <=50K
21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,45, Philippines, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
22, Private, HS-grad, Separated, Handlers-cleaners, Unmarried, White, Female,0,0,35, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,37, United-States, <=50K
38, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,1772,0,50, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
63, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Some-college, Separated, Tech-support, Own-child, White, Male,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
45, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,7687,0,50, United-States, >50K
36, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Philippines, <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
51, Private, 5th-6th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private, Assoc-acdm, Divorced, Other-service, Unmarried, Black, Female,0,0,62, United-States, <=50K
64, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
34, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
28, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Assoc-voc, Married-spouse-absent, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
24, Private, Some-college, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
38, Federal-gov, Bachelors, Married-spouse-absent, Exec-managerial, Wife, White, Female,0,0,45, United-States, >50K
30, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,35, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
67, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,32, United-States, <=50K
43, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Male,0,1977,60, United-States, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,4742,0,60, United-States, >50K
40, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
62, Federal-gov, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, India, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
59, Private, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,3135,0,40, United-States, <=50K
25, Private, 11th, Divorced, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, Canada, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Mexico, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
42, Private, Masters, Never-married, Machine-op-inspct, Unmarried, Other, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,35, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
49, Private, Masters, Divorced, Adm-clerical, Own-child, White, Female,0,1677,40, United-States, <=50K
50, Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,54, United-States, <=50K
42, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,46, United-States, <=50K
36, Private, HS-grad, Never-married, Transport-moving, Unmarried, Black, Female,0,0,35, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Divorced, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
48, Private, Masters, Divorced, Craft-repair, Not-in-family, White, Female,0,1740,40, United-States, <=50K
41, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
19, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,35, United-States, >50K
26, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,45, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,37, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Separated, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,2397,45, United-States, >50K
24, Private, HS-grad, Widowed, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, United-States, >50K
40, Local-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,4065,0,40, United-States, <=50K
50, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
26, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,79, United-States, <=50K
74, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
39, State-gov, Prof-school, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,35, United-States, <=50K
57, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
68, Self-emp-not-inc, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,54, United-States, <=50K
32, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,78, United-States, <=50K
43, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
44, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, >50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
31, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
71, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,12, United-States, <=50K
39, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Female,2633,0,35, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,515,0,25, United-States, <=50K
34, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
39, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
44, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, >50K
49, Private, 11th, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,7687,0,45, United-States, >50K
38, Self-emp-inc, Bachelors, Divorced, Tech-support, Own-child, White, Female,0,1849,40, United-States, <=50K
25, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,38, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,40, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,40, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
34, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
28, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
53, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,60, United-States, >50K
45, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
20, Private, 10th, Never-married, Exec-managerial, Other-relative, White, Female,0,0,35, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Divorced, Other-service, Own-child, Black, Female,0,0,25, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,65, United-States, >50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Tech-support, Unmarried, Other, Female,0,0,38, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
28, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, >50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1979,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,6184,0,40, United-States, >50K
28, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, China, >50K
58, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
59, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,83, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,18, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,40, United-States, >50K
55, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,65, United-States, >50K
56, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,35, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,99, United-States, <=50K
33, Private, Bachelors, Separated, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
66, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,2902,0,45, United-States, <=50K
63, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,10465,0,40, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,38, United-States, <=50K
53, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,54, United-States, <=50K
52, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
74, Self-emp-not-inc, 7th-8th, Widowed, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,54, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
75, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,15, Taiwan, >50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
34, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,2819,0,50, United-States, >50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,70, United-States, >50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,45, United-States, <=50K
49, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,30, Canada, >50K
33, Private, HS-grad, Separated, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
58, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,10, United-States, >50K
36, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Female,4398,0,40, United-States, <=50K
34, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,4854,0,40, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
45, Private, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,60, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, United-States, >50K
30, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
49, Local-gov, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,50, United-States, <=50K
