49, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,1902,48, Dominican-Republic, >50K
48, Self-emp-inc, Some-college, Divorced, Exec-managerial, Husband, Other, Female,0,1902,50, Portugal, >50K
21, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Female,0,0,35, Columbia, <=50K
30, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
26, Private, 12th, Divorced, Handlers-cleaners, Own-child, Black, Female,0,0,40, Trinadad&Tobago, <=50K
31, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Own-child, Other, Female,0,0,45, Mexico, <=50K
41, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,30, Thailand, <=50K
31, Private, Bachelors, Widowed, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,1959,40, Outlying-US(Guam-USVI-etc), >50K
34, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Trinadad&Tobago, >50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,65, India, <=50K
55, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Thailand, <=50K
44, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Other-relative, Black, Male,0,0,40, Italy, >50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Trinadad&Tobago, <=50K
61, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
90, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,0,0,40, Columbia, <=50K
63, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,35, Hungary, >50K
28, Private, Assoc-acdm, Divorced, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
23, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Canada, >50K
51, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,48, Columbia, <=50K
43, Private, Bachelors, Never-married, Exec-managerial, Husband, Black, Male,0,0,40, Italy, <=50K
37, Local-gov, Masters, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,50, Italy, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Other, Male,0,0,40, Haiti, <=50K
45, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Haiti, <=50K
37, Private, Masters, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,1977,40, Taiwan, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, Nicaragua, >50K
28, Private, 11th, Never-married, Sales, Husband, Other, Male,0,0,40, Columbia, <=50K
35, Self-emp-not-inc, 7th-8th, Divorced, Protective-serv, Husband, Black, Female,0,0,40, Thailand, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Husband, White, Female,3075,0,20, South, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,35, Ecuador, <=50K
60, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,10484,0,50, Poland, >50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,35, Dominican-Republic, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Other-relative, Other, Male,0,0,40, England, <=50K
44, Private, 1st-4th, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,40, Philippines, >50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,5101,0,40, France, <=50K
54, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Other-relative, White, Female,0,0,45, Mexico, <=50K
51, Private, HS-grad, Divorced, Sales, Wife, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
40, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, Trinadad&Tobago, >50K
36, Private, 7th-8th, Never-married, Exec-managerial, Husband, Other, Female,0,0,35, Columbia, <=50K
26, Private, Some-college, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,40, Taiwan, <=50K
22, Private, Some-college, Never-married, Craft-repair, Husband, Other, Female,0,0,50, Puerto-Rico, <=50K
32, Without-pay, Bachelors, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, Thailand, <=50K
45, Private, HS-grad, Divorced, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,1939,50, Iran, >50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, England, >50K
30, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,40, Nicaragua, <=50K
51, Self-emp-inc, 7th-8th, Widowed, Adm-clerical, Husband, White, Male,0,0,40, China, <=50K
38, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,15024,0,60, Italy, >50K
33, Private, Bachelors, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
51, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, England, <=50K
65, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,25, Ireland, <=50K
41, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,20, Vietnam, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,1977,54, Honduras, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,12, Dominican-Republic, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Philippines, >50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,35, Honduras, <=50K
23, Private, HS-grad, Widowed, Sales, Own-child, White, Female,0,0,40, Portugal, <=50K
44, Private, Bachelors, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
29, Private, Assoc-voc, Never-married, Other-service, Wife, White, Female,0,0,50, Jamaica, <=50K
39, Private, Some-college, Divorced, Craft-repair, Husband, Black, Female,0,0,60, Portugal, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,1902,37, South, >50K
18, Private, Bachelors, Divorced, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,48, Peru, >50K
43, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
64, Self-emp-inc, Some-college, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Iran, <=50K
70, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Other, Female,15024,0,70, Greece, >50K
54, Local-gov, Some-college, Widowed, Sales, Wife, Other, Female,0,0,21, Laos, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Philippines, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Canada, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Unmarried, Other, Female,0,0,20, China, <=50K
33, Private, Some-college, Divorced, Armed-Forces, Husband, Asian-Pac-Islander, Male,0,0,50, Guatemala, >50K
58, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, >50K
32, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,60, Laos, <=50K
49, Private, 9th, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, England, >50K
27, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,60, Canada, <=50K
51, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Vietnam, >50K
17, Private, 11th, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Yugoslavia, <=50K
47, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,60, Japan, >50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,44, Jamaica, >50K
22, Private, Bachelors, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,25, England, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
45, State-gov, Prof-school, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,60, India, <=50K
44, Local-gov, HS-grad, Separated, Transport-moving, Not-in-family, Other, Female,0,0,35, Scotland, <=50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
54, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
31, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,80, Haiti, <=50K
23, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,54, France, <=50K
42, Local-gov, 12th, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
30, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Japan, <=50K
59, Private, Bachelors, Widowed, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Female,0,0,20, Honduras, <=50K
33, Private, Masters, Divorced, Craft-repair, Wife, White, Female,0,1911,50, Greece, >50K
31, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,35, El-Salvador, <=50K
35, Private, Assoc-acdm, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,40, Ecuador, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,45, Iran, <=50K
59, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, Guatemala, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,30, Poland, <=50K
21, Local-gov, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,35, Philippines, <=50K
31, Private, Doctorate, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,3568,0,40, El-Salvador, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
28, Private, Prof-school, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,14589,0,40, Puerto-Rico, >50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Poland, >50K
18, Private, 11th, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, Ecuador, <=50K
42, Private, Some-college, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, >50K
33, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,50, Jamaica, <=50K
20, Private, 12th, Never-married, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,30, Ireland, <=50K
40, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, Black, Male,0,0,24, Trinadad&Tobago, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,13220,0,40, Japan, >50K
25, Private, 1st-4th, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,4488,0,50, Nicaragua, >50K
55, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,0,1899,45, Iran, <=50K
45, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1977,40, South, >50K
30, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
40, State-gov, HS-grad, Divorced, Machine-op-inspct, Own-child, Other, Male,0,0,38, England, <=50K
47, Private, HS-grad, Divorced, Tech-support, Not-in-family, Other, Male,0,0,50, Peru, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1976,35, United-States, >50K
27, Private, 10th, Never-married, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
30, Private, HS-grad, Never-married, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,50, Thailand, <=50K
35, Self-emp-inc, 10th, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,45, Laos, <=50K
48, Private, 12th, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,32, Cuba, <=50K
28, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,35, South, <=50K
34, State-gov, Bachelors, Divorced, Sales, Husband, Asian-Pac-Islander, Male,0,0,65, India, <=50K
35, Private, HS-grad, Separated, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,45, Ecuador, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,50, India, <=50K
33, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Other, Male,0,0,28, Greece, <=50K
41, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, Trinadad&Tobago, <=50K
46, Private, Bachelors, Divorced, Sales, Unmarried, White, Male,0,0,40, Haiti, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,35, Ireland, <=50K
28, Federal-gov, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Thailand, >50K
55, Self-emp-inc, 10th, Married-civ-spouse, Prof-specialty, Other-relative, Other, Male,0,1887,60, South, >50K
29, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
38, Private, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, >50K
40, Private, Bachelors, Never-married, Craft-repair, Husband, Black, Female,0,0,48, Puerto-Rico, <=50K
41, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Hong, <=50K
44, Private, Assoc-acdm, Divorced, Sales, Husband, Other, Male,0,1974,50, Hong, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Philippines, >50K
30, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,25, Honduras, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
26, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Germany, >50K
33, Private, 5th-6th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
23, Private, HS-grad, Never-married, Other-service, Other-relative, White, Female,0,0,30, Mexico, <=50K
68, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, India, >50K
32, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,45, Thailand, <=50K
46, Private, 10th, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, Thailand, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,10, Outlying-US(Guam-USVI-etc), <=50K
29, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Amer-Indian-Eskimo, Female,0,0,50, Taiwan, <=50K
53, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,1948,40, France, >50K
35, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,1977,40, Thailand, >50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, Dominican-Republic, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,15, Peru, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,8, Ireland, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Nicaragua, <=50K
67, Private, HS-grad, Widowed, Adm-clerical, Husband, Black, Female,0,0,30, Germany, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,40, Hong, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,80, France, <=50K
54, Private, Masters, Never-married, Prof-specialty, Husband, Black, Male,0,0,40, Trinadad&Tobago, <=50K
46, State-gov, Assoc-voc, Never-married, Exec-managerial, Husband, White, Female,7687,0,40, Haiti, >50K
46, Private, Assoc-acdm, Separated, Exec-managerial, Not-in-family, Black, Male,0,0,35, Portugal, <=50K
39, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,7824,0,40, Ireland, <=50K
68, Private, Bachelors, Separated, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, Vietnam, >50K
31, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,60, Taiwan, <=50K
25, Private, HS-grad, Separated, Craft-repair, Husband, White, Female,0,0,45, Dominican-Republic, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Portugal, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Cuba, >50K
21, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, India, <=50K
42, Private, Masters, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Laos, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,70, Philippines, >50K
70, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,2691,0,77, Taiwan, >50K
36, Private, 1st-4th, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,40, Laos, <=50K
57, Private, Bachelors, Never-married, Craft-repair, Husband, Other, Female,0,0,40, England, >50K
39, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,54, Mexico, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Portugal, <=50K
52, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
31, Private, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
64, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,16, Cuba, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
50, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Husband, White, Female,0,0,60, El-Salvador, <=50K
58, Local-gov, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,5, Outlying-US(Guam-USVI-etc), <=50K
33, Private, HS-grad, Widowed, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
50, Federal-gov, 9th, Separated, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,30, Scotland, <=50K
25, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
25, Local-gov, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
27, Private, Assoc-acdm, Divorced, Craft-repair, Husband, Other, Male,0,0,40, Dominican-Republic, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,40, Laos, >50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,45, Laos, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
58, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Germany, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Mexico, >50K
35, State-gov, Doctorate, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, India, >50K
53, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, Portugal, <=50K
40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,40, Dominican-Republic, >50K
45, Private, Masters, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, France, <=50K
70, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,20, Laos, >50K
26, State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,30, Hungary, <=50K
31, Private, HS-grad, Separated, Craft-repair, Own-child, White, Female,0,0,40, Canada, <=50K
61, State-gov, 5th-6th, Divorced, Craft-repair, Husband, White, Male,0,0,50, South, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,8, Greece, >50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, Poland, <=50K
40, Private, Masters, Divorced, Sales, Husband, White, Male,0,0,45, Iran, <=50K
19, Private, Some-college, Married-spouse-absent, Adm-clerical, Own-child, Black, Male,0,0,18, South, >50K
43, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Other, Male,0,0,40, China, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,30, Mexico, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,50, Vietnam, >50K
59, Federal-gov, Masters, Divorced, Protective-serv, Husband, White, Female,0,0,40, Ireland, <=50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,0,0,45, China, >50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, Taiwan, <=50K
20, Private, Bachelors, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,25, Philippines, <=50K
26, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,20, Thailand, >50K
46, Federal-gov, Bachelors, Never-married, Exec-managerial, Husband, White, Male,11524,0,50, Philippines, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Philippines, >50K
57, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, France, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Sales, Other-relative, Other, Female,0,0,50, Greece, <=50K
33, Private, Prof-school, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Hong, >50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,54, Scotland, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Ireland, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,45, Mexico, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Husband, Other, Male,0,0,40, Taiwan, <=50K
41, State-gov, Bachelors, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,15024,0,50, Ecuador, >50K
64, State-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,15, Ecuador, <=50K
41, Self-emp-not-inc, Assoc-voc, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,50, Iran, <=50K
25, Local-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,0,40, Mexico, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,15024,0,57, Outlying-US(Guam-USVI-etc), <=50K
19, Private, 11th, Never-married, Sales, Own-child, Other, Female,0,0,25, Columbia, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,20, Cambodia, <=50K
28, State-gov, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,38, India, <=50K
34, Private, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Dominican-Republic, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,40, France, <=50K
21, Federal-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
57, Private, Some-college, Separated, Sales, Not-in-family, Black, Male,0,0,40, Vietnam, >50K
41, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,35, Italy, >50K
28, Private, Assoc-voc, Never-married, Craft-repair, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
