51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,65, Greece, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,29, Canada, <=50K
21, Local-gov, HS-grad, Divorced, Craft-repair, Own-child, Black, Female,0,0,40, Italy, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Jamaica, <=50K
45, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,36, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1867,50, United-States, >50K
30, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,29, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, >50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Jamaica, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,35, Holand-Netherlands, <=50K
48, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,45, United-States, <=50K
38, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,40, Columbia, <=50K
33, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,85, Columbia, >50K
48, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, France, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,50, Hungary, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,50, Cambodia, <=50K
59, State-gov, 11th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,65, United-States, >50K
60, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Vietnam, >50K
23, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,45, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,59, Ireland, <=50K
61, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, United-States, <=50K
54, Private, Bachelors, Widowed, Tech-support, Unmarried, White, Male,0,0,40, Poland, <=50K
59, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,99999,0,40, United-States, >50K
29, Private, Some-college, Divorced, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,35, Puerto-Rico, <=50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, Puerto-Rico, >50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Cuba, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,20, England, <=50K
19, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1671,45, Dominican-Republic, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
34, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Thailand, <=50K
30, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
17, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
59, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, France, >50K
20, Private, Some-college, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,29, Laos, <=50K
52, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,8, El-Salvador, <=50K
28, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,40, Italy, <=50K
22, Private, Masters, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,20, Laos, <=50K
50, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,45, United-States, <=50K
41, Private, Bachelors, Widowed, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, China, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
21, Private, 1st-4th, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
20, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
54, Private, Some-college, Widowed, Exec-managerial, Not-in-family, Black, Male,0,0,40, Haiti, <=50K
38, Federal-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,3604,0,40, Thailand, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,35, Peru, <=50K
25, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,29, Taiwan, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,4624,0,40, United-States, <=50K
58, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,48, United-States, >50K
20, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,29, Honduras, <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,38, Italy, <=50K
26, Local-gov, 11th, Never-married, Exec-managerial, Not-in-family, White, Male,0,1998,50, United-States, <=50K
42, Federal-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,35, United-States, <=50K
18, Local-gov, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,29, United-States, <=50K
46, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
35, Local-gov, Bachelors, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,70, Peru, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,40, United-States, >50K
34, Private, HS-grad, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,45, United-States, <=50K
49, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,29, United-States, <=50K
60, Self-emp-not-inc, 10th, Never-married, Prof-specialty, Husband, White, Female,0,0,99, Italy, <=50K
48, Local-gov, 10th, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Vietnam, >50K
30, Private, HS-grad, Divorced, Tech-support, Not-in-family, Black, Female,0,0,44, United-States, <=50K
32, Private, 11th, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, United-States, <=50K
46, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, England, >50K
45, Private, Bachelors, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,40, Cambodia, >50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Yugoslavia, <=50K
28, Private, HS-grad, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
56, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
36, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, Poland, <=50K
50, Self-emp-inc, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,2227,35, United-States, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
17, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,25, Honduras, <=50K
52, Private, Bachelors, Widowed, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
46, Self-emp-not-inc, 10th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Germany, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
37, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
36, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Peru, <=50K
33, Private, Bachelors, Divorced, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,4532,0,45, United-States, >50K
62, Private, Assoc-voc, Widowed, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,70, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, England, >50K
49, Self-emp-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
56, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Husband, Other, Male,0,0,45, Cuba, <=50K
66, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,22501,0,40, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,1675,15, Guatemala, <=50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
46, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,54, United-States, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,99, Greece, <=50K
51, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
30, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,45, Jamaica, <=50K
58, State-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,5264,0,40, China, <=50K
56, Local-gov, HS-grad, Never-married, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, Trinadad&Tobago, <=50K
26, Private, HS-grad, Widowed, Exec-managerial, Unmarried, White, Male,0,0,40, El-Salvador, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, Italy, >50K
44, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Philippines, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,29, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,27, England, <=50K
27, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,29, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,18, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Some-college, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,50, Vietnam, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
46, Private, 7th-8th, Divorced, Craft-repair, Husband, White, Male,5178,0,50, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Separated, Transport-moving, Husband, White, Female,0,0,40, Iran, <=50K
26, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, France, >50K
71, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,12563,0,60, United-States, >50K
31, Private, Assoc-voc, Never-married, Protective-serv, Wife, White, Male,0,2151,59, Vietnam, >50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
68, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,8614,0,50, United-States, >50K
73, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,6, United-States, >50K
68, Private, Bachelors, Widowed, Craft-repair, Not-in-family, White, Male,16983,0,40, United-States, >50K
45, Private, Masters, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Jamaica, <=50K
38, State-gov, 12th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
41, Local-gov, Assoc-acdm, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, 10th, Separated, Prof-specialty, Not-in-family, Other, Female,0,0,60, United-States, <=50K
56, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, Cuba, >50K
46, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
46, Federal-gov, Bachelors, Divorced, Machine-op-inspct, Unmarried, Other, Male,0,0,45, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,65, United-States, <=50K
36, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,54, United-States, <=50K
31, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, France, >50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, >50K
39, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Never-married, Sales, Wife, Asian-Pac-Islander, Female,0,0,4, Trinadad&Tobago, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,35, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,45, Philippines, >50K
51, Local-gov, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Guatemala, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, Japan, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,60, France, <=50K
19, Private, 10th, Never-married, Other-service, Not-in-family, White, Female,0,0,29, United-States, <=50K
44, Private, HS-grad, Widowed, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, >50K
21, Private, Assoc-voc, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,76, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
43, Local-gov, Masters, Never-married, Tech-support, Wife, Asian-Pac-Islander, Male,7687,0,40, United-States, >50K
34, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,40, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,50, United-States, <=50K
35, Self-emp-inc, Assoc-acdm, Never-married, Exec-managerial, Husband, White, Female,0,0,40, Holand-Netherlands, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, France, >50K
65, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Laos, <=50K
40, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
49, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, France, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,16, Portugal, <=50K
46, Self-emp-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,15024,0,50, Jamaica, >50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
40, Private, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,56, Thailand, <=50K
57, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Male,3964,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
26, Local-gov, Some-college, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,44, Portugal, <=50K
45, Private, 5th-6th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, Thailand, <=50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,40, United-States, >50K
28, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Trinadad&Tobago, <=50K
53, Private, Some-college, Widowed, Exec-managerial, Unmarried, Black, Male,0,0,35, United-States, <=50K
82, Self-emp-not-inc, 10th, Widowed, Exec-managerial, Not-in-family, Black, Male,0,0,45, United-States, >50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,45, Laos, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
49, Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, Puerto-Rico, >50K
37, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Doctorate, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,54, Honduras, >50K
45, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,50, Puerto-Rico, <=50K
22, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, Philippines, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,29, Outlying-US(Guam-USVI-etc), <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Portugal, >50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Other, Male,0,0,40, El-Salvador, <=50K
68, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Greece, <=50K
52, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,20, United-States, <=50K
19, Private, 10th, Never-married, Exec-managerial, Other-relative, White, Male,0,0,45, Hungary, <=50K
41, Private, Assoc-voc, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
39, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Columbia, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, Mexico, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Laos, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2171,54, Hong, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
19, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,13, United-States, <=50K
28, Private, Some-college, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,29, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,70, United-States, >50K
55, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
33, Federal-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
33, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,70, United-States, >50K
24, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Widowed, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,44, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Female,15024,0,40, Philippines, >50K
26, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
49, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
31, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
48, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Wife, White, Male,4304,0,40, Japan, >50K
29, Private, Bachelors, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,10, Italy, <=50K
60, Self-emp-inc, 9th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,70, Italy, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Other-relative, Other, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Hungary, <=50K
64, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, United-States, >50K
58, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
54, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,2081,0,40, Japan, <=50K
40, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,36, United-States, <=50K
