30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,35, Germany, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, >50K
64, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,36, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
57, Private, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,37, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,1263,40, United-States, <=50K
23, Self-emp-not-inc, 9th, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,3103,0,60, United-States, >50K
58, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
39, Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
28, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,20, India, <=50K
30, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
42, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
27, Private, 11th, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Germany, >50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
50, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Female,15024,0,40, Yugoslavia, >50K
54, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Wife, White, Female,0,0,10, Puerto-Rico, <=50K
26, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, >50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
60, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,36, United-States, <=50K
56, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Hong, <=50K
35, Private, 11th, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, Peru, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
71, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, >50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
21, Private, 9th, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,30, United-States, >50K
57, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Masters, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,2186,0,45, Thailand, <=50K
47, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Taiwan, >50K
49, Federal-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,50, United-States, <=50K
37, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,4, United-States, <=50K
32, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
53, Private, HS-grad, Separated, Farming-fishing, Husband, Black, Female,0,0,60, Laos, <=50K
54, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Nicaragua, >50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
26, State-gov, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,20, Puerto-Rico, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,3103,0,40, United-States, >50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,40, Hungary, >50K
38, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Columbia, <=50K
25, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Never-married, Tech-support, Husband, White, Male,0,0,50, Italy, >50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,20, Dominican-Republic, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024,0,40, Thailand, >50K
39, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
63, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,45, Japan, >50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, France, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,50, Cambodia, >50K
65, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Wife, Black, Male,0,0,40, Vietnam, <=50K
26, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Mexico, >50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Ireland, <=50K
32, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,45, United-States, <=50K
48, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,24, Mexico, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1848,46, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,7687,0,45, Outlying-US(Guam-USVI-etc), >50K
46, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
48, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Laos, <=50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Wife, Black, Female,0,0,25, Haiti, <=50K
51, Self-emp-not-inc, HS-grad, Married-spouse-absent, Sales, Husband, White, Male,0,0,48, United-States, <=50K
35, Private, Assoc-voc, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Philippines, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1899,40, Germany, >50K
51, State-gov, 5th-6th, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,1902,38, Laos, >50K
39, Private, 5th-6th, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,35, Philippines, <=50K
33, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,73, Hungary, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, El-Salvador, <=50K
43, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Self-emp-inc, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,1595,40, France, <=50K
35, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, 7th-8th, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
64, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, China, >50K
34, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,20, Japan, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
48, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4398,0,50, United-States, <=50K
33, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,61, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,15, Columbia, <=50K
36, Private, HS-grad, Divorced, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Columbia, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, Philippines, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Thailand, <=50K
54, Private, Some-college, Married-spouse-absent, Prof-specialty, Not-in-family, Black, Female,0,0,50, United-States, <=50K
29, Self-emp-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Taiwan, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
55, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, South, >50K
44, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, Germany, <=50K
32, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,2415,45, India, <=50K
27, Private, Some-college, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Guatemala, <=50K
32, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Portugal, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Guatemala, >50K
50, Private, Assoc-acdm, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,45, Vietnam, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
25, Local-gov, Bachelors, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,35, Hong, <=50K
49, Private, 5th-6th, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, France, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
54, Private, 9th, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
45, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,50, Greece, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,3451,0,40, Japan, >50K
31, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Peru, <=50K
36, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,6755,0,56, United-States, <=50K
38, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Honduras, >50K
62, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,51, United-States, >50K
49, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
61, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
55, State-gov, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,36, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Laos, <=50K
21, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Female,0,0,35, United-States, <=50K
69, State-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
20, State-gov, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,24, United-States, <=50K
35, Private, 5th-6th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, >50K
33, Local-gov, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
60, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,60, Cambodia, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
40, Self-emp-not-inc, 10th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Greece, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
51, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
62, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,6, United-States, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,3984,0,40, Greece, <=50K
62, Private, Assoc-acdm, Widowed, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
37, State-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, Yugoslavia, >50K
73, Private, Some-college, Widowed, Exec-managerial, Unmarried, White, Female,6464,0,40, United-States, <=50K
20, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
69, Private, 5th-6th, Widowed, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024,0,54, United-States, >50K
40, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1887,40, United-States, >50K
49, Federal-gov, Some-college, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,50, Cuba, <=50K
41, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, Greece, <=50K
21, Self-emp-not-inc, 10th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, India, <=50K
39, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Philippines, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Local-gov, Bachelors, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
20, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,24, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
72, Local-gov, 7th-8th, Widowed, Tech-support, Not-in-family, White, Female,0,0,40, Scotland, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,35, Columbia, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,2677,0,40, Columbia, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Mexico, >50K
19, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, >50K
62, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,25, Cuba, <=50K
31, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
62, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, >50K
22, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,1741,20, El-Salvador, <=50K
40, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
44, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, Ecuador, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
35, Local-gov, 1st-4th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Vietnam, <=50K
37, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
43, Federal-gov, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Separated, Sales, Husband, White, Male,0,0,60, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Separated, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, <=50K
50, Private, 7th-8th, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, Ireland, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, Yugoslavia, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, Vietnam, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Ecuador, <=50K
32, Local-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, China, <=50K
47, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,1887,40, Yugoslavia, <=50K
49, Private, Bachelors, Married-civ-spouse, Protective-serv, Wife, White, Female,0,0,14, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, >50K
31, Private, 11th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
34, Private, Masters, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,35, United-States, <=50K
59, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,3448,0,45, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,45, Philippines, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,24, Mexico, >50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,50, United-States, >50K
53, Self-emp-inc, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,65, Iran, <=50K
44, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
77, Private, Some-college, Widowed, Other-service, Not-in-family, Other, Female,0,0,15, Honduras, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,64, China, >50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, El-Salvador, <=50K
59, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,30, England, >50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Portugal, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Other-service, Not-in-family, Other, Female,0,0,35, France, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,72, United-States, <=50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15024,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, Haiti, <=50K
31, Private, HS-grad, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,50, India, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,52, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,15024,0,60, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,1668,20, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,1887,40, Yugoslavia, <=50K
25, State-gov, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,32, United-States, <=50K
33, State-gov, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, England, >50K
46, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Cambodia, >50K
20, Private, HS-grad, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Cambodia, <=50K
60, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
38, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
31, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
32, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Jamaica, <=50K
28, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,40, Dominican-Republic, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,10, United-States, <=50K
30, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7298,0,50, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, >50K
45, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,40, United-States, >50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, China, <=50K
24, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,65, Nicaragua, <=50K
26, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,2645,0,32, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, Laos, <=50K
25, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,2880,0,45, Jamaica, <=50K
