27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Ecuador, <=50K
38, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,45, South, >50K
19, Private, 10th, Never-married, Protective-serv, Own-child, White, Male,0,0,16, Italy, <=50K
37, Private, Some-college, Divorced, Sales, Not-in-family, Other, Male,0,0,53, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
35, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,7298,0,40, Jamaica, >50K
43, Private, Bachelors, Married-spouse-absent, Exec-managerial, Husband, White, Female,7298,0,40, United-States, >50K
46, State-gov, Some-college, Widowed, Transport-moving, Own-child, Other, Male,0,0,15, Dominican-Republic, <=50K
73, Self-emp-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,2415,40, Taiwan, >50K
63, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Female,7298,0,45, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
63, Private, Some-college, Separated, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Thailand, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Vietnam, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,45, United-States, >50K
50, Private, Some-college, Divorced, Other-service, Unmarried, Other, Male,0,0,40, Laos, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
52, Self-emp-inc, Masters, Married-civ-spouse, Sales, Wife, White, Female,0,0,50, Cuba, >50K
36, Private, HS-grad, Divorced, Protective-serv, Own-child, White, Male,0,0,35, China, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,5178,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,3103,0,43, Germany, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,35, El-Salvador, <=50K
43, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
33, Federal-gov, Masters, Never-married, Sales, Husband, Black, Male,4677,0,40, Mexico, <=50K
37, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,45, Taiwan, >50K
21, Private, HS-grad, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,30, Yugoslavia, <=50K
50, Private, 10th, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,35, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, South, <=50K
41, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,35, China, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7298,0,40, Poland, >50K
18, State-gov, HS-grad, Never-married, Other-service, Wife, Asian-Pac-Islander, Male,0,0,20, Nicaragua, <=50K
38, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,50, Nicaragua, <=50K
34, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,50, Hong, >50K
25, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
62, Private, Masters, Divorced, Transport-moving, Not-in-family, White, Female,0,0,80, France, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,45, United-States, <=50K
35, Private, HS-grad, Separated, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Sales, Wife, Other, Male,0,0,40, Guatemala, <=50K
27, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, Poland, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
70, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, >50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Portugal, >50K
60, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,99999,0,40, United-States, >50K
46, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Trinadad&Tobago, >50K
29, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,13884,0,50, Greece, >50K
47, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, Taiwan, <=50K
75, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,10, Peru, <=50K
19, Private, Some-college, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Taiwan, >50K
48, Federal-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, El-Salvador, >50K
40, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Own-child, White, Male,0,0,20, Poland, >50K
32, State-gov, HS-grad, Married-spouse-absent, Transport-moving, Husband, White, Female,0,0,45, Ecuador, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, South, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ecuador, >50K
51, Private, Masters, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
32, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,35, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,63, Ireland, <=50K
27, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, Vietnam, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,15024,0,61, Philippines, >50K
69, Self-emp-not-inc, 5th-6th, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,4, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,54, Peru, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Jamaica, >50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Japan, <=50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
61, Private, Assoc-acdm, Widowed, Sales, Not-in-family, White, Female,0,0,40, Mexico, <=50K
51, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
31, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Black, Male,2693,0,40, Guatemala, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
55, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Honduras, >50K
18, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,30, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,1652,54, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,12, Honduras, <=50K
44, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,50, Italy, >50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
36, Private, 10th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Ecuador, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,30, United-States, <=50K
59, Self-emp-inc, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,16, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
18, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
48, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Other, Male,0,0,40, Vietnam, <=50K
48, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,37, Columbia, >50K
53, Private, Bachelors, Divorced, Prof-specialty, Wife, Asian-Pac-Islander, Female,8977,0,30, Iran, >50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Vietnam, <=50K
43, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,0,60, United-States, >50K
33, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Hong, <=50K
35, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,8601,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Guatemala, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,7687,0,40, Peru, >50K
37, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,51, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,54, Hungary, >50K
38, Private, Bachelors, Married-spouse-absent, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,20, Greece, <=50K
27, Federal-gov, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,1887,60, Haiti, <=50K
47, Private, 9th, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,36, Ireland, <=50K
65, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
37, Self-emp-inc, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,40, Hong, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,70, United-States, >50K
30, Private, Bachelors, Separated, Adm-clerical, Own-child, Black, Male,14746,0,40, Yugoslavia, >50K
20, Private, 11th, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,10, Italy, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, United-States, <=50K
58, State-gov, Masters, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,44, Mexico, >50K
28, Private, Some-college, Married-spouse-absent, Exec-managerial, Wife, Other, Female,0,0,40, United-States, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,50, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, El-Salvador, >50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, Japan, <=50K
52, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1887,60, Poland, >50K
67, Private, Some-college, Widowed, Other-service, Not-in-family, Other, Female,0,0,36, Honduras, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
46, Private, Masters, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, France, >50K
29, Private, Some-college, Never-married, Protective-serv, Unmarried, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
33, Local-gov, Assoc-voc, Separated, Craft-repair, Own-child, Other, Male,0,0,40, Italy, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, England, <=50K
19, Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,2215,0,15, United-States, <=50K
40, Local-gov, Some-college, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, France, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,60, Germany, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,30, Vietnam, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,20, China, <=50K
32, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,50, United-States, >50K
57, Self-emp-inc, Masters, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1902,65, United-States, >50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,6496,0,35, United-States, >50K
40, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,36, Honduras, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,48, Laos, >50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, Jamaica, <=50K
32, State-gov, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,30, Puerto-Rico, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Germany, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Thailand, <=50K
34, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,50, Peru, >50K
36, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, Haiti, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-spouse-absent, Adm-clerical, Husband, White, Female,0,0,40, Ecuador, <=50K
57, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,60, Greece, <=50K
28, State-gov, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Poland, <=50K
69, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,2, Germany, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cambodia, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1887,40, Puerto-Rico, <=50K
27, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
49, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Italy, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Hungary, <=50K
27, Federal-gov, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7687,0,40, Ireland, >50K
36, Local-gov, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, England, <=50K
34, Federal-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,54, Philippines, >50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,7298,0,40, Columbia, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,0,0,50, China, <=50K
52, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
37, Federal-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
42, Private, Masters, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,2993,0,40, Laos, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Puerto-Rico, <=50K
55, Private, Masters, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Ireland, <=50K
59, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
54, Private, HS-grad, Divorced, Adm-clerical, Own-child, Other, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Cuba, >50K
56, Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, Black, Male,0,0,30, Poland, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,1489,40, Haiti, <=50K
47, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, Taiwan, <=50K
36, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,1977,40, South, >50K
50, Private, HS-grad, Never-married, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
80, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,20, Jamaica, <=50K
42, State-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,38, Outlying-US(Guam-USVI-etc), >50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,25, China, >50K
17, State-gov, 11th, Never-married, Other-service, Own-child, White, Female,0,0,8, Italy, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
31, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cambodia, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, >50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, Black, Male,0,0,30, United-States, <=50K
36, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Columbia, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, South, <=50K
54, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, Columbia, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
42, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,40, Cuba, <=50K
49, Federal-gov, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,35, Ireland, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,15, Greece, <=50K
35, Private, 5th-6th, Divorced, Machine-op-inspct, Unmarried, Black, Male,2174,0,40, Mexico, <=50K
61, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
38, Self-emp-inc, 10th, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,40, Iran, <=50K
37, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, South, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, Honduras, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,1891,40, United-States, >50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Dominican-Republic, <=50K
56, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, >50K
33, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Nicaragua, <=50K
37, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,45, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,45, Portugal, >50K
37, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,45, Taiwan, <=50K
41, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
49, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
24, Private, Assoc-acdm, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,37, Italy, <=50K
59, Self-emp-inc, 10th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,54, El-Salvador, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
51, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,7298,0,60, United-States, >50K
55, State-gov, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,35, Laos, >50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, <=50K
21, Private, 10th, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Thailand, <=50K
41, Federal-gov, Bachelors, Married-spouse-absent, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
24, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Female,0,0,5, Dominican-Republic, <=50K
59, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Italy, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,50, Laos, <=50K
38, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,20, Yugoslavia, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Peru, >50K
28, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Haiti, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,40, Vietnam, >50K
37, Private, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, South, <=50K
53, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,40, Taiwan, <=50K
36, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
57, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,25, El-Salvador, <=50K
22, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, France, >50K
30, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
40, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Laos, <=50K
39, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Puerto-Rico, >50K
34, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
60, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,1902,50, United-States, >50K
27, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,50, Nicaragua, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1808,40, Italy, >50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
21, State-gov, HS-grad, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,40, Philippines, >50K
42, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
28, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, Peru, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,1844,50, Taiwan, >50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Poland, >50K
