45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,71, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Own-child, Other, Female,0,0,35, Philippines, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Male,0,0,40, United-States, <=50K
20, Private, Prof-school, Never-married, Sales, Other-relative, White, Male,0,0,70, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,1977,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,1902,54, United-States, >50K
28, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
25, State-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,38, Italy, <=50K
47, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
40, State-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Columbia, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Masters, Married-spouse-absent, Tech-support, Own-child, Black, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,47, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
40, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,52, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Female,5013,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, United-States, >50K
17, State-gov, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
47, Private, Assoc-acdm, Divorced, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,1977,40, United-States, <=50K
51, Private, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female,15024,0,45, United-States, >50K
30, Private, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
20, Self-emp-not-inc, Bachelors, Never-married, Protective-serv, Own-child, White, Female,0,0,50, United-States, <=50K
31, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,52, United-States, >50K
37, Private, 10th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,1977,40, United-States, <=50K
35, Private, 10th, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
56, Private, 7th-8th, Widowed, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
45, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Married-spouse-absent, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
55, Local-gov, Doctorate, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, United-States, >50K
50, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,83, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
29, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, Germany, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,16, Philippines, <=50K
43, State-gov, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
35, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,33, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,15024,0,9, United-States, <=50K
41, Local-gov, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
50, Local-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,35, United-States, >50K
30, State-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
44, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,1977,40, United-States, <=50K
49, Private, Assoc-acdm, Widowed, Prof-specialty, Not-in-family, Black, Male,0,0,30, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, >50K
47, Private, Some-college, Separated, Prof-specialty, Husband, White, Female,0,1902,40, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, >50K
44, Local-gov, 7th-8th, Divorced, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,99, United-States, >50K
21, Private, Doctorate, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Mexico, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Other-relative, White, Male,0,0,35, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Protective-serv, Unmarried, Black, Male,0,0,40, United-States, <=50K
39, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
32, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,8318,0,40, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
69, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
32, Federal-gov, Some-college, Separated, Tech-support, Wife, Black, Female,0,1902,15, United-States, >50K
47, Private, Bachelors, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
35, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
57, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
29, Local-gov, HS-grad, Separated, Craft-repair, Wife, White, Male,5055,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Exec-managerial, Other-relative, White, Male,0,0,45, United-States, <=50K
43, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,47, United-States, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
56, Federal-gov, Assoc-voc, Divorced, Adm-clerical, Husband, White, Male,0,0,55, United-States, <=50K
24, Private, Assoc-voc, Married-civ-spouse, Tech-support, Own-child, Black, Male,0,1943,40, United-States, >50K
40, Private, HS-grad, Divorced, Sales, Unmarried, Black, Male,0,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,55, China, >50K
39, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,60, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,50, United-States, >50K
24, Self-emp-inc, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
33, Private, HS-grad, Married-spouse-absent, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,30, United-States, >50K
34, Local-gov, HS-grad, Divorced, Tech-support, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
23, State-gov, Bachelors, Never-married, Adm-clerical, Husband, White, Female,0,1976,40, Philippines, >50K
45, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,35, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
23, Private, Some-college, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Federal-gov, Masters, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Doctorate, Never-married, Handlers-cleaners, Wife, Black, Female,0,0,55, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,35, United-States, <=50K
19, Private, 11th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
43, Private, Some-college, Divorced, Sales, Husband, Black, Female,0,0,40, Cambodia, <=50K
29, Private, Some-college, Divorced, Other-service, Husband, White, Female,0,0,45, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,45, United-States, >50K
28, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Protective-serv, Own-child, Black, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
56, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,1740,60, United-States, >50K
45, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, United-States, >50K
21, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
65, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Local-gov, Bachelors, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,35, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, <=50K
45, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
19, Private, HS-grad, Separated, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, United-States, >50K
18, Private, Assoc-acdm, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
19, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,16, United-States, <=50K
37, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
41, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
35, Private, Some-college, Never-married, Other-service, Husband, White, Female,0,0,30, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
61, Federal-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,1670,60, United-States, >50K
36, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,50, Canada, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,9611,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
66, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Federal-gov, Assoc-voc, Separated, Handlers-cleaners, Husband, White, Male,0,1902,60, United-States, <=50K
60, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
52, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, Canada, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,5178,0,88, Canada, <=50K
62, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, White, Male,15024,0,15, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,7687,0,40, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,30, United-States, <=50K
40, Private, Assoc-voc, Never-married, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,72, Mexico, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
50, Private, 1st-4th, Married-civ-spouse, Adm-clerical, Husband, White, Female,5013,0,40, United-States, >50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
56, State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Masters, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,25, United-States, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Canada, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,54, United-States, <=50K
64, State-gov, HS-grad, Widowed, Machine-op-inspct, Husband, White, Female,0,0,20, United-States, <=50K
60, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,15, United-States, <=50K
52, Private, Masters, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
25, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Never-married, Craft-repair, Husband, White, Female,0,0,32, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,60, United-States, >50K
41, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,52, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,50, United-States, >50K
37, Private, 7th-8th, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,42, Mexico, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Masters, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
44, Self-emp-not-inc, 11th, Divorced, Protective-serv, Not-in-family, White, Male,0,0,50, Haiti, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
32, State-gov, Assoc-acdm, Never-married, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
63, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
55, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
46, Local-gov, 9th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, South, <=50K
59, Private, Some-college, Divorced, Machine-op-inspct, Husband, White, Male,0,0,30, El-Salvador, <=50K
40, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Male,0,0,65, United-States, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,0,65, United-States, <=50K
34, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,45, United-States, >50K
44, State-gov, Masters, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
25, Private, 10th, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,1977,40, United-States, <=50K
36, Private, Bachelors, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,30, United-States, <=50K
30, Local-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States, <=50K
34, Local-gov, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,17, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,83, United-States, <=50K
53, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,40, Philippines, >50K
24, Self-emp-not-inc, Assoc-voc, Never-married, Exec-managerial, Husband, Other, Male,0,0,50, United-States, <=50K
78, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
65, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
24, Private, 9th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,25, United-States, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,45, United-States, <=50K
25, Private, Masters, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, >50K
35, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Female,0,0,46, United-States, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Female,0,0,25, United-States, <=50K
48, Private, 7th-8th, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, United-States, <=50K
22, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Columbia, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,8, United-States, <=50K
59, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
40, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, United-States, <=50K
48, Private, Masters, Divorced, Sales, Husband, White, Male,0,0,70, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
47, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Female,7687,0,42, United-States, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
41, Local-gov, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
25, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,30, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,45, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, Portugal, >50K
24, Private, 1st-4th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Prof-school, Never-married, Exec-managerial, Not-in-family, White, Male,7298,0,60, United-States, >50K
53, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,1902,40, United-States, <=50K
51, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,3, Mexico, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,15024,0,35, United-States, <=50K
66, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Female,5038,0,40, United-States, <=50K
41, Private, Masters, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, White, Male,7687,0,40, United-States, >50K
61, Private, Doctorate, Divorced, Exec-managerial, Husband, Black, Male,0,1740,60, United-States, <=50K
45, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
18, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,5, United-States, <=50K
31, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Female,0,1977,40, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
31, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Other-relative, Black, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, White, Female,0,0,45, Puerto-Rico, <=50K
30, Private, HS-grad, Separated, Adm-clerical, Husband, White, Male,5013,0,25, United-States, >50K
29, Local-gov, HS-grad, Never-married, Transport-moving, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1887,36, United-States, >50K
