25, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, Cuba, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,30, England, <=50K
30, Federal-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,5752,0,40, Vietnam, <=50K
35, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,1731,40, Italy, <=50K
20, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Ireland, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,20, Trinadad&Tobago, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Iran, >50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,45, Nicaragua, <=50K
31, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
20, Private, Masters, Never-married, Other-service, Own-child, Black, Female,0,0,30, Laos, <=50K
66, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,24, China, >50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Dominican-Republic, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
33, Federal-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
57, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,30, Jamaica, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7298,0,50, Trinadad&Tobago, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
42, Private, Bachelors, Separated, Machine-op-inspct, Own-child, Black, Female,0,0,40, England, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, Guatemala, <=50K
36, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,25, Hong, <=50K
67, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Vietnam, <=50K
62, Federal-gov, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Female,0,0,35, Puerto-Rico, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Yugoslavia, <=50K
41, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
32, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, South, <=50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,1594,40, Scotland, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
37, Local-gov, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, Thailand, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, <=50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,40, El-Salvador, <=50K
26, Private, HS-grad, Divorced, Protective-serv, Other-relative, White, Male,0,0,70, Puerto-Rico, <=50K
40, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, Other, Female,0,0,35, Italy, <=50K
20, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,10, Puerto-Rico, <=50K
38, Federal-gov, HS-grad, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,10, Thailand, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
61, Federal-gov, 7th-8th, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, Hungary, >50K
54, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,35, India, <=50K
26, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Female,0,0,40, Philippines, <=50K
32, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Jamaica, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, Puerto-Rico, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, India, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,54, Nicaragua, >50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Philippines, <=50K
59, Local-gov, HS-grad, Widowed, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
23, Private, 11th, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Female,0,0,16, Dominican-Republic, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
59, Private, 7th-8th, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Honduras, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,40, Canada, <=50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,6414,0,40, Nicaragua, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,45, Nicaragua, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
47, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,20, Portugal, <=50K
55, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, China, <=50K
51, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,54, Italy, >50K
30, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
44, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,30, South, <=50K
39, Self-emp-not-inc, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,40, Ecuador, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Other-relative, Black, Male,0,0,50, Japan, >50K
47, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,8, Puerto-Rico, <=50K
36, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,5178,0,50, Canada, >50K
52, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Laos, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,3888,0,50, Scotland, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, England, <=50K
27, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Greece, <=50K
39, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, >50K
21, Private, Prof-school, Divorced, Sales, Own-child, Black, Male,0,0,40, Portugal, <=50K
72, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,2838,0,10, Trinadad&Tobago, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
29, Private, Some-college, Never-married, Other-service, Wife, Other, Male,0,0,24, Vietnam, <=50K
65, Private, 11th, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,45, Japan, <=50K
53, Federal-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,99, Jamaica, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,35, Guatemala, >50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,15, Germany, <=50K
54, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,2150,40, Japan, >50K
28, Federal-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Taiwan, >50K
66, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,24, El-Salvador, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1977,15, Jamaica, >50K
52, Local-gov, Some-college, Widowed, Other-service, Unmarried, Black, Female,0,0,6, Hungary, <=50K
38, Private, Masters, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
17, Private, 11th, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
59, Private, Prof-school, Widowed, Craft-repair, Husband, Other, Male,7298,0,40, Nicaragua, >50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,70, Scotland, <=50K
47, Private, Some-college, Divorced, Sales, Not-in-family, Black, Male,0,0,60, Hungary, <=50K
28, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,20, Dominican-Republic, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,30, South, <=50K
21, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,98, Poland, <=50K
24, Federal-gov, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Nicaragua, <=50K
43, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,50, Columbia, <=50K
22, Without-pay, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,2904,0,40, Peru, <=50K
59, Local-gov, 9th, Never-married, Tech-support, Husband, White, Female,0,0,36, Trinadad&Tobago, <=50K
57, Private, 7th-8th, Widowed, Other-service, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
46, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Male,15024,0,50, Scotland, >50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Scotland, <=50K
35, Private, Doctorate, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,15, South, <=50K
31, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,72, Portugal, >50K
76, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Black, Male,0,0,30, Hungary, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
37, Federal-gov, 11th, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Honduras, <=50K
25, Local-gov, HS-grad, Never-married, Other-service, Other-relative, White, Male,0,0,40, Cuba, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Columbia, <=50K
34, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,38, Haiti, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Female,0,0,45, Honduras, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
38, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Hong, <=50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Thailand, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,1902,50, Iran, >50K
26, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Honduras, <=50K
41, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,75, Vietnam, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cambodia, <=50K
35, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,3123,0,40, Mexico, <=50K
31, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,38, Italy, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, Vietnam, <=50K
30, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,20, Portugal, <=50K
30, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,30, Dominican-Republic, <=50K
18, Private, Assoc-voc, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,21, Yugoslavia, <=50K
34, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,50, Laos, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Columbia, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, South, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
32, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,50, Philippines, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,7687,0,40, Haiti, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, Honduras, <=50K
24, Private, HS-grad, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,30, Poland, <=50K
56, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Portugal, >50K
26, Private, 12th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Dominican-Republic, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,4926,0,40, Philippines, <=50K
26, Private, 11th, Never-married, Sales, Wife, Black, Male,0,2017,35, Greece, <=50K
21, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Taiwan, >50K
24, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
60, Self-emp-not-inc, 11th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
56, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,45, Poland, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Peru, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,70, Columbia, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
35, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
46, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Japan, <=50K
26, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,25, Honduras, <=50K
43, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1977,50, Trinadad&Tobago, >50K
32, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,43, Peru, >50K
53, Private, 7th-8th, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Trinadad&Tobago, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,35, Hong, >50K
58, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, >50K
33, Private, 12th, Never-married, Farming-fishing, Own-child, Other, Male,0,0,35, Trinadad&Tobago, <=50K
33, Private, Assoc-acdm, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,35, Philippines, >50K
42, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,1485,54, Ireland, <=50K
60, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1994,20, Scotland, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,25, Japan, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
32, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,36, Iran, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,65, Laos, >50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,65, Thailand, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,3457,0,40, Philippines, <=50K
51, Local-gov, HS-grad, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
24, Private, Assoc-voc, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
36, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Taiwan, <=50K
24, Self-emp-not-inc, 5th-6th, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Cambodia, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Philippines, >50K
57, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,16, Cuba, <=50K
33, Private, 11th, Never-married, Farming-fishing, Husband, Other, Male,7298,0,45, United-States, >50K
55, Local-gov, 10th, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,52, Taiwan, <=50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
45, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,16, Portugal, <=50K
50, Local-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
30, Private, Prof-school, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,65, Nicaragua, >50K
36, Self-emp-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, Puerto-Rico, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
22, Private, HS-grad, Divorced, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
58, Private, HS-grad, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,50, Peru, <=50K
23, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,37, Vietnam, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Dominican-Republic, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,1887,20, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,70, Cuba, <=50K
46, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, >50K
25, State-gov, Masters, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Nicaragua, <=50K
39, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,16, Nicaragua, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Philippines, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,65, Trinadad&Tobago, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Male,0,0,40, Cuba, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, England, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,50, Yugoslavia, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,35, Italy, <=50K
39, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,24, Dominican-Republic, <=50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Haiti, >50K
53, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, Haiti, <=50K
31, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, Vietnam, >50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,4066,0,45, Portugal, <=50K
19, Private, Some-college, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,2978,0,35, South, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Dominican-Republic, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Hungary, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,48, Ecuador, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Nicaragua, <=50K
35, Private, Some-college, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, El-Salvador, <=50K
57, State-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Iran, >50K
30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,50, South, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Scotland, <=50K
25, Private, HS-grad, Divorced, Adm-clerical, Own-child, Other, Female,0,0,30, Portugal, <=50K
17, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,4064,0,40, Thailand, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,25, Japan, <=50K
63, State-gov, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,40, El-Salvador, <=50K
59, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,60, Haiti, >50K
23, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, Ecuador, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1977,45, Japan, >50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, India, >50K
64, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Other, Male,3050,0,40, Yugoslavia, <=50K
55, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7687,0,40, Nicaragua, >50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
51, State-gov, Some-college, Widowed, Other-service, Unmarried, Black, Male,0,0,24, El-Salvador, <=50K
24, Private, Assoc-voc, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,20, Hungary, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0,0,30, Hungary, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Honduras, <=50K
